ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.PublicarCurso	publicarcurso	1591031178102	 	3.3.1
USER	PublicarCurso	471	END	1591031226349	1591031311897
REQUEST	910		CerificadoForm	1591031311918	1591031311933	OK	 
REQUEST	910		CerificadoForm Redirect 1	1591031311933	1591031311938	OK	 
USER	PublicarCurso	472	END	1591031226452	1591031312031
REQUEST	911		CerificadoForm	1591031312052	1591031312069	OK	 
REQUEST	911		CerificadoForm Redirect 1	1591031312069	1591031312074	OK	 
REQUEST	531		CreateCourseForm	1591031312052	1591031312076	OK	 
REQUEST	532		CreateCourseForm	1591031312077	1591031312095	OK	 
USER	PublicarCurso	473	END	1591031226548	1591031312099
REQUEST	912		CerificadoForm	1591031312141	1591031312157	OK	 
REQUEST	912		CerificadoForm Redirect 1	1591031312157	1591031312162	OK	 
REQUEST	533		CreateCourseForm	1591031312152	1591031312170	OK	 
USER	PublicarCurso	474	END	1591031226651	1591031312209
REQUEST	913		CerificadoForm	1591031312198	1591031312215	OK	 
REQUEST	913		CerificadoForm Redirect 1	1591031312215	1591031312220	OK	 
REQUEST	914		CerificadoForm	1591031312277	1591031312296	OK	 
REQUEST	914		CerificadoForm Redirect 1	1591031312296	1591031312301	OK	 
REQUEST	534		CreateCourseForm	1591031312277	1591031312303	OK	 
USER	PublicarCurso	475	END	1591031226751	1591031312320
REQUEST	915		CerificadoForm	1591031312367	1591031312381	OK	 
REQUEST	915		CerificadoForm Redirect 1	1591031312381	1591031312386	OK	 
USER	PublicarCurso	476	END	1591031226847	1591031312409
REQUEST	916		CerificadoForm	1591031312478	1591031312494	OK	 
USER	PublicarCurso	477	END	1591031226949	1591031312499
REQUEST	916		CerificadoForm Redirect 1	1591031312494	1591031312500	OK	 
REQUEST	535		CreateCourseForm	1591031312547	1591031312567	OK	 
REQUEST	917		CerificadoForm	1591031312579	1591031312614	OK	 
USER	PublicarCurso	478	END	1591031227053	1591031312633
REQUEST	917		CerificadoForm Redirect 1	1591031312614	1591031312633	OK	 
REQUEST	536		CreateCourseForm	1591031312611	1591031312650	OK	 
REQUEST	537		CreateCourseForm	1591031312633	1591031312658	OK	 
REQUEST	538		CreateCourseForm	1591031312637	1591031312667	OK	 
REQUEST	918		CerificadoForm	1591031312692	1591031312705	OK	 
REQUEST	918		CerificadoForm Redirect 1	1591031312705	1591031312710	OK	 
USER	PublicarCurso	479	END	1591031227149	1591031312728
REQUEST	539		CreateCourseForm	1591031312717	1591031312735	OK	 
REQUEST	919		CerificadoForm	1591031312792	1591031312806	OK	 
REQUEST	919		CerificadoForm Redirect 1	1591031312806	1591031312811	OK	 
USER	PublicarCurso	480	END	1591031227252	1591031312830
REQUEST	920		CerificadoForm	1591031312841	1591031312855	OK	 
REQUEST	920		CerificadoForm Redirect 1	1591031312855	1591031312860	OK	 
REQUEST	540		CreateCourseForm	1591031312851	1591031312870	OK	 
USER	PublicarCurso	481	END	1591031227351	1591031312942
REQUEST	921		CerificadoForm	1591031312952	1591031312968	OK	 
REQUEST	921		CerificadoForm Redirect 1	1591031312968	1591031312973	OK	 
REQUEST	541		CreateCourseForm	1591031312963	1591031312983	OK	 
USER	PublicarCurso	482	END	1591031227437	1591031313030
REQUEST	922		CerificadoForm	1591031313030	1591031313046	OK	 
REQUEST	922		CerificadoForm Redirect 1	1591031313046	1591031313054	OK	 
REQUEST	542		CreateCourseForm	1591031313073	1591031313090	OK	 
USER	PublicarCurso	483	END	1591031227540	1591031313208
REQUEST	543		CreateCourseForm	1591031313187	1591031313210	OK	 
REQUEST	923		CerificadoForm	1591031313198	1591031313217	OK	 
REQUEST	923		CerificadoForm Redirect 1	1591031313217	1591031313223	OK	 
REQUEST	544		CreateCourseForm	1591031313251	1591031313273	OK	 
REQUEST	924		CerificadoForm	1591031313299	1591031313315	OK	 
USER	PublicarCurso	484	END	1591031227643	1591031313320
REQUEST	924		CerificadoForm Redirect 1	1591031313315	1591031313320	OK	 
REQUEST	545		CreateCourseForm	1591031313351	1591031313368	OK	 
REQUEST	925		CerificadoForm	1591031313362	1591031313376	OK	 
REQUEST	925		CerificadoForm Redirect 1	1591031313376	1591031313381	OK	 
USER	PublicarCurso	485	END	1591031227738	1591031313408
USER	PublicarCurso	486	END	1591031227841	1591031313550
REQUEST	547		CreateCourseForm	1591031313560	1591031313580	OK	 
REQUEST	546		CreateCourseForm	1591031313560	1591031313587	OK	 
REQUEST	926		CerificadoForm	1591031313639	1591031313654	OK	 
REQUEST	926		CerificadoForm Redirect 1	1591031313654	1591031313660	OK	 
USER	PublicarCurso	487	END	1591031227937	1591031313661
REQUEST	928		CerificadoForm	1591031313720	1591031313740	OK	 
REQUEST	928		CerificadoForm Redirect 1	1591031313740	1591031313745	OK	 
REQUEST	929		CerificadoForm	1591031313730	1591031313752	OK	 
REQUEST	929		CerificadoForm Redirect 1	1591031313752	1591031313757	OK	 
REQUEST	927		CerificadoForm	1591031313730	1591031313759	OK	 
REQUEST	927		CerificadoForm Redirect 1	1591031313759	1591031313764	OK	 
USER	PublicarCurso	488	END	1591031228040	1591031313773
REQUEST	548		CreateCourseForm	1591031313773	1591031313795	OK	 
REQUEST	930		CerificadoForm	1591031313831	1591031313847	OK	 
REQUEST	930		CerificadoForm Redirect 1	1591031313847	1591031313852	OK	 
USER	PublicarCurso	489	END	1591031228142	1591031313888
REQUEST	549		CreateCourseForm	1591031313920	1591031313938	OK	 
USER	PublicarCurso	490	END	1591031228238	1591031313991
REQUEST	550		CreateCourseForm	1591031314002	1591031314021	OK	 
REQUEST	551		CreateCourseForm	1591031314080	1591031314100	OK	 
REQUEST	931		CerificadoForm	1591031314101	1591031314116	OK	 
REQUEST	931		CerificadoForm Redirect 1	1591031314116	1591031314122	OK	 
USER	PublicarCurso	491	END	1591031228341	1591031314127
REQUEST	933		CerificadoForm	1591031314169	1591031314184	OK	 
REQUEST	933		CerificadoForm Redirect 1	1591031314184	1591031314189	OK	 
REQUEST	552		CreateCourseForm	1591031314180	1591031314198	OK	 
USER	PublicarCurso	492	END	1591031228438	1591031314227
REQUEST	934		CerificadoForm	1591031314290	1591031314308	OK	 
REQUEST	934		CerificadoForm Redirect 1	1591031314308	1591031314315	OK	 
REQUEST	553		CreateCourseForm	1591031314312	1591031314332	OK	 
REQUEST	932		CerificadoForm	1591031314323	1591031314339	OK	 
REQUEST	932		CerificadoForm Redirect 1	1591031314339	1591031314344	OK	 
REQUEST	935		CerificadoForm	1591031314360	1591031314376	OK	 
REQUEST	935		CerificadoForm Redirect 1	1591031314376	1591031314380	OK	 
USER	PublicarCurso	493	END	1591031228542	1591031314381
REQUEST	554		CreateCourseForm	1591031314370	1591031314393	OK	 
USER	PublicarCurso	494	END	1591031228638	1591031314417
REQUEST	936		CerificadoForm	1591031314439	1591031314457	OK	 
REQUEST	936		CerificadoForm Redirect 1	1591031314457	1591031314462	OK	 
REQUEST	937		CerificadoForm	1591031314497	1591031314513	OK	 
REQUEST	937		CerificadoForm Redirect 1	1591031314513	1591031314518	OK	 
USER	PublicarCurso	495	END	1591031228741	1591031314550
USER	PublicarCurso	496	END	1591031228837	1591031314593
REQUEST	555		CreateCourseForm	1591031314641	1591031314671	OK	 
USER	PublicarCurso	497	END	1591031228939	1591031314689
USER	PublicarCurso	498	END	1591031229042	1591031314801
REQUEST	557		CreateCourseForm	1591031314827	1591031314847	OK	 
REQUEST	558		CreateCourseForm	1591031314848	1591031314867	OK	 
REQUEST	556		CreateCourseForm	1591031314848	1591031314875	OK	 
USER	PublicarCurso	499	END	1591031229138	1591031314879
REQUEST	559		CreateCourseForm	1591031314901	1591031314920	OK	 
REQUEST	560		CreateCourseForm	1591031314923	1591031314940	OK	 
USER	PublicarCurso	500	END	1591031229240	1591031314991
REQUEST	940		CerificadoForm	1591031314991	1591031315010	OK	 
REQUEST	940		CerificadoForm Redirect 1	1591031315010	1591031315016	OK	 
REQUEST	561		CreateCourseForm	1591031315049	1591031315068	OK	 
USER	PublicarCurso	501	END	1591031229343	1591031315081
USER	PublicarCurso	502	END	1591031229428	1591031315200
REQUEST	938		CerificadoForm	1591031315200	1591031315222	OK	 
REQUEST	938		CerificadoForm Redirect 1	1591031315222	1591031315228	OK	 
REQUEST	939		CerificadoForm	1591031315211	1591031315232	OK	 
REQUEST	939		CerificadoForm Redirect 1	1591031315232	1591031315237	OK	 
REQUEST	941		CerificadoForm	1591031315247	1591031315262	OK	 
REQUEST	941		CerificadoForm Redirect 1	1591031315262	1591031315268	OK	 
USER	PublicarCurso	503	END	1591031229531	1591031315280
USER	PublicarCurso	504	END	1591031229627	1591031315370
USER	PublicarCurso	505	END	1591031229730	1591031315459
USER	PublicarCurso	506	END	1591031229833	1591031315547
USER	PublicarCurso	507	END	1591031229928	1591031315638
USER	PublicarCurso	508	END	1591031230032	1591031315748
REQUEST	943		CerificadoForm	1591031315801	1591031315818	OK	 
REQUEST	943		CerificadoForm Redirect 1	1591031315818	1591031315823	OK	 
REQUEST	946		CerificadoForm	1591031315837	1591031315857	OK	 
USER	PublicarCurso	509	END	1591031230128	1591031315858
REQUEST	946		CerificadoForm Redirect 1	1591031315857	1591031315863	OK	 
REQUEST	944		CerificadoForm	1591031315837	1591031315867	OK	 
REQUEST	944		CerificadoForm Redirect 1	1591031315867	1591031315873	OK	 
REQUEST	945		CerificadoForm	1591031315848	1591031315875	OK	 
REQUEST	945		CerificadoForm Redirect 1	1591031315875	1591031315879	OK	 
REQUEST	942		CerificadoForm	1591031315869	1591031315890	OK	 
REQUEST	942		CerificadoForm Redirect 1	1591031315890	1591031315896	OK	 
REQUEST	564		CreateCourseForm	1591031315917	1591031315936	OK	 
REQUEST	568		CreateCourseForm	1591031315927	1591031315949	OK	 
REQUEST	947		CerificadoForm	1591031315938	1591031315959	OK	 
REQUEST	947		CerificadoForm Redirect 1	1591031315960	1591031315964	OK	 
REQUEST	567		CreateCourseForm	1591031315949	1591031315975	OK	 
REQUEST	563		CreateCourseForm	1591031316029	1591031316047	OK	 
REQUEST	566		CreateCourseForm	1591031316039	1591031316059	OK	 
REQUEST	565		CreateCourseForm	1591031316039	1591031316068	OK	 
REQUEST	562		CreateCourseForm	1591031316082	1591031316103	OK	 
REQUEST	948		CerificadoForm	1591031316093	1591031316113	OK	 
REQUEST	948		CerificadoForm Redirect 1	1591031316113	1591031316119	OK	 
REQUEST	569		CreateCourseForm	1591031316093	1591031316120	OK	 
REQUEST	571		CreateCourseForm	1591031316130	1591031316150	OK	 
USER	PublicarCurso	511	END	1591031230327	1591031316152
REQUEST	572		CreateCourseForm	1591031316141	1591031316161	OK	 
USER	PublicarCurso	510	END	1591031230231	1591031316163
USER	PublicarCurso	512	END	1591031230453	1591031316189
REQUEST	570		CreateCourseForm	1591031316178	1591031316199	OK	 
REQUEST	573		CreateCourseForm	1591031316233	1591031316253	OK	 
REQUEST	949		CerificadoForm	1591031316258	1591031316277	OK	 
REQUEST	949		CerificadoForm Redirect 1	1591031316277	1591031316282	OK	 
REQUEST	574		CreateCourseForm	1591031316268	1591031316301	OK	 
USER	PublicarCurso	513	END	1591031230549	1591031316312
REQUEST	951		CerificadoForm	1591031316301	1591031316316	OK	 
REQUEST	951		CerificadoForm Redirect 1	1591031316316	1591031316322	OK	 
REQUEST	575		CreateCourseForm	1591031316428	1591031316453	OK	 
USER	PublicarCurso	514	END	1591031230652	1591031316510
REQUEST	952		CerificadoForm	1591031316521	1591031316542	OK	 
REQUEST	952		CerificadoForm Redirect 1	1591031316542	1591031316547	OK	 
REQUEST	576		CreateCourseForm	1591031316521	1591031316549	OK	 
REQUEST	950		CerificadoForm	1591031316532	1591031316556	OK	 
USER	PublicarCurso	515	END	1591031230748	1591031316558
REQUEST	950		CerificadoForm Redirect 1	1591031316556	1591031316561	OK	 
REQUEST	954		CerificadoForm	1591031316623	1591031316643	OK	 
REQUEST	954		CerificadoForm Redirect 1	1591031316644	1591031316651	OK	 
USER	PublicarCurso	516	END	1591031230851	1591031316658
USER	PublicarCurso	517	END	1591031230947	1591031316680
REQUEST	577		CreateCourseForm	1591031316738	1591031316761	OK	 
USER	PublicarCurso	518	END	1591031231050	1591031316769
USER	PublicarCurso	519	END	1591031231153	1591031316870
REQUEST	953		CerificadoForm	1591031316892	1591031316913	OK	 
REQUEST	953		CerificadoForm Redirect 1	1591031316913	1591031316918	OK	 
REQUEST	957		CerificadoForm	1591031316928	1591031316946	OK	 
REQUEST	957		CerificadoForm Redirect 1	1591031316946	1591031316951	OK	 
REQUEST	959		CerificadoForm	1591031316928	1591031316955	OK	 
REQUEST	959		CerificadoForm Redirect 1	1591031316956	1591031316961	OK	 
REQUEST	956		CerificadoForm	1591031316938	1591031316962	OK	 
REQUEST	956		CerificadoForm Redirect 1	1591031316962	1591031316967	OK	 
REQUEST	955		CerificadoForm	1591031317001	1591031317015	OK	 
REQUEST	955		CerificadoForm Redirect 1	1591031317016	1591031317021	OK	 
USER	PublicarCurso	520	END	1591031231249	1591031317023
REQUEST	958		CerificadoForm	1591031317037	1591031317057	OK	 
REQUEST	958		CerificadoForm Redirect 1	1591031317057	1591031317062	OK	 
USER	PublicarCurso	521	END	1591031231352	1591031317069
REQUEST	578		CreateCourseForm	1591031317269	1591031317288	OK	 
REQUEST	961		CerificadoForm	1591031317300	1591031317316	OK	 
REQUEST	961		CerificadoForm Redirect 1	1591031317316	1591031317321	OK	 
REQUEST	960		CerificadoForm	1591031317310	1591031317329	OK	 
REQUEST	960		CerificadoForm Redirect 1	1591031317330	1591031317335	OK	 
REQUEST	580		CreateCourseForm	1591031317332	1591031317350	OK	 
REQUEST	962		CerificadoForm	1591031317343	1591031317358	OK	 
REQUEST	962		CerificadoForm Redirect 1	1591031317358	1591031317363	OK	 
REQUEST	579		CreateCourseForm	1591031317368	1591031317385	OK	 
USER	PublicarCurso	523	END	1591031231541	1591031317389
USER	PublicarCurso	522	END	1591031231437	1591031317411
REQUEST	581		CreateCourseForm	1591031317389	1591031317417	OK	 
REQUEST	582		CreateCourseForm	1591031317432	1591031317450	OK	 
REQUEST	584		CreateCourseForm	1591031317447	1591031317467	OK	 
REQUEST	585		CreateCourseForm	1591031317457	1591031317477	OK	 
REQUEST	583		CreateCourseForm	1591031317468	1591031317488	OK	 
REQUEST	963		CerificadoForm	1591031317490	1591031317506	OK	 
REQUEST	963		CerificadoForm Redirect 1	1591031317506	1591031317512	OK	 
REQUEST	964		CerificadoForm	1591031317512	1591031317527	OK	 
REQUEST	964		CerificadoForm Redirect 1	1591031317527	1591031317532	OK	 
USER	PublicarCurso	524	END	1591031231637	1591031317537
USER	PublicarCurso	525	END	1591031231737	1591031317537
USER	PublicarCurso	526	END	1591031231838	1591031317568
REQUEST	586		CreateCourseForm	1591031317558	1591031317576	OK	 
USER	PublicarCurso	527	END	1591031231943	1591031317579
USER	PublicarCurso	528	END	1591031232039	1591031317651
USER	PublicarCurso	529	END	1591031232142	1591031317770
USER	PublicarCurso	530	END	1591031232238	1591031317848
REQUEST	965		CerificadoForm	1591031317880	1591031317895	OK	 
REQUEST	965		CerificadoForm Redirect 1	1591031317895	1591031317900	OK	 
REQUEST	967		CerificadoForm	1591031317901	1591031317917	OK	 
REQUEST	967		CerificadoForm Redirect 1	1591031317917	1591031317922	OK	 
REQUEST	588		CreateCourseForm	1591031317948	1591031317967	OK	 
REQUEST	968		CerificadoForm	1591031318002	1591031318019	OK	 
REQUEST	968		CerificadoForm Redirect 1	1591031318019	1591031318024	OK	 
USER	PublicarCurso	531	END	1591031232338	1591031318049
USER	PublicarCurso	532	END	1591031232452	1591031318097
REQUEST	969		CerificadoForm	1591031318093	1591031318112	OK	 
REQUEST	969		CerificadoForm Redirect 1	1591031318112	1591031318117	OK	 
REQUEST	970		CerificadoForm	1591031318093	1591031318121	OK	 
REQUEST	970		CerificadoForm Redirect 1	1591031318121	1591031318126	OK	 
REQUEST	966		CerificadoForm	1591031318107	1591031318127	OK	 
REQUEST	966		CerificadoForm Redirect 1	1591031318127	1591031318132	OK	 
USER	PublicarCurso	533	END	1591031232548	1591031318171
REQUEST	971		CerificadoForm	1591031318218	1591031318233	OK	 
REQUEST	971		CerificadoForm Redirect 1	1591031318233	1591031318239	OK	 
REQUEST	589		CreateCourseForm	1591031318251	1591031318268	OK	 
USER	PublicarCurso	534	END	1591031232650	1591031318287
REQUEST	587		CreateCourseForm	1591031318283	1591031318303	OK	 
REQUEST	594		CreateCourseForm	1591031318419	1591031318437	OK	 
REQUEST	592		CreateCourseForm	1591031318488	1591031318511	OK	 
REQUEST	593		CreateCourseForm	1591031318519	1591031318537	OK	 
REQUEST	973		CerificadoForm	1591031318540	1591031318556	OK	 
REQUEST	973		CerificadoForm Redirect 1	1591031318556	1591031318564	OK	 
REQUEST	975		CerificadoForm	1591031318551	1591031318573	OK	 
USER	PublicarCurso	535	END	1591031232751	1591031318577
REQUEST	975		CerificadoForm Redirect 1	1591031318573	1591031318581	OK	 
REQUEST	972		CerificadoForm	1591031318551	1591031318583	OK	 
REQUEST	972		CerificadoForm Redirect 1	1591031318583	1591031318588	OK	 
REQUEST	591		CreateCourseForm	1591031318562	1591031318591	OK	 
REQUEST	974		CerificadoForm	1591031318588	1591031318633	OK	 
REQUEST	974		CerificadoForm Redirect 1	1591031318633	1591031318639	OK	 
REQUEST	590		CreateCourseForm	1591031318573	1591031318643	OK	 
USER	PublicarCurso	537	END	1591031232948	1591031318652
REQUEST	976		CerificadoForm	1591031318588	1591031318662	OK	 
USER	PublicarCurso	536	END	1591031232853	1591031318662
REQUEST	976		CerificadoForm Redirect 1	1591031318662	1591031318667	OK	 
REQUEST	597		CreateCourseForm	1591031318588	1591031318673	OK	 
USER	PublicarCurso	538	END	1591031233051	1591031318677
REQUEST	595		CreateCourseForm	1591031318619	1591031318681	OK	 
REQUEST	596		CreateCourseForm	1591031318673	1591031318694	OK	 
REQUEST	977		CerificadoForm	1591031318700	1591031318716	OK	 
REQUEST	977		CerificadoForm Redirect 1	1591031318716	1591031318721	OK	 
USER	PublicarCurso	539	END	1591031233147	1591031318742
USER	PublicarCurso	540	END	1591031233250	1591031318867
REQUEST	598		CreateCourseForm	1591031318937	1591031318957	OK	 
USER	PublicarCurso	541	END	1591031233352	1591031318978
USER	PublicarCurso	542	END	1591031233437	1591031319067
USER	PublicarCurso	543	END	1591031233540	1591031319220
REQUEST	980		CerificadoForm	1591031319220	1591031319238	OK	 
REQUEST	980		CerificadoForm Redirect 1	1591031319238	1591031319244	OK	 
USER	PublicarCurso	544	END	1591031233643	1591031319263
USER	PublicarCurso	545	END	1591031233739	1591031319342
REQUEST	599		CreateCourseForm	1591031319332	1591031319352	OK	 
REQUEST	600		CreateCourseForm	1591031319332	1591031319359	OK	 
REQUEST	602		CreateCourseForm	1591031319342	1591031319369	OK	 
REQUEST	601		CreateCourseForm	1591031319342	1591031319382	OK	 
REQUEST	603		CreateCourseForm	1591031319353	1591031319388	OK	 
REQUEST	979		CerificadoForm	1591031319368	1591031319395	OK	 
REQUEST	979		CerificadoForm Redirect 1	1591031319395	1591031319405	OK	 
REQUEST	604		CreateCourseForm	1591031319379	1591031319405	OK	 
REQUEST	985		CerificadoForm	1591031319411	1591031319426	OK	 
REQUEST	985		CerificadoForm Redirect 1	1591031319426	1591031319431	OK	 
REQUEST	978		CerificadoForm	1591031319433	1591031319449	OK	 
REQUEST	978		CerificadoForm Redirect 1	1591031319449	1591031319455	OK	 
REQUEST	982		CerificadoForm	1591031319480	1591031319501	OK	 
REQUEST	605		CreateCourseForm	1591031319480	1591031319512	OK	 
REQUEST	982		CerificadoForm Redirect 1	1591031319501	1591031319515	OK	 
REQUEST	983		CerificadoForm	1591031319503	1591031319523	OK	 
REQUEST	983		CerificadoForm Redirect 1	1591031319523	1591031319529	OK	 
USER	PublicarCurso	547	END	1591031233938	1591031319582
USER	PublicarCurso	546	END	1591031233842	1591031319592
REQUEST	984		CerificadoForm	1591031319719	1591031319739	OK	 
REQUEST	984		CerificadoForm Redirect 1	1591031319739	1591031319744	OK	 
