ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.PublicarCurso	publicarcurso	1591031178102	 	3.3.1
REQUEST	803		CerificadoForm Redirect 1	1591031301662	1591031301668	OK	 
USER	PublicarCurso	369	END	1591031216139	1591031301670
REQUEST	806		CerificadoForm	1591031301627	1591031301671	OK	 
REQUEST	806		CerificadoForm Redirect 1	1591031301671	1591031301676	OK	 
REQUEST	428		CreateCourseForm	1591031301638	1591031301678	OK	 
USER	PublicarCurso	370	END	1591031216240	1591031301781
REQUEST	429		CreateCourseForm	1591031301791	1591031301810	OK	 
USER	PublicarCurso	371	END	1591031216342	1591031301870
REQUEST	430		CreateCourseForm	1591031301891	1591031301912	OK	 
USER	PublicarCurso	372	END	1591031216439	1591031301958
REQUEST	804		CerificadoForm	1591031302002	1591031302020	OK	 
REQUEST	804		CerificadoForm Redirect 1	1591031302020	1591031302025	OK	 
REQUEST	431		CreateCourseForm	1591031302013	1591031302036	OK	 
USER	PublicarCurso	373	END	1591031216539	1591031302060
REQUEST	432		CreateCourseForm	1591031302107	1591031302130	OK	 
USER	PublicarCurso	374	END	1591031216641	1591031302161
REQUEST	810		CerificadoForm	1591031302187	1591031302206	OK	 
REQUEST	810		CerificadoForm Redirect 1	1591031302206	1591031302214	OK	 
REQUEST	433		CreateCourseForm	1591031302219	1591031302239	OK	 
REQUEST	808		CerificadoForm	1591031302229	1591031302247	OK	 
REQUEST	808		CerificadoForm Redirect 1	1591031302247	1591031302252	OK	 
USER	PublicarCurso	375	END	1591031216737	1591031302272
REQUEST	807		CerificadoForm	1591031302307	1591031302322	OK	 
REQUEST	807		CerificadoForm Redirect 1	1591031302322	1591031302327	OK	 
REQUEST	809		CerificadoForm	1591031302339	1591031302359	OK	 
REQUEST	809		CerificadoForm Redirect 1	1591031302359	1591031302364	OK	 
REQUEST	811		CerificadoForm	1591031302339	1591031302368	OK	 
USER	PublicarCurso	376	END	1591031216837	1591031302371
REQUEST	811		CerificadoForm Redirect 1	1591031302368	1591031302373	OK	 
REQUEST	434		CreateCourseForm	1591031302393	1591031302411	OK	 
REQUEST	813		CerificadoForm	1591031302407	1591031302422	OK	 
REQUEST	813		CerificadoForm Redirect 1	1591031302422	1591031302427	OK	 
REQUEST	812		CerificadoForm	1591031302429	1591031302445	OK	 
REQUEST	812		CerificadoForm Redirect 1	1591031302445	1591031302450	OK	 
USER	PublicarCurso	377	END	1591031216940	1591031302473
REQUEST	814		CerificadoForm	1591031302498	1591031302517	OK	 
REQUEST	814		CerificadoForm Redirect 1	1591031302517	1591031302522	OK	 
REQUEST	435		CreateCourseForm	1591031302520	1591031302538	OK	 
REQUEST	815		CerificadoForm	1591031302531	1591031302548	OK	 
REQUEST	815		CerificadoForm Redirect 1	1591031302548	1591031302553	OK	 
REQUEST	436		CreateCourseForm	1591031302553	1591031302572	OK	 
USER	PublicarCurso	378	END	1591031217043	1591031302590
REQUEST	437		CreateCourseForm	1591031302627	1591031302645	OK	 
USER	PublicarCurso	379	END	1591031217137	1591031302702
USER	PublicarCurso	380	END	1591031217238	1591031302849
REQUEST	438		CreateCourseForm	1591031302848	1591031302867	OK	 
REQUEST	439		CreateCourseForm	1591031302848	1591031302875	OK	 
REQUEST	818		CerificadoForm	1591031302917	1591031302933	OK	 
REQUEST	818		CerificadoForm Redirect 1	1591031302933	1591031302938	OK	 
REQUEST	816		CerificadoForm	1591031302949	1591031302964	OK	 
REQUEST	816		CerificadoForm Redirect 1	1591031302964	1591031302969	OK	 
USER	PublicarCurso	381	END	1591031217341	1591031302970
REQUEST	817		CerificadoForm	1591031302949	1591031302974	OK	 
REQUEST	817		CerificadoForm Redirect 1	1591031302974	1591031302979	OK	 
REQUEST	440		CreateCourseForm	1591031302949	1591031302981	OK	 
REQUEST	441		CreateCourseForm	1591031303017	1591031303034	OK	 
USER	PublicarCurso	382	END	1591031217443	1591031303070
REQUEST	442		CreateCourseForm	1591031303101	1591031303120	OK	 
USER	PublicarCurso	383	END	1591031217538	1591031303159
REQUEST	443		CreateCourseForm	1591031303190	1591031303208	OK	 
USER	PublicarCurso	384	END	1591031217639	1591031303242
REQUEST	819		CerificadoForm	1591031303300	1591031303321	OK	 
USER	PublicarCurso	385	END	1591031217741	1591031303321
REQUEST	819		CerificadoForm Redirect 1	1591031303321	1591031303326	OK	 
REQUEST	820		CerificadoForm	1591031303300	1591031303328	OK	 
REQUEST	820		CerificadoForm Redirect 1	1591031303328	1591031303333	OK	 
REQUEST	444		CreateCourseForm	1591031303342	1591031303360	OK	 
REQUEST	821		CerificadoForm	1591031303352	1591031303366	OK	 
REQUEST	821		CerificadoForm Redirect 1	1591031303366	1591031303371	OK	 
REQUEST	445		CreateCourseForm	1591031303387	1591031303406	OK	 
USER	PublicarCurso	386	END	1591031217842	1591031303409
REQUEST	822		CerificadoForm	1591031303419	1591031303436	OK	 
REQUEST	822		CerificadoForm Redirect 1	1591031303436	1591031303441	OK	 
USER	PublicarCurso	387	END	1591031217938	1591031303487
REQUEST	446		CreateCourseForm	1591031303483	1591031303502	OK	 
REQUEST	823		CerificadoForm	1591031303509	1591031303527	OK	 
REQUEST	823		CerificadoForm Redirect 1	1591031303527	1591031303532	OK	 
USER	PublicarCurso	388	END	1591031218039	1591031303609
REQUEST	447		CreateCourseForm	1591031303577	1591031303623	OK	 
REQUEST	825		CerificadoForm	1591031303630	1591031303645	OK	 
REQUEST	825		CerificadoForm Redirect 1	1591031303645	1591031303651	OK	 
REQUEST	448		CreateCourseForm	1591031303650	1591031303677	OK	 
USER	PublicarCurso	389	END	1591031218140	1591031303693
REQUEST	449		CreateCourseForm	1591031303750	1591031303770	OK	 
USER	PublicarCurso	390	END	1591031218241	1591031303797
REQUEST	824		CerificadoForm	1591031303782	1591031303798	OK	 
REQUEST	824		CerificadoForm Redirect 1	1591031303798	1591031303803	OK	 
REQUEST	450		CreateCourseForm	1591031303839	1591031303860	OK	 
USER	PublicarCurso	391	END	1591031218337	1591031303887
REQUEST	828		CerificadoForm	1591031303909	1591031303928	OK	 
REQUEST	828		CerificadoForm Redirect 1	1591031303928	1591031303934	OK	 
REQUEST	451		CreateCourseForm	1591031303953	1591031303974	OK	 
USER	PublicarCurso	392	END	1591031218450	1591031304011
REQUEST	830		CerificadoForm	1591031304033	1591031304054	OK	 
REQUEST	830		CerificadoForm Redirect 1	1591031304054	1591031304061	OK	 
REQUEST	452		CreateCourseForm	1591031304033	1591031304061	OK	 
REQUEST	826		CerificadoForm	1591031304070	1591031304087	OK	 
REQUEST	826		CerificadoForm Redirect 1	1591031304087	1591031304096	OK	 
USER	PublicarCurso	393	END	1591031218552	1591031304103
REQUEST	453		CreateCourseForm	1591031304151	1591031304171	OK	 
USER	PublicarCurso	394	END	1591031218648	1591031304177
REQUEST	454		CreateCourseForm	1591031304199	1591031304218	OK	 
USER	PublicarCurso	395	END	1591031218750	1591031304291
REQUEST	455		CreateCourseForm	1591031304312	1591031304330	OK	 
USER	PublicarCurso	396	END	1591031218851	1591031304369
REQUEST	456		CreateCourseForm	1591031304379	1591031304404	OK	 
USER	PublicarCurso	397	END	1591031218953	1591031304482
REQUEST	457		CreateCourseForm	1591031304482	1591031304516	OK	 
REQUEST	458		CreateCourseForm	1591031304552	1591031304576	OK	 
USER	PublicarCurso	398	END	1591031219050	1591031304589
USER	PublicarCurso	399	END	1591031219152	1591031304668
REQUEST	459		CreateCourseForm	1591031304679	1591031304700	OK	 
USER	PublicarCurso	400	END	1591031219247	1591031304758
REQUEST	460		CreateCourseForm	1591031304758	1591031304779	OK	 
REQUEST	833		CerificadoForm	1591031304790	1591031304808	OK	 
REQUEST	833		CerificadoForm Redirect 1	1591031304808	1591031304817	OK	 
REQUEST	835		CerificadoForm	1591031304790	1591031304819	OK	 
REQUEST	835		CerificadoForm Redirect 1	1591031304819	1591031304826	OK	 
USER	PublicarCurso	401	END	1591031219350	1591031304858
REQUEST	461		CreateCourseForm	1591031304849	1591031304872	OK	 
REQUEST	827		CerificadoForm	1591031304891	1591031304911	OK	 
REQUEST	827		CerificadoForm Redirect 1	1591031304911	1591031304919	OK	 
REQUEST	829		CerificadoForm	1591031304891	1591031304922	OK	 
REQUEST	829		CerificadoForm Redirect 1	1591031304922	1591031304928	OK	 
REQUEST	838		CerificadoForm	1591031304902	1591031304931	OK	 
REQUEST	837		CerificadoForm	1591031304902	1591031304939	OK	 
REQUEST	838		CerificadoForm Redirect 1	1591031304931	1591031304941	OK	 
REQUEST	837		CerificadoForm Redirect 1	1591031304939	1591031304946	OK	 
REQUEST	832		CerificadoForm	1591031304939	1591031304956	OK	 
REQUEST	832		CerificadoForm Redirect 1	1591031304956	1591031304961	OK	 
USER	PublicarCurso	402	END	1591031219453	1591031304971
REQUEST	462		CreateCourseForm	1591031304960	1591031304978	OK	 
REQUEST	831		CerificadoForm	1591031304992	1591031305009	OK	 
REQUEST	831		CerificadoForm Redirect 1	1591031305009	1591031305014	OK	 
REQUEST	834		CerificadoForm	1591031305003	1591031305028	OK	 
REQUEST	834		CerificadoForm Redirect 1	1591031305029	1591031305035	OK	 
REQUEST	836		CerificadoForm	1591031305018	1591031305039	OK	 
REQUEST	836		CerificadoForm Redirect 1	1591031305039	1591031305044	OK	 
USER	PublicarCurso	403	END	1591031219548	1591031305070
REQUEST	463		CreateCourseForm	1591031305059	1591031305079	OK	 
REQUEST	464		CreateCourseForm	1591031305159	1591031305179	OK	 
USER	PublicarCurso	404	END	1591031219651	1591031305191
USER	PublicarCurso	405	END	1591031219747	1591031305291
REQUEST	465		CreateCourseForm	1591031305280	1591031305298	OK	 
USER	PublicarCurso	406	END	1591031219849	1591031305392
REQUEST	466		CreateCourseForm	1591031305381	1591031305401	OK	 
REQUEST	840		CerificadoForm	1591031305423	1591031305440	OK	 
REQUEST	840		CerificadoForm Redirect 1	1591031305440	1591031305447	OK	 
REQUEST	841		CerificadoForm	1591031305448	1591031305462	OK	 
REQUEST	841		CerificadoForm Redirect 1	1591031305462	1591031305468	OK	 
USER	PublicarCurso	407	END	1591031219952	1591031305469
REQUEST	467		CreateCourseForm	1591031305490	1591031305510	OK	 
USER	PublicarCurso	408	END	1591031220048	1591031305569
REQUEST	468		CreateCourseForm	1591031305602	1591031305646	OK	 
USER	PublicarCurso	409	END	1591031220150	1591031305692
REQUEST	469		CreateCourseForm	1591031305681	1591031305701	OK	 
USER	PublicarCurso	410	END	1591031220252	1591031305788
REQUEST	843		CerificadoForm	1591031305777	1591031305795	OK	 
REQUEST	843		CerificadoForm Redirect 1	1591031305795	1591031305805	OK	 
REQUEST	470		CreateCourseForm	1591031305788	1591031305813	OK	 
REQUEST	846		CerificadoForm	1591031305821	1591031305837	OK	 
REQUEST	846		CerificadoForm Redirect 1	1591031305837	1591031305843	OK	 
REQUEST	842		CerificadoForm	1591031305843	1591031305860	OK	 
REQUEST	842		CerificadoForm Redirect 1	1591031305860	1591031305865	OK	 
REQUEST	471		CreateCourseForm	1591031305868	1591031305888	OK	 
REQUEST	848		CerificadoForm	1591031305879	1591031305895	OK	 
REQUEST	848		CerificadoForm Redirect 1	1591031305895	1591031305900	OK	 
USER	PublicarCurso	411	END	1591031220348	1591031305923
REQUEST	839		CerificadoForm	1591031305949	1591031305966	OK	 
REQUEST	839		CerificadoForm Redirect 1	1591031305966	1591031305971	OK	 
USER	PublicarCurso	412	END	1591031220450	1591031306002
REQUEST	850		CerificadoForm	1591031305991	1591031306008	OK	 
REQUEST	850		CerificadoForm Redirect 1	1591031306008	1591031306013	OK	 
REQUEST	472		CreateCourseForm	1591031306012	1591031306031	OK	 
REQUEST	473		CreateCourseForm	1591031306081	1591031306100	OK	 
USER	PublicarCurso	413	END	1591031220553	1591031306118
REQUEST	844		CerificadoForm	1591031306128	1591031306145	OK	 
REQUEST	844		CerificadoForm Redirect 1	1591031306145	1591031306150	OK	 
REQUEST	852		CerificadoForm	1591031306139	1591031306163	OK	 
REQUEST	852		CerificadoForm Redirect 1	1591031306164	1591031306169	OK	 
REQUEST	845		CerificadoForm	1591031306139	1591031306171	OK	 
REQUEST	845		CerificadoForm Redirect 1	1591031306171	1591031306177	OK	 
REQUEST	474		CreateCourseForm	1591031306187	1591031306204	OK	 
USER	PublicarCurso	414	END	1591031220647	1591031306218
REQUEST	475		CreateCourseForm	1591031306298	1591031306318	OK	 
USER	PublicarCurso	415	END	1591031220749	1591031306320
REQUEST	847		CerificadoForm	1591031306353	1591031306373	OK	 
REQUEST	847		CerificadoForm Redirect 1	1591031306373	1591031306381	OK	 
USER	PublicarCurso	416	END	1591031220849	1591031306389
REQUEST	851		CerificadoForm	1591031306368	1591031306389	OK	 
REQUEST	851		CerificadoForm Redirect 1	1591031306389	1591031306394	OK	 
REQUEST	476		CreateCourseForm	1591031306379	1591031306406	OK	 
REQUEST	849		CerificadoForm	1591031306443	1591031306462	OK	 
REQUEST	849		CerificadoForm Redirect 1	1591031306462	1591031306470	OK	 
REQUEST	854		CerificadoForm	1591031306479	1591031306497	OK	 
USER	PublicarCurso	417	END	1591031220952	1591031306501
REQUEST	854		CerificadoForm Redirect 1	1591031306497	1591031306505	OK	 
REQUEST	477		CreateCourseForm	1591031306490	1591031306509	OK	 
USER	PublicarCurso	418	END	1591031221049	1591031306612
REQUEST	478		CreateCourseForm	1591031306591	1591031306636	OK	 
USER	PublicarCurso	419	END	1591031221150	1591031306691
REQUEST	479		CreateCourseForm	1591031306713	1591031306735	OK	 
USER	PublicarCurso	420	END	1591031221253	1591031306792
REQUEST	480		CreateCourseForm	1591031306807	1591031306827	OK	 
USER	PublicarCurso	421	END	1591031221349	1591031306882
REQUEST	481		CreateCourseForm	1591031306918	1591031306936	OK	 
USER	PublicarCurso	422	END	1591031221452	1591031306992
REQUEST	482		CreateCourseForm	1591031307013	1591031307035	OK	 
USER	PublicarCurso	423	END	1591031221548	1591031307083
USER	PublicarCurso	424	END	1591031221651	1591031307177
REQUEST	483		CreateCourseForm	1591031307188	1591031307209	OK	 
REQUEST	484		CreateCourseForm	1591031307290	1591031307311	OK	 
USER	PublicarCurso	425	END	1591031221747	1591031307322
REQUEST	858		CerificadoForm	1591031307322	1591031307336	OK	 
REQUEST	858		CerificadoForm Redirect 1	1591031307337	1591031307344	OK	 
REQUEST	856		CerificadoForm	1591031307337	1591031307352	OK	 
REQUEST	856		CerificadoForm Redirect 1	1591031307352	1591031307358	OK	 
REQUEST	853		CerificadoForm	1591031307370	1591031307385	OK	 
REQUEST	853		CerificadoForm Redirect 1	1591031307385	1591031307390	OK	 
REQUEST	485		CreateCourseForm	1591031307392	1591031307408	OK	 
USER	PublicarCurso	426	END	1591031221850	1591031307417
REQUEST	855		CerificadoForm	1591031307407	1591031307428	OK	 
REQUEST	855		CerificadoForm Redirect 1	1591031307428	1591031307434	OK	 
REQUEST	859		CerificadoForm	1591031307407	1591031307434	OK	 
REQUEST	859		CerificadoForm Redirect 1	1591031307434	1591031307439	OK	 
REQUEST	862		CerificadoForm	1591031307507	1591031307523	OK	 
REQUEST	862		CerificadoForm Redirect 1	1591031307523	1591031307528	OK	 
USER	PublicarCurso	427	END	1591031221953	1591031307539
REQUEST	486		CreateCourseForm	1591031307528	1591031307546	OK	 
REQUEST	857		CerificadoForm	1591031307560	1591031307578	OK	 
REQUEST	857		CerificadoForm Redirect 1	1591031307579	1591031307584	OK	 
REQUEST	861		CerificadoForm	1591031307560	1591031307588	OK	 
REQUEST	861		CerificadoForm Redirect 1	1591031307588	1591031307593	OK	 
REQUEST	860		CerificadoForm	1591031307571	1591031307601	OK	 
REQUEST	860		CerificadoForm Redirect 1	1591031307601	1591031307606	OK	 
REQUEST	863		CerificadoForm	1591031307608	1591031307631	OK	 
REQUEST	863		CerificadoForm Redirect 1	1591031307631	1591031307637	OK	 
REQUEST	864		CerificadoForm	1591031307619	1591031307642	OK	 
REQUEST	864		CerificadoForm Redirect 1	1591031307642	1591031307648	OK	 
REQUEST	487		CreateCourseForm	1591031307640	1591031307658	OK	 
USER	PublicarCurso	428	END	1591031222051	1591031307678
REQUEST	488		CreateCourseForm	1591031307737	1591031307758	OK	 
USER	PublicarCurso	429	END	1591031222153	1591031307802
REQUEST	489		CreateCourseForm	1591031307859	1591031307878	OK	 
USER	PublicarCurso	430	END	1591031222249	1591031307912
REQUEST	865		CerificadoForm	1591031307948	1591031307965	OK	 
REQUEST	865		CerificadoForm Redirect 1	1591031307965	1591031307971	OK	 
REQUEST	490		CreateCourseForm	1591031307979	1591031307998	OK	 
REQUEST	867		CerificadoForm	1591031307990	1591031308005	OK	 
REQUEST	867		CerificadoForm Redirect 1	1591031308005	1591031308010	OK	 
REQUEST	870		CerificadoForm	1591031308011	1591031308027	OK	 
REQUEST	870		CerificadoForm Redirect 1	1591031308027	1591031308032	OK	 
USER	PublicarCurso	431	END	1591031222352	1591031308033
REQUEST	869		CerificadoForm	1591031308068	1591031308086	OK	 
REQUEST	869		CerificadoForm Redirect 1	1591031308086	1591031308091	OK	 
REQUEST	491		CreateCourseForm	1591031308111	1591031308130	OK	 
USER	PublicarCurso	432	END	1591031222437	1591031308132
REQUEST	492		CreateCourseForm	1591031308211	1591031308229	OK	 
USER	PublicarCurso	433	END	1591031222540	1591031308233
REQUEST	866		CerificadoForm	1591031308321	1591031308341	OK	 
REQUEST	866		CerificadoForm Redirect 1	1591031308341	1591031308347	OK	 
REQUEST	868		CerificadoForm	1591031308321	1591031308352	OK	 
REQUEST	868		CerificadoForm Redirect 1	1591031308352	1591031308357	OK	 
REQUEST	873		CerificadoForm	1591031308321	1591031308361	OK	 
REQUEST	873		CerificadoForm Redirect 1	1591031308361	1591031308366	OK	 
REQUEST	871		CerificadoForm	1591031308332	1591031308369	OK	 
REQUEST	871		CerificadoForm Redirect 1	1591031308369	1591031308376	OK	 
REQUEST	493		CreateCourseForm	1591031308332	1591031308380	OK	 
REQUEST	872		CerificadoForm	1591031308368	1591031308386	OK	 
REQUEST	872		CerificadoForm Redirect 1	1591031308386	1591031308392	OK	 
USER	PublicarCurso	434	END	1591031222643	1591031308411
REQUEST	494		CreateCourseForm	1591031308400	1591031308418	OK	 
USER	PublicarCurso	435	END	1591031222739	1591031308537
REQUEST	495		CreateCourseForm	1591031308523	1591031308541	OK	 
USER	PublicarCurso	436	END	1591031222841	1591031308581
REQUEST	496		CreateCourseForm	1591031308570	1591031308588	OK	 
REQUEST	877		CerificadoForm	1591031308628	1591031308646	OK	 
USER	PublicarCurso	437	END	1591031222938	1591031308650
REQUEST	877		CerificadoForm Redirect 1	1591031308647	1591031308654	OK	 
REQUEST	497		CreateCourseForm	1591031308660	1591031308683	OK	 
REQUEST	874		CerificadoForm	1591031308671	1591031308690	OK	 
REQUEST	874		CerificadoForm Redirect 1	1591031308690	1591031308696	OK	 
REQUEST	875		CerificadoForm	1591031308681	1591031308701	OK	 
REQUEST	875		CerificadoForm Redirect 1	1591031308702	1591031308707	OK	 
REQUEST	876		CerificadoForm	1591031308728	1591031308746	OK	 
REQUEST	876		CerificadoForm Redirect 1	1591031308746	1591031308751	OK	 
REQUEST	498		CreateCourseForm	1591031308777	1591031308797	OK	 
USER	PublicarCurso	438	END	1591031223041	1591031308872
REQUEST	499		CreateCourseForm	1591031308861	1591031308879	OK	 
USER	PublicarCurso	439	END	1591031223137	1591031308887
REQUEST	878		CerificadoForm	1591031308898	1591031308912	OK	 
REQUEST	878		CerificadoForm Redirect 1	1591031308912	1591031308918	OK	 
REQUEST	880		CerificadoForm	1591031308952	1591031308966	OK	 
REQUEST	880		CerificadoForm Redirect 1	1591031308966	1591031308971	OK	 
REQUEST	500		CreateCourseForm	1591031308963	1591031308983	OK	 
USER	PublicarCurso	440	END	1591031223239	1591031308988
REQUEST	879		CerificadoForm	1591031308977	1591031308993	OK	 
REQUEST	879		CerificadoForm Redirect 1	1591031308993	1591031309000	OK	 
REQUEST	881		CerificadoForm	1591031308988	1591031309009	OK	 
REQUEST	881		CerificadoForm Redirect 1	1591031309009	1591031309015	OK	 
USER	PublicarCurso	441	END	1591031223342	1591031309032
REQUEST	501		CreateCourseForm	1591031309058	1591031309075	OK	 
USER	PublicarCurso	442	END	1591031223438	1591031309121
REQUEST	502		CreateCourseForm	1591031309178	1591031309199	OK	 
USER	PublicarCurso	443	END	1591031223541	1591031309210
REQUEST	882		CerificadoForm	1591031309221	1591031309236	OK	 
REQUEST	882		CerificadoForm Redirect 1	1591031309236	1591031309241	OK	 
REQUEST	503		CreateCourseForm	1591031309253	1591031309272	OK	 
REQUEST	883		CerificadoForm	1591031309299	1591031309313	OK	 
REQUEST	883		CerificadoForm Redirect 1	1591031309313	1591031309319	OK	 
USER	PublicarCurso	444	END	1591031223643	1591031309353
REQUEST	504		CreateCourseForm	1591031309342	1591031309371	OK	 
REQUEST	884		CerificadoForm	1591031309367	1591031309385	OK	 
REQUEST	884		CerificadoForm Redirect 1	1591031309385	1591031309390	OK	 
USER	PublicarCurso	445	END	1591031223740	1591031309410
REQUEST	505		CreateCourseForm	1591031309430	1591031309450	OK	 
REQUEST	885		CerificadoForm	1591031309457	1591031309473	OK	 
REQUEST	885		CerificadoForm Redirect 1	1591031309474	1591031309479	OK	 
USER	PublicarCurso	446	END	1591031223843	1591031309498
REQUEST	506		CreateCourseForm	1591031309531	1591031309552	OK	 
USER	PublicarCurso	447	END	1591031223941	1591031309622
REQUEST	507		CreateCourseForm	1591031309632	1591031309650	OK	 
USER	PublicarCurso	448	END	1591031224037	1591031309690
REQUEST	508		CreateCourseForm	1591031309733	1591031309753	OK	 
USER	PublicarCurso	449	END	1591031224140	1591031309768
REQUEST	888		CerificadoForm	1591031309800	1591031309818	OK	 
REQUEST	888		CerificadoForm Redirect 1	1591031309818	1591031309825	OK	 
REQUEST	886		CerificadoForm	1591031309800	1591031309827	OK	 
REQUEST	886		CerificadoForm Redirect 1	1591031309827	1591031309835	OK	 
USER	PublicarCurso	450	END	1591031224243	1591031309859
REQUEST	889		CerificadoForm	1591031309822	1591031309859	OK	 
REQUEST	889		CerificadoForm Redirect 1	1591031309859	1591031309865	OK	 
REQUEST	887		CerificadoForm	1591031309833	1591031309868	OK	 
REQUEST	887		CerificadoForm Redirect 1	1591031309868	1591031309873	OK	 
REQUEST	509		CreateCourseForm	1591031309833	1591031309875	OK	 
REQUEST	890		CerificadoForm	1591031309913	1591031309932	OK	 
REQUEST	890		CerificadoForm Redirect 1	1591031309933	1591031309938	OK	 
USER	PublicarCurso	451	END	1591031224337	1591031309983
REQUEST	891		CerificadoForm	1591031310041	1591031310057	OK	 
REQUEST	891		CerificadoForm Redirect 1	1591031310057	1591031310062	OK	 
USER	PublicarCurso	452	END	1591031224451	1591031310063
REQUEST	892		CerificadoForm	1591031310077	1591031310092	OK	 
REQUEST	892		CerificadoForm Redirect 1	1591031310092	1591031310097	OK	 
REQUEST	511		CreateCourseForm	1591031310131	1591031310151	OK	 
REQUEST	510		CreateCourseForm	1591031310142	1591031310161	OK	 
USER	PublicarCurso	453	END	1591031224547	1591031310167
REQUEST	512		CreateCourseForm	1591031310167	1591031310184	OK	 
USER	PublicarCurso	454	END	1591031224650	1591031310220
REQUEST	893		CerificadoForm	1591031310231	1591031310247	OK	 
REQUEST	893		CerificadoForm Redirect 1	1591031310247	1591031310252	OK	 
REQUEST	894		CerificadoForm	1591031310263	1591031310282	OK	 
REQUEST	894		CerificadoForm Redirect 1	1591031310282	1591031310287	OK	 
USER	PublicarCurso	455	END	1591031224752	1591031310320
REQUEST	513		CreateCourseForm	1591031310320	1591031310339	OK	 
USER	PublicarCurso	456	END	1591031224848	1591031310409
REQUEST	514		CreateCourseForm	1591031310488	1591031310505	OK	 
USER	PublicarCurso	457	END	1591031224951	1591031310509
REQUEST	896		CerificadoForm	1591031310498	1591031310514	OK	 
REQUEST	896		CerificadoForm Redirect 1	1591031310514	1591031310519	OK	 
REQUEST	895		CerificadoForm	1591031310520	1591031310536	OK	 
REQUEST	895		CerificadoForm Redirect 1	1591031310536	1591031310542	OK	 
REQUEST	515		CreateCourseForm	1591031310520	1591031310544	OK	 
REQUEST	897		CerificadoForm	1591031310531	1591031310550	OK	 
REQUEST	897		CerificadoForm Redirect 1	1591031310550	1591031310556	OK	 
USER	PublicarCurso	458	END	1591031225047	1591031310577
REQUEST	516		CreateCourseForm	1591031310653	1591031310676	OK	 
REQUEST	517		CreateCourseForm	1591031310668	1591031310688	OK	 
USER	PublicarCurso	459	END	1591031225149	1591031310701
REQUEST	518		CreateCourseForm	1591031310753	1591031310771	OK	 
USER	PublicarCurso	460	END	1591031225252	1591031310778
USER	PublicarCurso	461	END	1591031225348	1591031310869
REQUEST	519		CreateCourseForm	1591031310869	1591031310889	OK	 
USER	PublicarCurso	462	END	1591031225450	1591031310982
REQUEST	900		CerificadoForm	1591031310982	1591031310998	OK	 
REQUEST	900		CerificadoForm Redirect 1	1591031310998	1591031311005	OK	 
REQUEST	899		CerificadoForm	1591031310993	1591031311010	OK	 
REQUEST	899		CerificadoForm Redirect 1	1591031311011	1591031311018	OK	 
REQUEST	520		CreateCourseForm	1591031311008	1591031311028	OK	 
REQUEST	898		CerificadoForm	1591031311030	1591031311046	OK	 
REQUEST	898		CerificadoForm Redirect 1	1591031311046	1591031311052	OK	 
REQUEST	521		CreateCourseForm	1591031311041	1591031311061	OK	 
USER	PublicarCurso	463	END	1591031225553	1591031311077
REQUEST	902		CerificadoForm	1591031311141	1591031311159	OK	 
REQUEST	902		CerificadoForm Redirect 1	1591031311159	1591031311165	OK	 
USER	PublicarCurso	464	END	1591031225649	1591031311188
REQUEST	901		CerificadoForm	1591031311210	1591031311226	OK	 
REQUEST	901		CerificadoForm Redirect 1	1591031311226	1591031311231	OK	 
REQUEST	903		CerificadoForm	1591031311230	1591031311247	OK	 
REQUEST	903		CerificadoForm Redirect 1	1591031311247	1591031311252	OK	 
USER	PublicarCurso	465	END	1591031225752	1591031311289
REQUEST	523		CreateCourseForm	1591031311363	1591031311387	OK	 
USER	PublicarCurso	466	END	1591031225847	1591031311399
REQUEST	904		CerificadoForm	1591031311388	1591031311403	OK	 
REQUEST	904		CerificadoForm Redirect 1	1591031311403	1591031311408	OK	 
REQUEST	522		CreateCourseForm	1591031311399	1591031311420	OK	 
REQUEST	905		CerificadoForm	1591031311441	1591031311464	OK	 
REQUEST	905		CerificadoForm Redirect 1	1591031311464	1591031311469	OK	 
USER	PublicarCurso	467	END	1591031225950	1591031311498
REQUEST	906		CerificadoForm	1591031311520	1591031311539	OK	 
REQUEST	906		CerificadoForm Redirect 1	1591031311539	1591031311547	OK	 
REQUEST	525		CreateCourseForm	1591031311520	1591031311548	OK	 
REQUEST	524		CreateCourseForm	1591031311520	1591031311554	OK	 
REQUEST	526		CreateCourseForm	1591031311531	1591031311562	OK	 
REQUEST	527		CreateCourseForm	1591031311542	1591031311569	OK	 
USER	PublicarCurso	468	END	1591031226053	1591031311632
REQUEST	528		CreateCourseForm	1591031311632	1591031311651	OK	 
USER	PublicarCurso	469	END	1591031226147	1591031311700
REQUEST	907		CerificadoForm	1591031311711	1591031311725	OK	 
REQUEST	907		CerificadoForm Redirect 1	1591031311725	1591031311730	OK	 
REQUEST	908		CerificadoForm	1591031311733	1591031311757	OK	 
REQUEST	908		CerificadoForm Redirect 1	1591031311757	1591031311762	OK	 
REQUEST	529		CreateCourseForm	1591031311759	1591031311777	OK	 
USER	PublicarCurso	470	END	1591031226252	1591031311818
REQUEST	530		CreateCourseForm	1591031311818	1591031311839	OK	 
REQUEST	909		CerificadoForm	1591031311861	1591031311878	OK	 
REQUEST	909		CerificadoForm Redirect 1	1591031311878	1591031311883	OK	 
