ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios	dosescenarios	1590969808337	 	3.3.1
REQUEST	891		VerCursos	1590969921778	1590969923420	OK	 
REQUEST	770		Inscrito	1590969921603	1590969923420	OK	 
REQUEST	893		VerCursos	1590969921778	1590969923420	OK	 
REQUEST	1091		IniciadoOwner	1590969921778	1590969923421	OK	 
REQUEST	653		CerradoSesion	1590969922695	1590969923425	OK	 
REQUEST	1072		IniciadoOwner	1590969920222	1590969923425	OK	 
REQUEST	655		CerradoSesion	1590969922728	1590969923427	OK	 
REQUEST	1058		IniciadoOwner	1590969919696	1590969923432	OK	 
REQUEST	1073		IniciadoOwner	1590969921005	1590969923432	OK	 
REQUEST	1070		IniciadoOwner	1590969920222	1590969923433	OK	 
REQUEST	631		CerradoSesion	1590969922920	1590969923433	OK	 
REQUEST	427		CerradoSesion	1590969922967	1590969923434	OK	 
REQUEST	753		Inscrito	1590969920260	1590969923435	OK	 
REQUEST	432		CerradoSesion	1590969922967	1590969923435	OK	 
REQUEST	1086		IniciadoOwner Redirect 1	1590969923361	1590969923436	OK	 
REQUEST	642		CerradoSesion	1590969923131	1590969923436	OK	 
REQUEST	1062		IniciadoOwner	1590969921259	1590969923437	OK	 
REQUEST	1080		IniciadoOwner	1590969921449	1590969923437	OK	 
REQUEST	933		VerCursos	1590969922728	1590969923441	OK	 
REQUEST	632		CerradoSesion	1590969922070	1590969923442	OK	 
REQUEST	762		CerrarSesion	1590969922070	1590969923444	OK	 
REQUEST	1044		IniciadoOwner Redirect 1	1590969923261	1590969923452	OK	 
REQUEST	593		CerradoSesion Redirect 1	1590969921746	1590969923457	OK	 
REQUEST	781		Inscrito	1590969921778	1590969923457	OK	 
USER	Listado	593	END	1590969855237	1590969923457
REQUEST	545		CerrarSesion	1590969922179	1590969923458	OK	 
REQUEST	1082		IniciadoOwner Redirect 1	1590969923180	1590969923469	OK	 
REQUEST	929		VerCursos	1590969922695	1590969923470	OK	 
REQUEST	431		CerradoSesion	1590969923096	1590969923471	OK	 
REQUEST	418		CerradoSesion	1590969923096	1590969923471	OK	 
REQUEST	761		CerrarSesion	1590969921681	1590969923484	OK	 
REQUEST	917		VerCursos	1590969922049	1590969923485	OK	 
REQUEST	791		Inscrito	1590969922038	1590969923485	OK	 
REQUEST	769		Inscrito	1590969922038	1590969923486	OK	 
REQUEST	771		CerrarSesion	1590969922212	1590969923487	OK	 
REQUEST	1080		IniciadoOwner Redirect 1	1590969923437	1590969923491	OK	 
REQUEST	1051		IniciadoOwner Redirect 1	1590969923274	1590969923491	OK	 
REQUEST	1077		IniciadoOwner Redirect 1	1590969922628	1590969923492	OK	 
REQUEST	633		CerradoSesion Redirect 1	1590969923274	1590969923492	OK	 
USER	Listado	633	END	1590969858419	1590969923492
REQUEST	935		VerCursos	1590969922146	1590969923493	OK	 
REQUEST	1076		IniciadoOwner Redirect 1	1590969922626	1590969923494	OK	 
REQUEST	656		CerradoSesion Redirect 1	1590969923190	1590969923494	OK	 
REQUEST	1090		IniciadoOwner	1590969921778	1590969923494	OK	 
USER	Listado	656	END	1590969859979	1590969923495
REQUEST	1087		IniciadoOwner	1590969921843	1590969923498	OK	 
REQUEST	1079		IniciadoOwner	1590969920816	1590969923498	OK	 
REQUEST	1060		IniciadoOwner Redirect 1	1590969923189	1590969923508	OK	 
REQUEST	906		VerCursos	1590969922179	1590969923508	OK	 
REQUEST	388		CerradoSesion Redirect 1	1590969923164	1590969923514	OK	 
USER	Inscribirse	388	END	1590969838725	1590969923514
REQUEST	1092		IniciadoOwner	1590969921878	1590969923515	OK	 
REQUEST	1072		IniciadoOwner Redirect 1	1590969923425	1590969923516	OK	 
REQUEST	908		VerCursos	1590969922070	1590969923519	OK	 
REQUEST	911		VerCursos	1590969923303	1590969923519	OK	 
REQUEST	414		CerradoSesion	1590969923000	1590969923519	OK	 
REQUEST	1070		IniciadoOwner Redirect 1	1590969923433	1590969923520	OK	 
REQUEST	946		VerCursos	1590969923085	1590969923521	OK	 
REQUEST	644		CerradoSesion Redirect 1	1590969923371	1590969923525	OK	 
USER	Listado	644	END	1590969859042	1590969923526
REQUEST	1062		IniciadoOwner Redirect 1	1590969923437	1590969923527	OK	 
REQUEST	919		VerCursos	1590969922803	1590969923527	OK	 
REQUEST	429		CerradoSesion Redirect 1	1590969923189	1590969923528	OK	 
REQUEST	936		VerCursos	1590969922641	1590969923528	OK	 
REQUEST	392		CerradoSesion Redirect 1	1590969923280	1590969923533	OK	 
USER	Inscribirse	429	END	1590969841962	1590969923528
USER	Inscribirse	392	END	1590969839394	1590969923534
REQUEST	571		CerrarSesion	1590969923346	1590969923537	OK	 
REQUEST	1078		IniciadoOwner Redirect 1	1590969923179	1590969923537	OK	 
REQUEST	1090		IniciadoOwner Redirect 1	1590969923495	1590969923540	OK	 
REQUEST	630		CerradoSesion Redirect 1	1590969923182	1590969923548	OK	 
REQUEST	655		CerradoSesion Redirect 1	1590969923427	1590969923549	OK	 
USER	Listado	630	END	1590969857995	1590969923548
USER	Listado	655	END	1590969859814	1590969923549
REQUEST	417		CerradoSesion Redirect 1	1590969923229	1590969923551	OK	 
REQUEST	1083		IniciadoOwner Redirect 1	1590969923355	1590969923552	OK	 
REQUEST	918		VerCursos	1590969922641	1590969923554	OK	 
USER	Inscribirse	417	END	1590969841224	1590969923552
REQUEST	627		CerradoSesion Redirect 1	1590969923359	1590969923559	OK	 
USER	Listado	627	END	1590969857573	1590969923559
REQUEST	930		VerCursos	1590969921940	1590969923568	OK	 
REQUEST	785		CerrarSesion	1590969922114	1590969923568	OK	 
REQUEST	629		CerradoSesion Redirect 1	1590969923226	1590969923569	OK	 
REQUEST	559		CerrarSesion	1590969922670	1590969923570	OK	 
USER	Listado	629	END	1590969857844	1590969923570
REQUEST	1091		IniciadoOwner Redirect 1	1590969923421	1590969923577	OK	 
REQUEST	932		VerCursos	1590969922695	1590969923577	OK	 
REQUEST	1058		IniciadoOwner Redirect 1	1590969923432	1590969923578	OK	 
REQUEST	920		VerCursos	1590969922038	1590969923582	OK	 
REQUEST	914		VerCursos	1590969922695	1590969923583	OK	 
REQUEST	1092		IniciadoOwner Redirect 1	1590969923515	1590969923583	OK	 
REQUEST	632		CerradoSesion Redirect 1	1590969923442	1590969923583	OK	 
REQUEST	428		CerradoSesion	1590969922920	1590969923583	OK	 
USER	Listado	632	END	1590969858275	1590969923583
REQUEST	631		CerradoSesion Redirect 1	1590969923433	1590969923587	OK	 
REQUEST	904		VerCursos	1590969922049	1590969923587	OK	 
USER	Listado	631	END	1590969858155	1590969923587
REQUEST	905		VerCursos	1590969922744	1590969923589	OK	 
REQUEST	1073		IniciadoOwner Redirect 1	1590969923432	1590969923594	OK	 
REQUEST	562		CerrarSesion	1590969923563	1590969923594	OK	 
REQUEST	432		CerradoSesion Redirect 1	1590969923435	1590969923595	OK	 
USER	Inscribirse	432	END	1590969842393	1590969923595
REQUEST	653		CerradoSesion Redirect 1	1590969923425	1590969923604	OK	 
USER	Listado	653	END	1590969859529	1590969923604
REQUEST	1085		IniciadoOwner Redirect 1	1590969923412	1590969923604	OK	 
REQUEST	1087		IniciadoOwner Redirect 1	1590969923498	1590969923604	OK	 
REQUEST	915		VerCursos	1590969922935	1590969923605	OK	 
REQUEST	431		CerradoSesion Redirect 1	1590969923471	1590969923606	OK	 
USER	Inscribirse	431	END	1590969842256	1590969923606
REQUEST	606		CerradoSesion Redirect 1	1590969923377	1590969923611	OK	 
REQUEST	1079		IniciadoOwner Redirect 1	1590969923498	1590969923611	OK	 
USER	Listado	606	END	1590969856238	1590969923611
REQUEST	414		CerradoSesion Redirect 1	1590969923519	1590969923611	OK	 
USER	Inscribirse	414	END	1590969840723	1590969923612
REQUEST	642		CerradoSesion Redirect 1	1590969923436	1590969923614	OK	 
USER	Listado	642	END	1590969858728	1590969923615
REQUEST	426		CerradoSesion Redirect 1	1590969923392	1590969923617	OK	 
USER	Inscribirse	426	END	1590969841535	1590969923618
REQUEST	561		CerrarSesion	1590969923613	1590969923621	OK	 
REQUEST	428		CerradoSesion Redirect 1	1590969923583	1590969923622	OK	 
USER	Inscribirse	428	END	1590969841824	1590969923622
REQUEST	418		CerradoSesion Redirect 1	1590969923471	1590969923623	OK	 
USER	Inscribirse	418	END	1590969841395	1590969923623
REQUEST	574		CerrarSesion	1590969923602	1590969923623	OK	 
REQUEST	427		CerradoSesion Redirect 1	1590969923434	1590969923623	OK	 
USER	Inscribirse	427	END	1590969841673	1590969923624
REQUEST	641		CerradoSesion Redirect 1	1590969923360	1590969923624	OK	 
USER	Listado	641	END	1590969858544	1590969923625
REQUEST	783		CerrarSesion	1590969923693	1590969923699	OK	 
REQUEST	787		CerrarSesion	1590969923693	1590969923699	OK	 
REQUEST	643		CerradoSesion	1590969923761	1590969923762	OK	 
REQUEST	643		CerradoSesion Redirect 1	1590969923762	1590969923768	OK	 
USER	Listado	643	END	1590969858877	1590969923769
REQUEST	786		CerrarSesion	1590969923794	1590969923803	OK	 
REQUEST	572		CerrarSesion	1590969923827	1590969923835	OK	 
REQUEST	797		CerrarSesion	1590969923860	1590969923870	OK	 
REQUEST	790		Inscrito	1590969923860	1590969923878	OK	 
REQUEST	1075		IniciadoOwner	1590969921549	1590969923929	OK	 
REQUEST	926		VerCursos	1590969923903	1590969923948	OK	 
REQUEST	441		CerradoSesion	1590969923947	1590969923948	OK	 
REQUEST	1075		IniciadoOwner Redirect 1	1590969923929	1590969923973	OK	 
REQUEST	441		CerradoSesion Redirect 1	1590969923948	1590969923976	OK	 
USER	Inscribirse	441	END	1590969842895	1590969923977
REQUEST	1068		IniciadoOwner	1590969921259	1590969923995	OK	 
REQUEST	452		CerradoSesion	1590969923995	1590969924010	OK	 
REQUEST	430		CerradoSesion	1590969924011	1590969924013	OK	 
REQUEST	1068		IniciadoOwner Redirect 1	1590969923995	1590969924026	OK	 
REQUEST	452		CerradoSesion Redirect 1	1590969924010	1590969924026	OK	 
REQUEST	1069		IniciadoOwner	1590969921449	1590969924026	OK	 
USER	Inscribirse	452	END	1590969843532	1590969924027
REQUEST	430		CerradoSesion Redirect 1	1590969924013	1590969924040	OK	 
REQUEST	794		Inscrito	1590969924014	1590969924040	OK	 
REQUEST	667		CerradoSesion	1590969924032	1590969924040	OK	 
USER	Inscribirse	430	END	1590969842106	1590969924041
REQUEST	1084		IniciadoOwner	1590969922342	1590969924041	OK	 
REQUEST	1069		IniciadoOwner Redirect 1	1590969924027	1590969924048	OK	 
REQUEST	1081		IniciadoOwner	1590969921449	1590969924051	OK	 
REQUEST	667		CerradoSesion Redirect 1	1590969924040	1590969924051	OK	 
USER	Listado	667	END	1590969860562	1590969924051
REQUEST	1084		IniciadoOwner Redirect 1	1590969924041	1590969924055	OK	 
REQUEST	1081		IniciadoOwner Redirect 1	1590969924051	1590969924057	OK	 
REQUEST	927		VerCursos	1590969924052	1590969924067	OK	 
REQUEST	439		CerradoSesion	1590969924072	1590969924073	OK	 
REQUEST	439		CerradoSesion Redirect 1	1590969924073	1590969924078	OK	 
USER	Inscribirse	439	END	1590969842562	1590969924078
REQUEST	1094		IniciadoOwner	1590969922967	1590969924095	OK	 
REQUEST	1094		IniciadoOwner Redirect 1	1590969924095	1590969924099	OK	 
REQUEST	934		VerCursos	1590969924093	1590969924106	OK	 
REQUEST	582		CerrarSesion	1590969924114	1590969924119	OK	 
REQUEST	928		VerCursos	1590969924124	1590969924139	OK	 
REQUEST	573		CerrarSesion	1590969924139	1590969924143	OK	 
REQUEST	1089		IniciadoOwner	1590969923613	1590969924187	OK	 
REQUEST	923		VerCursos	1590969924174	1590969924187	OK	 
REQUEST	1089		IniciadoOwner Redirect 1	1590969924187	1590969924192	OK	 
REQUEST	443		CerradoSesion	1590969924196	1590969924197	OK	 
REQUEST	416		CerradoSesion	1590969924196	1590969924197	OK	 
REQUEST	925		VerCursos	1590969924185	1590969924199	OK	 
REQUEST	416		CerradoSesion Redirect 1	1590969924198	1590969924203	OK	 
REQUEST	443		CerradoSesion Redirect 1	1590969924197	1590969924202	OK	 
USER	Inscribirse	416	END	1590969841064	1590969924203
USER	Inscribirse	443	END	1590969843223	1590969924203
REQUEST	1088		IniciadoOwner	1590969923646	1590969924251	OK	 
REQUEST	1088		IniciadoOwner Redirect 1	1590969924251	1590969924257	OK	 
REQUEST	938		VerCursos	1590969924243	1590969924258	OK	 
REQUEST	646		CerradoSesion	1590969924274	1590969924275	OK	 
REQUEST	646		CerradoSesion Redirect 1	1590969924275	1590969924279	OK	 
USER	Listado	646	END	1590969859379	1590969924280
REQUEST	587		CerrarSesion	1590969924316	1590969924321	OK	 
REQUEST	585		CerrarSesion	1590969924337	1590969924341	OK	 
REQUEST	1095		IniciadoOwner	1590969923827	1590969924377	OK	 
REQUEST	1095		IniciadoOwner Redirect 1	1590969924377	1590969924381	OK	 
REQUEST	600		CerrarSesion	1590969924382	1590969924387	OK	 
REQUEST	1097		IniciadoOwner	1590969923860	1590969924399	OK	 
REQUEST	1097		IniciadoOwner Redirect 1	1590969924399	1590969924403	OK	 
REQUEST	1113		IniciadoOwner	1590969923903	1590969924430	OK	 
REQUEST	1113		IniciadoOwner Redirect 1	1590969924430	1590969924434	OK	 
REQUEST	586		CerrarSesion	1590969924622	1590969924627	OK	 
REQUEST	595		CerrarSesion	1590969924643	1590969924648	OK	 
REQUEST	583		CerrarSesion	1590969924643	1590969924648	OK	 
REQUEST	941		VerCursos	1590969924694	1590969924729	OK	 
REQUEST	596		CerrarSesion	1590969924708	1590969924733	OK	 
REQUEST	813		CerrarSesion	1590969924774	1590969924786	OK	 
REQUEST	670		CerradoSesion	1590969924813	1590969924843	OK	 
REQUEST	442		CerradoSesion	1590969924847	1590969924849	OK	 
REQUEST	442		CerradoSesion Redirect 1	1590969924849	1590969924897	OK	 
REQUEST	931		VerCursos	1590969924847	1590969924897	OK	 
REQUEST	670		CerradoSesion Redirect 1	1590969924843	1590969924898	OK	 
USER	Inscribirse	442	END	1590969843064	1590969924897
USER	Listado	670	END	1590969861057	1590969924898
REQUEST	1098		IniciadoOwner	1590969924382	1590969924898	OK	 
REQUEST	1098		IniciadoOwner Redirect 1	1590969924898	1590969924920	OK	 
REQUEST	444		CerradoSesion	1590969924976	1590969925019	OK	 
REQUEST	681		CerradoSesion	1590969924976	1590969925019	OK	 
REQUEST	937		VerCursos	1590969924976	1590969925048	OK	 
REQUEST	956		VerCursos	1590969924932	1590969925049	OK	 
REQUEST	942		VerCursos	1590969924932	1590969925049	OK	 
REQUEST	789		CerrarSesion	1590969924932	1590969925050	OK	 
REQUEST	1106		IniciadoOwner	1590969924434	1590969925051	OK	 
REQUEST	959		VerCursos	1590969924932	1590969925067	OK	 
REQUEST	960		VerCursos	1590969924932	1590969925067	OK	 
REQUEST	1130		IniciadoOwner	1590969924466	1590969925067	OK	 
REQUEST	1104		IniciadoOwner	1590969924393	1590969925067	OK	 
REQUEST	939		VerCursos	1590969924976	1590969925284	OK	 
REQUEST	940		VerCursos	1590969925046	1590969925285	OK	 
REQUEST	681		CerradoSesion Redirect 1	1590969925019	1590969925288	OK	 
USER	Listado	681	END	1590969861809	1590969925288
REQUEST	608		CerrarSesion	1590969925254	1590969925291	OK	 
REQUEST	444		CerradoSesion Redirect 1	1590969925019	1590969925293	OK	 
USER	Inscribirse	444	END	1590969843393	1590969925293
REQUEST	454		CerradoSesion	1590969925075	1590969925300	OK	 
REQUEST	659		CerradoSesion	1590969925299	1590969925301	OK	 
REQUEST	1130		IniciadoOwner Redirect 1	1590969925068	1590969925302	OK	 
REQUEST	1106		IniciadoOwner Redirect 1	1590969925051	1590969925302	OK	 
REQUEST	599		CerrarSesion	1590969925273	1590969925302	OK	 
REQUEST	1119		IniciadoOwner	1590969924675	1590969925304	OK	 
REQUEST	944		VerCursos	1590969925075	1590969925310	OK	 
REQUEST	457		CerradoSesion	1590969925220	1590969925310	OK	 
REQUEST	669		CerradoSesion	1590969925075	1590969925321	OK	 
REQUEST	659		CerradoSesion Redirect 1	1590969925301	1590969925321	OK	 
USER	Listado	659	END	1590969860388	1590969925322
REQUEST	1119		IniciadoOwner Redirect 1	1590969925304	1590969925322	OK	 
REQUEST	951		VerCursos	1590969925122	1590969925322	OK	 
REQUEST	584		CerrarSesion	1590969925144	1590969925334	OK	 
REQUEST	1104		IniciadoOwner Redirect 1	1590969925068	1590969925339	OK	 
REQUEST	454		CerradoSesion Redirect 1	1590969925300	1590969925339	OK	 
USER	Inscribirse	454	END	1590969843823	1590969925340
REQUEST	684		CerradoSesion	1590969925351	1590969925353	OK	 
REQUEST	457		CerradoSesion Redirect 1	1590969925310	1590969925356	OK	 
USER	Inscribirse	457	END	1590969844253	1590969925357
REQUEST	669		CerradoSesion Redirect 1	1590969925321	1590969925363	OK	 
REQUEST	597		CerrarSesion	1590969925241	1590969925363	OK	 
REQUEST	806		Inscrito	1590969925208	1590969925365	OK	 
USER	Listado	669	END	1590969860883	1590969925364
REQUEST	788		CerrarSesion	1590969925074	1590969925366	OK	 
REQUEST	684		CerradoSesion Redirect 1	1590969925353	1590969925367	OK	 
USER	Listado	684	END	1590969862232	1590969925368
REQUEST	609		CerrarSesion	1590969925241	1590969925369	OK	 
REQUEST	1115		IniciadoOwner	1590969924748	1590969925432	OK	 
REQUEST	1099		IniciadoOwner	1590969924576	1590969925507	OK	 
REQUEST	1115		IniciadoOwner Redirect 1	1590969925432	1590969925511	OK	 
REQUEST	1110		IniciadoOwner	1590969924554	1590969925576	OK	 
REQUEST	966		VerCursos	1590969925469	1590969925633	OK	 
REQUEST	1099		IniciadoOwner Redirect 1	1590969925507	1590969925633	OK	 
REQUEST	1103		IniciadoOwner	1590969924880	1590969925634	OK	 
REQUEST	456		CerradoSesion	1590969925581	1590969925634	OK	 
REQUEST	1110		IniciadoOwner Redirect 1	1590969925576	1590969925638	OK	 
REQUEST	1103		IniciadoOwner Redirect 1	1590969925634	1590969925664	OK	 
REQUEST	458		CerradoSesion	1590969925639	1590969925664	OK	 
REQUEST	456		CerradoSesion Redirect 1	1590969925634	1590969925689	OK	 
REQUEST	1120		IniciadoOwner	1590969924895	1590969925689	OK	 
USER	Inscribirse	456	END	1590969844105	1590969925690
REQUEST	598		CerrarSesion	1590969925578	1590969926193	OK	 
REQUEST	467		CerradoSesion	1590969925818	1590969926204	OK	 
REQUEST	1105		IniciadoOwner	1590969925122	1590969926209	OK	 
REQUEST	679		CerradoSesion	1590969926116	1590969926209	OK	 
REQUEST	1128		IniciadoOwner	1590969925323	1590969926210	OK	 
REQUEST	1112		IniciadoOwner	1590969925351	1590969926210	OK	 
REQUEST	949		VerCursos	1590969925639	1590969926211	OK	 
REQUEST	1122		IniciadoOwner	1590969925383	1590969926213	OK	 
REQUEST	458		CerradoSesion Redirect 1	1590969925664	1590969926216	OK	 
USER	Inscribirse	458	END	1590969844397	1590969926217
REQUEST	1120		IniciadoOwner Redirect 1	1590969925690	1590969926219	OK	 
REQUEST	682		CerradoSesion	1590969926202	1590969926220	OK	 
REQUEST	465		CerradoSesion	1590969925695	1590969926220	OK	 
REQUEST	455		CerradoSesion	1590969925738	1590969926225	OK	 
REQUEST	465		CerradoSesion Redirect 1	1590969926220	1590969926225	OK	 
USER	Inscribirse	465	END	1590969844547	1590969926226
REQUEST	657		CerradoSesion	1590969925738	1590969926228	OK	 
REQUEST	971		VerCursos	1590969925639	1590969926229	OK	 
REQUEST	943		VerCursos	1590969925639	1590969926229	OK	 
REQUEST	466		CerradoSesion	1590969925738	1590969926230	OK	 
REQUEST	466		CerradoSesion Redirect 1	1590969926230	1590969926250	OK	 
USER	Inscribirse	466	END	1590969844715	1590969926251
REQUEST	467		CerradoSesion Redirect 1	1590969926204	1590969926275	OK	 
USER	Inscribirse	467	END	1590969844882	1590969926275
REQUEST	963		VerCursos	1590969925839	1590969926316	OK	 
REQUEST	804		Inscrito	1590969926262	1590969926322	OK	 
REQUEST	1124		IniciadoOwner	1590969925663	1590969926375	OK	 
REQUEST	1124		IniciadoOwner Redirect 1	1590969926376	1590969926380	OK	 
REQUEST	623		CerrarSesion	1590969925639	1590969926424	OK	 
REQUEST	469		CerradoSesion	1590969925968	1590969926428	OK	 
REQUEST	453		CerradoSesion	1590969925968	1590969926428	OK	 
REQUEST	962		VerCursos	1590969925871	1590969926434	OK	 
REQUEST	955		VerCursos	1590969925738	1590969926434	OK	 
REQUEST	1111		IniciadoOwner	1590969925503	1590969926435	OK	 
REQUEST	965		VerCursos	1590969925818	1590969926444	OK	 
REQUEST	671		CerradoSesion	1590969925737	1590969926444	OK	 
REQUEST	977		VerCursos	1590969925738	1590969926444	OK	 
REQUEST	610		CerrarSesion	1590969925639	1590969926445	OK	 
REQUEST	957		VerCursos	1590969925936	1590969926446	OK	 
REQUEST	671		CerradoSesion Redirect 1	1590969926444	1590969926452	OK	 
USER	Listado	671	END	1590969861213	1590969926452
REQUEST	1111		IniciadoOwner Redirect 1	1590969926435	1590969926461	OK	 
REQUEST	986		VerCursos	1590969926304	1590969926461	OK	 
REQUEST	1118		IniciadoOwner	1590969924813	1590969926462	OK	 
REQUEST	1118		IniciadoOwner Redirect 1	1590969926462	1590969926467	OK	 
REQUEST	680		CerradoSesion	1590969925936	1590969926470	OK	 
REQUEST	680		CerradoSesion Redirect 1	1590969926470	1590969926479	OK	 
USER	Listado	680	END	1590969861674	1590969926479
REQUEST	1096		IniciadoOwner	1590969924664	1590969926500	OK	 
REQUEST	480		CerradoSesion	1590969926033	1590969926500	OK	 
REQUEST	611		CerrarSesion	1590969925663	1590969926517	OK	 
REQUEST	975		VerCursos	1590969925663	1590969926520	OK	 
REQUEST	622		CerrarSesion	1590969925695	1590969926523	OK	 
REQUEST	1122		IniciadoOwner Redirect 1	1590969926213	1590969926528	OK	 
REQUEST	972		VerCursos	1590969925695	1590969926553	OK	 
REQUEST	682		CerradoSesion Redirect 1	1590969926220	1590969926577	OK	 
USER	Listado	682	END	1590969861953	1590969926578
REQUEST	657		CerradoSesion Redirect 1	1590969926228	1590969926585	OK	 
USER	Listado	657	END	1590969860109	1590969926585
REQUEST	706		CerradoSesion	1590969926319	1590969926586	OK	 
REQUEST	793		Inscrito	1590969925818	1590969926588	OK	 
REQUEST	672		CerradoSesion	1590969926033	1590969926589	OK	 
REQUEST	1105		IniciadoOwner Redirect 1	1590969926209	1590969926590	OK	 
REQUEST	469		CerradoSesion Redirect 1	1590969926428	1590969926594	OK	 
USER	Inscribirse	469	END	1590969845215	1590969926595
REQUEST	1096		IniciadoOwner Redirect 1	1590969926500	1590969926597	OK	 
REQUEST	967		VerCursos	1590969926012	1590969926605	OK	 
REQUEST	954		VerCursos	1590969926116	1590969926607	OK	 
REQUEST	679		CerradoSesion Redirect 1	1590969926209	1590969926609	OK	 
USER	Listado	679	END	1590969861526	1590969926610
REQUEST	478		CerradoSesion	1590969926170	1590969926610	OK	 
REQUEST	795		Inscrito	1590969926202	1590969926611	OK	 
REQUEST	1112		IniciadoOwner Redirect 1	1590969926211	1590969926611	OK	 
REQUEST	964		VerCursos	1590969926242	1590969926612	OK	 
REQUEST	952		VerCursos	1590969925786	1590969926612	OK	 
REQUEST	706		CerradoSesion Redirect 1	1590969926586	1590969926622	OK	 
USER	Listado	706	END	1590969863694	1590969926622
REQUEST	945		VerCursos	1590969925871	1590969926657	OK	 
REQUEST	953		VerCursos	1590969925786	1590969926657	OK	 
REQUEST	668		CerradoSesion	1590969925985	1590969926658	OK	 
REQUEST	453		CerradoSesion Redirect 1	1590969926428	1590969926663	OK	 
USER	Inscribirse	453	END	1590969843683	1590969926664
REQUEST	809		CerrarSesion	1590969925968	1590969926667	OK	 
REQUEST	978		VerCursos	1590969926116	1590969926674	OK	 
REQUEST	468		CerradoSesion	1590969925936	1590969926729	OK	 
REQUEST	818		Inscrito	1590969925903	1590969926729	OK	 
REQUEST	798		CerrarSesion	1590969925936	1590969926729	OK	 
REQUEST	958		VerCursos	1590969925663	1590969926730	OK	 
REQUEST	969		VerCursos	1590969925968	1590969927685	OK	 
REQUEST	970		VerCursos	1590969926099	1590969927685	OK	 
REQUEST	950		VerCursos	1590969926099	1590969927685	OK	 
REQUEST	1128		IniciadoOwner Redirect 1	1590969926210	1590969927685	OK	 
REQUEST	987		VerCursos	1590969926191	1590969927686	OK	 
REQUEST	626		CerrarSesion	1590969925663	1590969927686	OK	 
REQUEST	455		CerradoSesion Redirect 1	1590969926225	1590969927702	OK	 
USER	Inscribirse	455	END	1590969843967	1590969927703
REQUEST	1136		IniciadoOwner	1590969925503	1590969927705	OK	 
REQUEST	1126		IniciadoOwner	1590969926426	1590969927707	OK	 
REQUEST	1126		IniciadoOwner Redirect 1	1590969927708	1590969927716	OK	 
REQUEST	1150		IniciadoOwner	1590969926503	1590969927717	OK	 
REQUEST	844		Inscrito	1590969927623	1590969927724	OK	 
REQUEST	1137		IniciadoOwner	1590969926143	1590969927725	OK	 
REQUEST	1135		IniciadoOwner	1590969926344	1590969927726	OK	 
REQUEST	1143		IniciadoOwner	1590969926143	1590969927727	OK	 
REQUEST	1101		IniciadoOwner	1590969925695	1590969927728	OK	 
REQUEST	1121		IniciadoOwner	1590969925695	1590969927728	OK	 
REQUEST	1150		IniciadoOwner Redirect 1	1590969927717	1590969927729	OK	 
REQUEST	480		CerradoSesion Redirect 1	1590969926500	1590969927740	OK	 
REQUEST	961		VerCursos	1590969926066	1590969927741	OK	 
USER	Inscribirse	480	END	1590969845802	1590969927741
REQUEST	973		VerCursos	1590969926066	1590969927741	OK	 
REQUEST	976		VerCursos	1590969926099	1590969927742	OK	 
REQUEST	981		VerCursos	1590969926033	1590969927743	OK	 
REQUEST	948		VerCursos	1590969925663	1590969927743	OK	 
REQUEST	1127		IniciadoOwner	1590969926304	1590969927745	OK	 
REQUEST	979		VerCursos	1590969926033	1590969927748	OK	 
REQUEST	1108		IniciadoOwner	1590969926400	1590969927748	OK	 
REQUEST	1109		IniciadoOwner	1590969924895	1590969927750	OK	 
REQUEST	1131		IniciadoOwner	1590969925383	1590969927753	OK	 
REQUEST	1125		IniciadoOwner	1590969924976	1590969927754	OK	 
REQUEST	824		CerrarSesion	1590969926895	1590969927757	OK	 
REQUEST	1117		IniciadoOwner	1590969925302	1590969927760	OK	 
REQUEST	1148		IniciadoOwner	1590969926170	1590969927762	OK	 
REQUEST	1100		IniciadoOwner	1590969925578	1590969927763	OK	 
REQUEST	479		CerradoSesion	1590969927410	1590969927763	OK	 
REQUEST	1134		IniciadoOwner	1590969926242	1590969927764	OK	 
REQUEST	621		CerrarSesion	1590969927410	1590969927769	OK	 
REQUEST	784		CerrarSesion	1590969927623	1590969927769	OK	 
REQUEST	994		VerCursos	1590969927227	1590969927775	OK	 
REQUEST	839		CerrarSesion	1590969927724	1590969927779	OK	 
REQUEST	810		CerrarSesion	1590969926376	1590969927780	OK	 
REQUEST	947		VerCursos	1590969926066	1590969927781	OK	 
REQUEST	1129		IniciadoOwner	1590969924813	1590969927781	OK	 
REQUEST	470		CerradoSesion	1590969926827	1590969927783	OK	 
REQUEST	1107		IniciadoOwner	1590969925302	1590969927790	OK	 
REQUEST	968		VerCursos	1590969925903	1590969927791	OK	 
REQUEST	683		CerradoSesion	1590969927227	1590969927791	OK	 
REQUEST	1142		IniciadoOwner	1590969925383	1590969927792	OK	 
REQUEST	1133		IniciadoOwner	1590969925695	1590969927792	OK	 
REQUEST	821		Inscrito	1590969926895	1590969927793	OK	 
REQUEST	672		CerradoSesion Redirect 1	1590969926589	1590969927794	OK	 
REQUEST	1101		IniciadoOwner Redirect 1	1590969927728	1590969927794	OK	 
