ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios	dosescenarios	1590969808337	 	3.3.1
REQUEST	64		CerrarSesion	1590969881269	1590969882500	OK	 
USER	Listado	150	END	1590969821055	1590969882501
REQUEST	858		IniciarSesion	1590969881923	1590969882504	OK	 
REQUEST	68		CerrarSesion	1590969881859	1590969882505	OK	 
REQUEST	869		IniciarSesion	1590969881954	1590969882506	OK	 
REQUEST	854		IniciarSesion	1590969881954	1590969882507	OK	 
REQUEST	939		Home	1590969881556	1590969882508	OK	 
REQUEST	571		IniciadoOwner	1590969881191	1590969882525	OK	 
USER	Inscribirse	959	START	1590969882593	1590969882593
USER	Listado	953	START	1590969882593	1590969882593
REQUEST	562		IniciadoOwner Redirect 1	1590969881774	1590969882603	OK	 
REQUEST	565		IniciadoOwner	1590969881190	1590969882604	OK	 
REQUEST	139		CerradoSesion Redirect 1	1590969881976	1590969882604	OK	 
USER	Listado	139	END	1590969820396	1590969882605
REQUEST	941		Home	1590969881860	1590969882611	OK	 
REQUEST	947		Home	1590969881705	1590969882611	OK	 
REQUEST	940		Home	1590969881705	1590969882612	OK	 
REQUEST	76		CerrarSesion	1590969882197	1590969882633	OK	 
REQUEST	439		VerCursos	1590969881859	1590969882634	OK	 
REQUEST	950		Home	1590969882162	1590969882634	OK	 
REQUEST	582		IniciadoOwner	1590969881572	1590969882639	OK	 
REQUEST	582		IniciadoOwner Redirect 1	1590969882639	1590969882648	OK	 
REQUEST	284		Inscrito	1590969882288	1590969882651	OK	 
REQUEST	944		Home	1590969882288	1590969882654	OK	 
REQUEST	945		Home	1590969882420	1590969882658	OK	 
REQUEST	160		CerradoSesion	1590969882603	1590969882660	OK	 
REQUEST	435		VerCursos	1590969882643	1590969882662	OK	 
REQUEST	430		VerCursos	1590969881514	1590969882663	OK	 
REQUEST	575		IniciadoOwner	1590969881582	1590969882663	OK	 
REQUEST	949		Home	1590969881999	1590969882667	OK	 
REQUEST	942		Home	1590969881999	1590969882671	OK	 
REQUEST	852		IniciarSesion	1590969881924	1590969882675	OK	 
REQUEST	78		CerrarSesion	1590969882469	1590969882678	OK	 
REQUEST	859		IniciarSesion	1590969881859	1590969882680	OK	 
REQUEST	566		IniciadoOwner	1590969881191	1590969882683	OK	 
REQUEST	564		IniciadoOwner Redirect 1	1590969882500	1590969882688	OK	 
REQUEST	79		CerrarSesion	1590969882593	1590969882688	OK	 
REQUEST	572		IniciadoOwner	1590969881190	1590969882688	OK	 
REQUEST	868		IniciarSesion	1590969881954	1590969882689	OK	 
REQUEST	951		Home	1590969882288	1590969882690	OK	 
REQUEST	77		CerrarSesion	1590969882254	1590969882690	OK	 
REQUEST	865		IniciarSesion	1590969882347	1590969882695	OK	 
REQUEST	872		IniciarSesion	1590969882347	1590969882704	OK	 
REQUEST	574		IniciadoOwner	1590969881446	1590969882704	OK	 
REQUEST	160		CerradoSesion Redirect 1	1590969882660	1590969882723	OK	 
USER	Listado	160	END	1590969821673	1590969882724
REQUEST	952		Home	1590969882420	1590969882724	OK	 
REQUEST	575		IniciadoOwner Redirect 1	1590969882663	1590969882726	OK	 
REQUEST	943		Home	1590969882162	1590969882732	OK	 
REQUEST	446		VerCursos	1590969882679	1590969882737	OK	 
REQUEST	75		CerrarSesion	1590969882085	1590969882737	OK	 
REQUEST	566		IniciadoOwner Redirect 1	1590969882683	1590969882738	OK	 
REQUEST	570		IniciadoOwner	1590969881191	1590969882739	OK	 
REQUEST	568		IniciadoOwner	1590969881446	1590969882739	OK	 
REQUEST	574		IniciadoOwner Redirect 1	1590969882705	1590969882739	OK	 
REQUEST	871		IniciarSesion	1590969882127	1590969882740	OK	 
REQUEST	573		IniciadoOwner	1590969881269	1590969882741	OK	 
REQUEST	571		IniciadoOwner Redirect 1	1590969882525	1590969882742	OK	 
REQUEST	565		IniciadoOwner Redirect 1	1590969882604	1590969882743	OK	 
REQUEST	864		IniciarSesion	1590969882127	1590969882745	OK	 
REQUEST	870		IniciarSesion	1590969882085	1590969882745	OK	 
REQUEST	437		VerCursos	1590969882679	1590969882746	OK	 
REQUEST	152		CerradoSesion	1590969882616	1590969882746	OK	 
REQUEST	953		Home	1590969882593	1590969882747	OK	 
REQUEST	570		IniciadoOwner Redirect 1	1590969882739	1590969882747	OK	 
USER	Inscribirse	960	START	1590969882757	1590969882757
USER	Listado	954	START	1590969882757	1590969882757
USER	Listado	955	START	1590969882928	1590969882928
USER	Inscribirse	961	START	1590969882929	1590969882929
USER	Inscribirse	962	START	1590969883098	1590969883098
USER	Listado	956	START	1590969883098	1590969883098
USER	Listado	957	START	1590969883264	1590969883264
USER	Inscribirse	963	START	1590969883264	1590969883264
REQUEST	567		IniciadoOwner	1590969881269	1590969883352	OK	 
REQUEST	577		IniciadoOwner	1590969882231	1590969883367	OK	 
REQUEST	576		IniciadoOwner	1590969881924	1590969883368	OK	 
REQUEST	584		IniciadoOwner	1590969882231	1590969883370	OK	 
REQUEST	954		Home	1590969882757	1590969883372	OK	 
REQUEST	959		Home	1590969882593	1590969883372	OK	 
REQUEST	572		IniciadoOwner Redirect 1	1590969882688	1590969883376	OK	 
REQUEST	580		IniciadoOwner	1590969882347	1590969883377	OK	 
REQUEST	567		IniciadoOwner Redirect 1	1590969883352	1590969883379	OK	 
REQUEST	580		IniciadoOwner Redirect 1	1590969883377	1590969883382	OK	 
REQUEST	581		IniciadoOwner	1590969882445	1590969883383	OK	 
REQUEST	162		CerradoSesion	1590969882838	1590969883390	OK	 
REQUEST	581		IniciadoOwner Redirect 1	1590969883383	1590969883392	OK	 
REQUEST	438		VerCursos	1590969882810	1590969883393	OK	 
REQUEST	442		VerCursos	1590969882810	1590969883400	OK	 
REQUEST	436		VerCursos	1590969882810	1590969883406	OK	 
REQUEST	873		IniciarSesion	1590969883403	1590969883408	OK	 
USER	Inscribirse	964	START	1590969883409	1590969883409
USER	Listado	958	START	1590969883409	1590969883409
REQUEST	163		CerradoSesion	1590969882838	1590969883410	OK	 
REQUEST	958		Home	1590969883409	1590969883415	OK	 
REQUEST	288		Inscrito	1590969882838	1590969883416	OK	 
REQUEST	585		IniciadoOwner	1590969882314	1590969883421	OK	 
REQUEST	174		CerradoSesion	1590969883264	1590969883421	OK	 
REQUEST	587		IniciadoOwner	1590969882347	1590969883422	OK	 
REQUEST	588		IniciadoOwner	1590969882445	1590969883452	OK	 
REQUEST	588		IniciadoOwner Redirect 1	1590969883452	1590969883457	OK	 
REQUEST	290		CerrarSesion	1590969882838	1590969883459	OK	 
REQUEST	576		IniciadoOwner Redirect 1	1590969883368	1590969883460	OK	 
REQUEST	956		Home	1590969883098	1590969883470	OK	 
REQUEST	445		VerCursos	1590969883098	1590969883472	OK	 
REQUEST	452		VerCursos	1590969883098	1590969883496	OK	 
REQUEST	279		CerrarSesion	1590969882929	1590969883498	OK	 
REQUEST	159		CerradoSesion	1590969883231	1590969883498	OK	 
REQUEST	578		IniciadoOwner	1590969882347	1590969883499	OK	 
REQUEST	161		CerradoSesion	1590969882783	1590969883516	OK	 
REQUEST	578		IniciadoOwner Redirect 1	1590969883499	1590969883530	OK	 
REQUEST	289		CerrarSesion	1590969882838	1590969883548	OK	 
REQUEST	568		IniciadoOwner Redirect 1	1590969882739	1590969883552	OK	 
USER	Inscribirse	972	START	1590969883558	1590969883558
USER	Listado	965	START	1590969883557	1590969883557
REQUEST	583		IniciadoOwner	1590969882197	1590969883571	OK	 
REQUEST	280		CerrarSesion	1590969882896	1590969883570	OK	 
REQUEST	586		IniciadoOwner	1590969882347	1590969883571	OK	 
REQUEST	165		CerradoSesion	1590969883198	1590969883571	OK	 
REQUEST	173		CerradoSesion	1590969883331	1590969883607	OK	 
REQUEST	296		Inscrito	1590969882838	1590969883623	OK	 
REQUEST	163		CerradoSesion Redirect 1	1590969883410	1590969883624	OK	 
USER	Listado	163	END	1590969822104	1590969883625
REQUEST	579		IniciadoOwner	1590969882288	1590969883625	OK	 
REQUEST	89		CerrarSesion	1590969883127	1590969883626	OK	 
REQUEST	164		CerradoSesion	1590969883264	1590969883627	OK	 
REQUEST	282		CerrarSesion	1590969882947	1590969883627	OK	 
REQUEST	441		VerCursos	1590969882629	1590969883628	OK	 
REQUEST	286		Inscrito	1590969882929	1590969883628	OK	 
REQUEST	287		Inscrito	1590969882838	1590969883634	OK	 
REQUEST	444		VerCursos	1590969882810	1590969883638	OK	 
REQUEST	957		Home	1590969883264	1590969883638	OK	 
REQUEST	964		Home	1590969883409	1590969883638	OK	 
REQUEST	281		CerrarSesion	1590969882757	1590969883639	OK	 
REQUEST	955		Home	1590969882928	1590969883642	OK	 
REQUEST	883		IniciarSesion	1590969883543	1590969883669	OK	 
REQUEST	285		Inscrito	1590969882783	1590969883670	OK	 
REQUEST	963		Home	1590969883264	1590969883670	OK	 
REQUEST	278		CerrarSesion	1590969883198	1590969883670	OK	 
REQUEST	962		Home	1590969883098	1590969883671	OK	 
REQUEST	80		CerrarSesion	1590969882838	1590969883675	OK	 
REQUEST	152		CerradoSesion Redirect 1	1590969882746	1590969883677	OK	 
USER	Listado	152	END	1590969821395	1590969883677
USER	Inscribirse	973	START	1590969883689	1590969883689
USER	Listado	966	START	1590969883689	1590969883689
REQUEST	297		Inscrito	1590969882947	1590969883693	OK	 
REQUEST	961		Home	1590969882929	1590969883693	OK	 
REQUEST	449		VerCursos	1590969883315	1590969883725	OK	 
REQUEST	874		IniciarSesion	1590969882838	1590969883725	OK	 
USER	Listado	967	START	1590969883824	1590969883824
USER	Inscribirse	974	START	1590969883824	1590969883824
USER	Listado	968	START	1590969883986	1590969883986
USER	Inscribirse	975	START	1590969883986	1590969883986
USER	Inscribirse	976	START	1590969884113	1590969884113
USER	Listado	969	START	1590969884113	1590969884113
REQUEST	443		VerCursos	1590969882783	1590969884135	OK	 
REQUEST	164		CerradoSesion Redirect 1	1590969883627	1590969884136	OK	 
REQUEST	866		IniciarSesion	1590969882838	1590969884136	OK	 
USER	Listado	164	END	1590969822255	1590969884136
REQUEST	960		Home	1590969882757	1590969884137	OK	 
REQUEST	573		IniciadoOwner Redirect 1	1590969882741	1590969884137	OK	 
REQUEST	579		IniciadoOwner Redirect 1	1590969883626	1590969884137	OK	 
REQUEST	292		CerrarSesion	1590969883668	1590969884138	OK	 
REQUEST	162		CerradoSesion Redirect 1	1590969883390	1590969884139	OK	 
REQUEST	88		CerrarSesion	1590969882947	1590969884140	OK	 
USER	Listado	162	END	1590969821962	1590969884140
REQUEST	867		IniciarSesion	1590969882783	1590969884141	OK	 
REQUEST	577		IniciadoOwner Redirect 1	1590969883367	1590969884144	OK	 
REQUEST	975		Home	1590969883986	1590969884149	OK	 
REQUEST	968		Home	1590969883986	1590969884159	OK	 
REQUEST	600		IniciadoOwner	1590969883442	1590969884160	OK	 
REQUEST	294		CerrarSesion	1590969883724	1590969884170	OK	 
REQUEST	583		IniciadoOwner Redirect 1	1590969883571	1590969884175	OK	 
REQUEST	298		Inscrito	1590969883558	1590969884179	OK	 
REQUEST	885		IniciarSesion	1590969883500	1590969884179	OK	 
REQUEST	462		VerCursos	1590969884018	1590969884180	OK	 
REQUEST	161		CerradoSesion Redirect 1	1590969883516	1590969884181	OK	 
USER	Listado	161	END	1590969821826	1590969884181
REQUEST	300		Inscrito	1590969883608	1590969884186	OK	 
REQUEST	90		CerrarSesion	1590969883571	1590969884186	OK	 
REQUEST	586		IniciadoOwner Redirect 1	1590969883571	1590969884187	OK	 
REQUEST	175		CerradoSesion	1590969884188	1590969884189	OK	 
REQUEST	295		CerrarSesion	1590969883766	1590969884193	OK	 
REQUEST	177		CerradoSesion	1590969883858	1590969884198	OK	 
REQUEST	175		CerradoSesion Redirect 1	1590969884189	1590969884198	OK	 
USER	Listado	175	END	1590969822892	1590969884198
REQUEST	590		IniciadoOwner	1590969883060	1590969884211	OK	 
REQUEST	966		Home	1590969883690	1590969884216	OK	 
REQUEST	587		IniciadoOwner Redirect 1	1590969883422	1590969884216	OK	 
REQUEST	585		IniciadoOwner Redirect 1	1590969883422	1590969884217	OK	 
REQUEST	467		VerCursos	1590969884180	1590969884220	OK	 
REQUEST	165		CerradoSesion Redirect 1	1590969883571	1590969884220	OK	 
USER	Listado	165	END	1590969822395	1590969884220
REQUEST	301		Inscrito	1590969883608	1590969884225	OK	 
REQUEST	456		VerCursos	1590969883890	1590969884225	OK	 
USER	Listado	970	START	1590969884243	1590969884243
USER	Inscribirse	977	START	1590969884243	1590969884243
REQUEST	600		IniciadoOwner Redirect 1	1590969884160	1590969884266	OK	 
REQUEST	965		Home	1590969883558	1590969884270	OK	 
REQUEST	877		IniciarSesion	1590969884051	1590969884273	OK	 
REQUEST	584		IniciadoOwner Redirect 1	1590969883370	1590969884279	OK	 
REQUEST	159		CerradoSesion Redirect 1	1590969883499	1590969884279	OK	 
REQUEST	590		IniciadoOwner Redirect 1	1590969884212	1590969884280	OK	 
USER	Listado	159	END	1590969821536	1590969884279
REQUEST	967		Home	1590969883824	1590969884281	OK	 
REQUEST	882		IniciarSesion	1590969883890	1590969884284	OK	 
REQUEST	595		IniciadoOwner	1590969883031	1590969884291	OK	 
REQUEST	455		VerCursos	1590969884193	1590969884292	OK	 
REQUEST	453		VerCursos	1590969883858	1590969884307	OK	 
REQUEST	448		VerCursos	1590969883895	1590969884308	OK	 
REQUEST	969		Home	1590969884113	1590969884335	OK	 
REQUEST	594		IniciadoOwner	1590969883442	1590969884348	OK	 
REQUEST	173		CerradoSesion Redirect 1	1590969883607	1590969884352	OK	 
REQUEST	594		IniciadoOwner Redirect 1	1590969884348	1590969884354	OK	 
REQUEST	293		CerrarSesion	1590969883608	1590969884358	OK	 
USER	Listado	173	END	1590969822556	1590969884353
REQUEST	302		Inscrito	1590969883558	1590969884375	OK	 
REQUEST	291		CerrarSesion	1590969883608	1590969884375	OK	 
REQUEST	177		CerradoSesion Redirect 1	1590969884198	1590969884379	OK	 
USER	Listado	177	END	1590969823225	1590969884380
USER	Listado	971	START	1590969884383	1590969884383
USER	Inscribirse	978	START	1590969884383	1590969884383
REQUEST	592		IniciadoOwner	1590969883127	1590969884392	OK	 
REQUEST	878		IniciarSesion	1590969884025	1590969884399	OK	 
REQUEST	977		Home	1590969884243	1590969884412	OK	 
REQUEST	299		Inscrito	1590969883558	1590969884414	OK	 
REQUEST	972		Home	1590969883559	1590969884414	OK	 
REQUEST	174		CerradoSesion Redirect 1	1590969883422	1590969884414	OK	 
USER	Listado	174	END	1590969822723	1590969884415
REQUEST	178		CerradoSesion	1590969884219	1590969884426	OK	 
REQUEST	466		VerCursos	1590969883792	1590969884426	OK	 
REQUEST	311		Inscrito	1590969884336	1590969884427	OK	 
REQUEST	447		VerCursos	1590969883858	1590969884430	OK	 
REQUEST	876		IniciarSesion	1590969883922	1590969884430	OK	 
REQUEST	457		VerCursos	1590969884243	1590969884431	OK	 
REQUEST	310		Inscrito	1590969884243	1590969884432	OK	 
REQUEST	896		IniciarSesion	1590969883922	1590969884438	OK	 
REQUEST	976		Home	1590969884113	1590969884440	OK	 
REQUEST	91		CerrarSesion	1590969884018	1590969884441	OK	 
REQUEST	884		IniciarSesion	1590969883922	1590969884448	OK	 
REQUEST	178		CerradoSesion Redirect 1	1590969884426	1590969884449	OK	 
USER	Listado	178	END	1590969823393	1590969884450
REQUEST	454		VerCursos	1590969883858	1590969884461	OK	 
REQUEST	875		IniciarSesion	1590969883895	1590969884462	OK	 
USER	Inscribirse	985	START	1590969884595	1590969884595
USER	Listado	979	START	1590969884595	1590969884595
USER	Inscribirse	986	START	1590969884760	1590969884760
USER	Listado	980	START	1590969884760	1590969884760
REQUEST	593		IniciadoOwner	1590969883298	1590969884909	OK	 
REQUEST	973		Home	1590969883690	1590969884910	OK	 
USER	Inscribirse	987	START	1590969884914	1590969884914
USER	Listado	981	START	1590969884914	1590969884914
REQUEST	309		Inscrito	1590969884254	1590969884919	OK	 
REQUEST	881		IniciarSesion	1590969883922	1590969884922	OK	 
REQUEST	303		CerrarSesion	1590969883792	1590969884922	OK	 
REQUEST	974		Home	1590969883824	1590969884934	OK	 
REQUEST	599		IniciadoOwner	1590969883289	1590969884934	OK	 
REQUEST	886		IniciarSesion	1590969884413	1590969884942	OK	 
REQUEST	591		IniciadoOwner	1590969883060	1590969884957	OK	 
REQUEST	609		IniciadoOwner	1590969883890	1590969884957	OK	 
REQUEST	458		VerCursos	1590969884284	1590969884961	OK	 
REQUEST	306		CerrarSesion	1590969884336	1590969884962	OK	 
REQUEST	888		IniciarSesion	1590969884336	1590969884962	OK	 
REQUEST	898		IniciarSesion	1590969884383	1590969884963	OK	 
REQUEST	598		IniciadoOwner	1590969883127	1590969884964	OK	 
REQUEST	879		IniciarSesion	1590969883890	1590969884964	OK	 
REQUEST	186		CerradoSesion	1590969884927	1590969884965	OK	 
REQUEST	880		IniciarSesion	1590969884414	1590969884967	OK	 
REQUEST	465		VerCursos	1590969884915	1590969884980	OK	 
REQUEST	304		CerrarSesion	1590969884693	1590969884981	OK	 
REQUEST	897		IniciarSesion	1590969884760	1590969884981	OK	 
REQUEST	589		IniciadoOwner	1590969882810	1590969884985	OK	 
REQUEST	602		IniciadoOwner	1590969883895	1590969884998	OK	 
REQUEST	187		CerradoSesion	1590969884863	1590969885000	OK	 
REQUEST	596		IniciadoOwner	1590969883031	1590969885018	OK	 
REQUEST	970		Home	1590969884243	1590969885018	OK	 
REQUEST	889		IniciarSesion	1590969884243	1590969885018	OK	 
REQUEST	971		Home	1590969884383	1590969885019	OK	 
REQUEST	978		Home	1590969884384	1590969885023	OK	 
REQUEST	92		CerrarSesion	1590969884223	1590969885034	OK	 
REQUEST	101		CerrarSesion	1590969884560	1590969885038	OK	 
REQUEST	595		IniciadoOwner Redirect 1	1590969884291	1590969885040	OK	 
REQUEST	987		Home	1590969884915	1590969885058	OK	 
REQUEST	892		IniciarSesion	1590969884661	1590969885058	OK	 
REQUEST	473		VerCursos	1590969884828	1590969885093	OK	 
REQUEST	188		CerradoSesion	1590969884956	1590969885094	OK	 
REQUEST	893		IniciarSesion	1590969884828	1590969885094	OK	 
USER	Listado	982	START	1590969885094	1590969885094
USER	Inscribirse	988	START	1590969885095	1590969885095
REQUEST	189		CerradoSesion	1590969884889	1590969885128	OK	 
REQUEST	103		CerrarSesion	1590969884915	1590969885132	OK	 
REQUEST	93		CerrarSesion	1590969884561	1590969885132	OK	 
REQUEST	190		CerradoSesion	1590969884966	1590969885132	OK	 
REQUEST	176		CerradoSesion	1590969884596	1590969885133	OK	 
REQUEST	185		CerradoSesion	1590969884760	1590969885158	OK	 
REQUEST	460		VerCursos	1590969884828	1590969885170	OK	 
REQUEST	313		Inscrito	1590969884828	1590969885222	OK	 
REQUEST	894		IniciarSesion	1590969884633	1590969885224	OK	 
REQUEST	597		IniciadoOwner	1590969883061	1590969885226	OK	 
REQUEST	188		CerradoSesion Redirect 1	1590969885094	1590969885227	OK	 
USER	Listado	188	END	1590969823965	1590969885228
REQUEST	596		IniciadoOwner Redirect 1	1590969885018	1590969885260	OK	 
REQUEST	895		IniciarSesion	1590969884413	1590969885261	OK	 
REQUEST	592		IniciadoOwner Redirect 1	1590969884392	1590969885262	OK	 
REQUEST	314		Inscrito	1590969884769	1590969885262	OK	 
REQUEST	461		VerCursos	1590969884254	1590969885266	OK	 
REQUEST	94		CerrarSesion	1590969884561	1590969885271	OK	 
REQUEST	979		Home	1590969884596	1590969885273	OK	 
REQUEST	468		VerCursos	1590969884596	1590969885279	OK	 
REQUEST	185		CerradoSesion Redirect 1	1590969885158	1590969885283	OK	 
USER	Listado	185	END	1590969823535	1590969885283
REQUEST	451		VerCursos	1590969884596	1590969885286	OK	 
REQUEST	611		IniciadoOwner	1590969884051	1590969885288	OK	 
USER	Inscribirse	989	START	1590969885292	1590969885292
USER	Listado	983	START	1590969885291	1590969885291
REQUEST	981		Home	1590969884915	1590969885306	OK	 
REQUEST	608		IniciadoOwner	1590969883895	1590969885306	OK	 
REQUEST	980		Home	1590969884760	1590969885308	OK	 
REQUEST	471		VerCursos	1590969885077	1590969885335	OK	 
REQUEST	305		CerrarSesion	1590969884828	1590969885335	OK	 
REQUEST	307		CerrarSesion	1590969884828	1590969885335	OK	 
REQUEST	603		IniciadoOwner	1590969883922	1590969885335	OK	 
REQUEST	891		IniciarSesion	1590969884633	1590969885336	OK	 
REQUEST	480		VerCursos	1590969885141	1590969885337	OK	 
REQUEST	478		VerCursos	1590969884633	1590969885337	OK	 
REQUEST	469		VerCursos	1590969884693	1590969885338	OK	 
REQUEST	887		IniciarSesion	1590969884661	1590969885338	OK	 
REQUEST	899		IniciarSesion	1590969884633	1590969885339	OK	 
REQUEST	901		IniciarSesion	1590969884863	1590969885346	OK	 
REQUEST	312		Inscrito	1590969884633	1590969885347	OK	 
REQUEST	459		VerCursos	1590969884727	1590969885352	OK	 
REQUEST	190		CerradoSesion Redirect 1	1590969885133	1590969885353	OK	 
USER	Listado	190	END	1590969824256	1590969885354
REQUEST	308		CerrarSesion	1590969884661	1590969885358	OK	 
REQUEST	597		IniciadoOwner Redirect 1	1590969885226	1590969885378	OK	 
