ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios2	dosescenarios2	1591235274099	 	3.3.1
REQUEST	918		CerradoSesion Redirect 1	1591235666429	1591235666492	OK	 
REQUEST	746		CerradoSesion Redirect 1	1591235666465	1591235666494	OK	 
REQUEST	748		CerradoSesion Redirect 1	1591235666430	1591235666495	OK	 
REQUEST	1334		CerrarSesion	1591235668385	1591235668387	OK	 
REQUEST	1045		CerrarSesion	1591235668394	1591235668399	OK	 
REQUEST	1055		CerrarSesion	1591235668394	1591235668399	OK	 
REQUEST	1171		CerrarSesion	1591235668394	1591235668400	OK	 
REQUEST	1237		CerrarSesion	1591235668405	1591235668413	OK	 
REQUEST	1223		CerrarSesion	1591235668405	1591235668414	OK	 
REQUEST	914		CerrarSesion	1591235668405	1591235668416	OK	 
REQUEST	1067		CerrarSesion	1591235668410	1591235668417	OK	 
REQUEST	850		CerrarSesion	1591235668405	1591235668417	OK	 
REQUEST	1378		CerrarSesion	1591235668405	1591235668418	OK	 
REQUEST	1180		CerrarSesion	1591235668410	1591235668418	OK	 
REQUEST	1170		CerrarSesion	1591235668405	1591235668418	OK	 
REQUEST	1214		CerrarSesion	1591235668405	1591235668418	OK	 
REQUEST	1296		CerrarSesion	1591235668405	1591235668418	OK	 
REQUEST	1281		CerrarSesion	1591235668410	1591235668419	OK	 
REQUEST	1279		CerrarSesion	1591235668410	1591235668419	OK	 
REQUEST	1280		CerrarSesion	1591235668405	1591235668419	OK	 
REQUEST	1081		CerrarSesion	1591235668410	1591235668419	OK	 
REQUEST	1070		CerrarSesion	1591235668405	1591235668420	OK	 
REQUEST	1391		CerrarSesion	1591235668410	1591235668420	OK	 
REQUEST	987		CerrarSesion	1591235668410	1591235668487	OK	 
REQUEST	989		CerrarSesion	1591235668420	1591235668487	OK	 
REQUEST	1238		CerrarSesion	1591235668420	1591235668487	OK	 
REQUEST	1124		CerrarSesion	1591235668410	1591235668487	OK	 
REQUEST	1184		CerrarSesion	1591235668410	1591235668488	OK	 
REQUEST	1350		CerrarSesion	1591235668420	1591235668488	OK	 
REQUEST	1043		CerrarSesion	1591235668410	1591235668488	OK	 
REQUEST	1240		CerrarSesion	1591235668410	1591235668488	OK	 
REQUEST	899		CerrarSesion	1591235668420	1591235668490	OK	 
REQUEST	1252		CerrarSesion	1591235668431	1591235668491	OK	 
REQUEST	1269		CerrarSesion	1591235668420	1591235668491	OK	 
USER	Publicar	414	END	1591235305035	1591235674190
USER	ListadoCursos	1348	END	1591235371371	1591235674221
USER	Publicar	382	END	1591235302465	1591235674221
USER	Publicar	634	END	1591235320464	1591235674243
USER	Publicar	145	END	1591235285600	1591235674253
USER	ListadoCursos	1103	END	1591235353533	1591235674294
USER	ListadoCursos	991	END	1591235345630	1591235674305
USER	Publicar	775	END	1591235330944	1591235674320
USER	ListadoCursos	1119	END	1591235354734	1591235674330
USER	ListadoCursos	1222	END	1591235362328	1591235674373
USER	ListadoCursos	1274	END	1591235365920	1591235674383
USER	ListadoCursos	1347	END	1591235371217	1591235674405
USER	ListadoCursos	1160	END	1591235357597	1591235674415
USER	ListadoCursos	1301	END	1591235367743	1591235674415
USER	ListadoCursos	1345	END	1591235370970	1591235674415
USER	ListadoCursos	1273	END	1591235365778	1591235674420
USER	Publicar	143	END	1591235285310	1591235674420
USER	ListadoCursos	1245	END	1591235363796	1591235674420
USER	ListadoCursos	1290	END	1591235367170	1591235674420
USER	ListadoCursos	1247	END	1591235364047	1591235674420
USER	ListadoCursos	1318	END	1591235369220	1591235674430
USER	ListadoCursos	1262	END	1591235365267	1591235674430
USER	ListadoCursos	1382	END	1591235373305	1591235674430
USER	ListadoCursos	1191	END	1591235360025	1591235674430
USER	ListadoCursos	1302	END	1591235367913	1591235674430
USER	ListadoCursos	1344	END	1591235370785	1591235674430
USER	ListadoCursos	1370	END	1591235372583	1591235674430
USER	ListadoCursos	1134	END	1591235355881	1591235674430
USER	ListadoCursos	1260	END	1591235364994	1591235674430
USER	ListadoCursos	1396	END	1591235374509	1591235674430
USER	ListadoCursos	1326	END	1591235369464	1591235674430
USER	ListadoCursos	1284	END	1591235366462	1591235674440
USER	ListadoCursos	1257	END	1591235364549	1591235674440
USER	ListadoCursos	1285	END	1591235366463	1591235674440
USER	ListadoCursos	1374	END	1591235373157	1591235674440
USER	ListadoCursos	844	END	1591235335398	1591235674440
USER	ListadoCursos	952	END	1591235342821	1591235674440
USER	ListadoCursos	1386	END	1591235373895	1591235674440
USER	Publicar	329	END	1591235298883	1591235674440
USER	Publicar	344	END	1591235300031	1591235674440
USER	Publicar	158	END	1591235286464	1591235674440
USER	Publicar	284	END	1591235295460	1591235674440
USER	Publicar	302	END	1591235297022	1591235674441
USER	ListadoCursos	1356	END	1591235371664	1591235674441
USER	Publicar	409	END	1591235304310	1591235674441
USER	ListadoCursos	1368	END	1591235372309	1591235674441
USER	ListadoCursos	1313	END	1591235368495	1591235674441
USER	Publicar	246	END	1591235293033	1591235674441
USER	Publicar	148	END	1591235286021	1591235674450
USER	ListadoCursos	1243	END	1591235363510	1591235674450
USER	Publicar	135	END	1591235285164	1591235674450
USER	Publicar	242	END	1591235292450	1591235674450
USER	ListadoCursos	1288	END	1591235366915	1591235674450
USER	ListadoCursos	912	END	1591235340231	1591235674451
USER	ListadoCursos	1300	END	1591235367610	1591235674451
USER	Publicar	256	END	1591235293450	1591235674451
USER	ListadoCursos	1023	END	1591235348204	1591235674451
USER	ListadoCursos	1359	END	1591235372107	1591235674451
USER	Publicar	498	END	1591235311030	1591235674451
USER	Publicar	129	END	1591235284302	1591235674451
USER	Publicar	245	END	1591235292881	1591235674451
USER	ListadoCursos	896	END	1591235338908	1591235674451
USER	ListadoCursos	1330	END	1591235370004	1591235674461
USER	ListadoCursos	1217	END	1591235361666	1591235674461
USER	ListadoCursos	880	END	1591235337741	1591235674461
USER	ListadoCursos	1328	END	1591235369749	1591235674461
USER	Publicar	370	END	1591235301741	1591235674461
USER	ListadoCursos	1385	END	1591235373744	1591235674461
USER	ListadoCursos	1400	END	1591235375069	1591235674461
USER	Publicar	147	END	1591235285884	1591235674461
USER	ListadoCursos	1399	END	1591235374933	1591235674461
USER	Publicar	315	END	1591235297875	1591235674471
USER	Publicar	285	END	1591235295600	1591235674471
USER	ListadoCursos	1342	END	1591235370504	1591235674471
USER	Publicar	202	END	1591235289745	1591235674471
USER	Publicar	328	END	1591235298741	1591235674471
USER	ListadoCursos	1331	END	1591235370157	1591235674471
USER	ListadoCursos	1398	END	1591235374770	1591235674471
USER	Publicar	469	END	1591235308882	1591235674472
USER	Publicar	384	END	1591235302740	1591235674472
USER	Publicar	339	END	1591235299310	1591235674482
USER	ListadoCursos	954	END	1591235343114	1591235674482
USER	Publicar	368	END	1591235301452	1591235674482
USER	ListadoCursos	1303	END	1591235368031	1591235674482
USER	Publicar	453	END	1591235307585	1591235674492
USER	Publicar	355	END	1591235300600	1591235674492
USER	ListadoCursos	1232	END	1591235362877	1591235674492
USER	Publicar	316	END	1591235298013	1591235674492
USER	Publicar	188	END	1591235288744	1591235674492
USER	ListadoCursos	1355	END	1591235371530	1591235674493
USER	Publicar	303	END	1591235297176	1591235674493
USER	ListadoCursos	978	END	1591235344597	1591235674493
USER	ListadoCursos	953	END	1591235342969	1591235674493
USER	Publicar	522	END	1591235312462	1591235674493
USER	Publicar	247	END	1591235293174	1591235674493
USER	Publicar	411	END	1591235304603	1591235674493
USER	Publicar	340	END	1591235299460	1591235674493
USER	ListadoCursos	966	END	1591235343902	1591235674493
USER	Publicar	190	END	1591235289030	1591235674493
USER	ListadoCursos	936	END	1591235341638	1591235674503
USER	Publicar	201	END	1591235289600	1591235674503
USER	Publicar	345	END	1591235300170	1591235674503
USER	Publicar	205	END	1591235290171	1591235674503
USER	Publicar	317	END	1591235298164	1591235674503
USER	ListadoCursos	1019	END	1591235347645	1591235674503
USER	ListadoCursos	941	END	1591235342308	1591235674503
USER	Publicar	216	END	1591235290743	1591235674503
USER	ListadoCursos	994	END	1591235346037	1591235674513
USER	Publicar	371	END	1591235301882	1591235674513
USER	Publicar	213	END	1591235290312	1591235674513
USER	ListadoCursos	1357	END	1591235371808	1591235674513
USER	ListadoCursos	1371	END	1591235372741	1591235674513
USER	Publicar	331	END	1591235299171	1591235674513
USER	Publicar	313	END	1591235297586	1591235674513
USER	Publicar	482	END	1591235309740	1591235674524
USER	ListadoCursos	1358	END	1591235371959	1591235674524
USER	ListadoCursos	964	END	1591235343614	1591235674524
USER	ListadoCursos	1369	END	1591235372459	1591235674524
USER	Publicar	243	END	1591235292604	1591235674524
USER	ListadoCursos	892	END	1591235338349	1591235674524
USER	Publicar	401	END	1591235304170	1591235674535
USER	Publicar	255	END	1591235293311	1591235674535
USER	Publicar	423	END	1591235305310	1591235674535
USER	Publicar	244	END	1591235292745	1591235674546
USER	Publicar	495	END	1591235310602	1591235674546
USER	Publicar	415	END	1591235305171	1591235674546
USER	Publicar	443	END	1591235307175	1591235674546
USER	Publicar	373	END	1591235302171	1591235674546
USER	Publicar	413	END	1591235304892	1591235674546
USER	ListadoCursos	1388	END	1591235374187	1591235674546
USER	Publicar	494	END	1591235310465	1591235674546
USER	ListadoCursos	1006	END	1591235346667	1591235674550
USER	Publicar	386	END	1591235303030	1591235674550
USER	ListadoCursos	939	END	1591235342088	1591235674550
USER	ListadoCursos	1373	END	1591235373012	1591235674550
USER	ListadoCursos	992	END	1591235345709	1591235674550
USER	Publicar	526	END	1591235313033	1591235674560
USER	Publicar	272	END	1591235294742	1591235674560
USER	ListadoCursos	981	END	1591235345083	1591235674560
USER	Publicar	470	END	1591235309025	1591235674560
USER	ListadoCursos	1008	END	1591235347035	1591235674560
USER	Publicar	356	END	1591235300742	1591235674570
USER	Publicar	288	END	1591235296030	1591235674571
USER	Publicar	372	END	1591235302024	1591235674571
USER	Publicar	343	END	1591235299883	1591235674581
USER	ListadoCursos	881	END	1591235337840	1591235674581
USER	Publicar	257	END	1591235293605	1591235674581
USER	Publicar	342	END	1591235299741	1591235674581
USER	Publicar	438	END	1591235306454	1591235674581
USER	ListadoCursos	968	END	1591235344188	1591235674581
USER	Publicar	314	END	1591235297733	1591235674581
USER	Publicar	353	END	1591235300312	1591235674581
USER	Publicar	399	END	1591235303881	1591235674592
USER	ListadoCursos	1384	END	1591235373601	1591235674592
USER	Publicar	410	END	1591235304462	1591235674592
USER	Publicar	480	END	1591235309451	1591235674592
USER	ListadoCursos	1315	END	1591235368843	1591235674592
USER	Publicar	437	END	1591235306313	1591235674592
USER	Publicar	426	END	1591235305742	1591235674592
USER	Publicar	442	END	1591235307021	1591235674592
USER	Publicar	330	END	1591235299021	1591235674592
USER	Publicar	452	END	1591235307445	1591235674592
USER	Publicar	553	END	1591235314880	1591235674592
USER	Publicar	385	END	1591235302884	1591235674603
USER	ListadoCursos	977	END	1591235344522	1591235674603
USER	Publicar	428	END	1591235306033	1591235674603
USER	ListadoCursos	1018	END	1591235347521	1591235674603
USER	Publicar	397	END	1591235303602	1591235674603
USER	Publicar	299	END	1591235296593	1591235674603
USER	ListadoCursos	979	END	1591235344742	1591235674603
USER	Publicar	357	END	1591235300894	1591235674603
USER	Publicar	369	END	1591235301594	1591235674603
USER	ListadoCursos	1270	END	1591235365343	1591235674603
USER	Publicar	493	END	1591235310310	1591235674603
USER	Publicar	592	END	1591235317454	1591235674603
USER	ListadoCursos	951	END	1591235342724	1591235674603
USER	ListadoCursos	852	END	1591235335780	1591235674603
USER	Publicar	359	END	1591235301175	1591235674613
USER	ListadoCursos	1395	END	1591235374372	1591235674613
USER	Publicar	481	END	1591235309600	1591235674613
USER	ListadoCursos	1397	END	1591235374640	1591235674613
USER	ListadoCursos	963	END	1591235343498	1591235674613
USER	ListadoCursos	937	END	1591235341741	1591235674613
USER	Publicar	455	END	1591235307875	1591235674613
USER	ListadoCursos	1051	END	1591235350056	1591235674613
USER	Publicar	354	END	1591235300464	1591235674613
USER	ListadoCursos	1272	END	1591235365633	1591235674613
USER	Publicar	454	END	1591235307732	1591235674613
USER	Publicar	552	END	1591235314742	1591235674613
USER	Publicar	412	END	1591235304742	1591235674613
USER	Publicar	396	END	1591235303465	1591235674613
USER	Publicar	398	END	1591235303744	1591235674623
USER	Publicar	341	END	1591235299601	1591235674623
USER	Publicar	395	END	1591235303312	1591235674623
USER	ListadoCursos	1387	END	1591235374022	1591235674623
USER	Publicar	429	END	1591235306174	1591235674623
USER	Publicar	483	END	1591235309881	1591235674623
USER	Publicar	568	END	1591235316034	1591235674623
USER	Publicar	300	END	1591235296740	1591235674624
USER	Publicar	400	END	1591235304033	1591235674624
USER	Publicar	233	END	1591235292172	1591235674634
USER	Publicar	581	END	1591235316880	1591235674634
USER	Publicar	511	END	1591235311886	1591235674634
USER	ListadoCursos	1032	END	1591235348351	1591235674634
USER	Publicar	694	END	1591235325015	1591235674634
USER	Publicar	593	END	1591235317602	1591235674634
USER	Publicar	605	END	1591235318310	1591235674634
USER	Publicar	496	END	1591235310745	1591235674634
USER	Publicar	582	END	1591235317020	1591235674645
USER	Publicar	512	END	1591235312034	1591235674645
USER	Publicar	524	END	1591235312745	1591235674645
USER	Publicar	471	END	1591235309173	1591235674645
USER	Publicar	381	END	1591235302313	1591235674645
USER	ListadoCursos	920	END	1591235340621	1591235674645
USER	ListadoCursos	938	END	1591235341877	1591235674645
USER	ListadoCursos	1203	END	1591235360911	1591235674655
USER	Publicar	163	END	1591235287173	1591235674655
USER	Publicar	451	END	1591235307305	1591235674655
USER	Publicar	638	END	1591235321080	1591235674655
USER	Publicar	427	END	1591235305882	1591235674655
USER	Publicar	540	END	1591235314023	1591235674655
USER	Publicar	583	END	1591235317173	1591235674655
USER	Publicar	665	END	1591235322871	1591235674655
USER	Publicar	625	END	1591235320171	1591235674655
USER	Publicar	367	END	1591235301310	1591235674665
USER	ListadoCursos	799	END	1591235331673	1591235674665
USER	Publicar	523	END	1591235312602	1591235674665
USER	Publicar	327	END	1591235298604	1591235674665
USER	Publicar	439	END	1591235306605	1591235674665
USER	Publicar	591	END	1591235317316	1591235674665
USER	Publicar	513	END	1591235312171	1591235674665
USER	Publicar	525	END	1591235312884	1591235674665
USER	Publicar	424	END	1591235305461	1591235674665
USER	Publicar	569	END	1591235316174	1591235674665
USER	ListadoCursos	956	END	1591235343389	1591235674675
USER	Publicar	510	END	1591235311744	1591235674675
USER	Publicar	564	END	1591235315462	1591235674675
USER	Publicar	539	END	1591235313883	1591235674675
USER	Publicar	549	END	1591235314315	1591235674675
USER	Publicar	550	END	1591235314451	1591235674675
USER	Publicar	622	END	1591235319741	1591235674675
USER	Publicar	563	END	1591235315314	1591235674675
USER	Publicar	579	END	1591235316603	1591235674675
USER	Publicar	440	END	1591235306740	1591235674675
USER	Publicar	508	END	1591235311460	1591235674675
USER	Publicar	270	END	1591235294452	1591235674675
USER	ListadoCursos	1009	END	1591235347143	1591235674680
USER	ListadoCursos	1372	END	1591235372887	1591235674680
USER	Publicar	681	END	1591235324297	1591235674680
USER	Publicar	554	END	1591235315020	1591235674680
USER	Publicar	465	END	1591235308310	1591235674680
USER	Publicar	637	END	1591235320884	1591235674680
USER	Publicar	467	END	1591235308592	1591235674680
USER	Publicar	551	END	1591235314603	1591235674680
USER	ListadoCursos	1020	END	1591235347827	1591235674680
USER	Publicar	269	END	1591235294315	1591235674680
USER	Publicar	537	END	1591235313602	1591235674680
USER	Publicar	484	END	1591235310022	1591235674680
USER	Publicar	479	END	1591235309310	1591235674680
USER	Publicar	566	END	1591235315742	1591235674680
USER	Publicar	706	END	1591235325605	1591235674691
USER	ListadoCursos	1244	END	1591235363708	1591235674691
USER	Publicar	507	END	1591235311313	1591235674691
USER	Publicar	610	END	1591235319033	1591235674691
USER	Publicar	633	END	1591235320312	1591235674691
USER	ListadoCursos	950	END	1591235342578	1591235674691
USER	Publicar	596	END	1591235318032	1591235674691
USER	Publicar	621	END	1591235319602	1591235674691
USER	Publicar	485	END	1591235310170	1591235674691
USER	ListadoCursos	1383	END	1591235373461	1591235674691
USER	Publicar	456	END	1591235308011	1591235674702
USER	Publicar	229	END	1591235291605	1591235674702
USER	Publicar	358	END	1591235301035	1591235674702
USER	Publicar	578	END	1591235316450	1591235674702
USER	Publicar	191	END	1591235289174	1591235674702
USER	ListadoCursos	967	END	1591235344070	1591235674702
USER	Publicar	497	END	1591235310890	1591235674702
USER	Publicar	595	END	1591235317883	1591235674702
USER	Publicar	792	END	1591235332180	1591235674702
USER	Publicar	796	END	1591235332644	1591235674713
USER	ListadoCursos	1079	END	1591235352137	1591235674713
USER	Publicar	636	END	1591235320742	1591235674713
USER	Publicar	538	END	1591235313742	1591235674713
USER	Publicar	745	END	1591235328326	1591235674713
USER	ListadoCursos	1038	END	1591235349200	1591235674713
USER	Publicar	666	END	1591235323029	1591235674713
USER	ListadoCursos	1090	END	1591235352671	1591235674724
USER	Publicar	457	END	1591235308165	1591235674724
USER	Publicar	607	END	1591235318605	1591235674724
USER	Publicar	536	END	1591235313455	1591235674724
USER	Publicar	676	END	1591235323583	1591235674724
USER	Publicar	795	END	1591235332468	1591235674724
USER	ListadoCursos	1050	END	1591235349922	1591235674724
USER	Publicar	577	END	1591235316315	1591235674724
USER	Publicar	667	END	1591235323182	1591235674735
USER	Publicar	692	END	1591235324737	1591235674735
USER	Publicar	441	END	1591235306886	1591235674735
USER	Publicar	718	END	1591235326524	1591235674735
USER	Publicar	541	END	1591235314174	1591235674735
USER	Publicar	597	END	1591235318170	1591235674735
USER	Publicar	776	END	1591235331090	1591235674735
USER	Publicar	623	END	1591235319884	1591235674746
REQUEST	1044		CerrarSesion	1591235674781	1591235674785	OK	 
REQUEST	972		CerrarSesion	1591235674792	1591235674795	OK	 
USER	Publicar	816	END	1591235333543	1591235674813
USER	Publicar	662	END	1591235322459	1591235674813
USER	ListadoCursos	1049	END	1591235349741	1591235674813
USER	Publicar	387	END	1591235303171	1591235674813
USER	ListadoCursos	1131	END	1591235355446	1591235674813
USER	Publicar	521	END	1591235312311	1591235674814
USER	Publicar	594	END	1591235317740	1591235674814
USER	Publicar	466	END	1591235308451	1591235674814
USER	ListadoCursos	1136	END	1591235356182	1591235674824
USER	Publicar	609	END	1591235318892	1591235674824
USER	ListadoCursos	1036	END	1591235348892	1591235674824
USER	Publicar	619	END	1591235319315	1591235674824
USER	Publicar	721	END	1591235327032	1591235674835
USER	Publicar	425	END	1591235305601	1591235674835
USER	ListadoCursos	1105	END	1591235353827	1591235674845
USER	Publicar	661	END	1591235322322	1591235674845
USER	ListadoCursos	1004	END	1591235346358	1591235674856
USER	Publicar	639	END	1591235321217	1591235674856
USER	Publicar	624	END	1591235320030	1591235674856
USER	Publicar	693	END	1591235324890	1591235674860
USER	ListadoCursos	1024	END	1591235348298	1591235674860
USER	Publicar	649	END	1591235321582	1591235674860
USER	ListadoCursos	1064	END	1591235350896	1591235674870
USER	Publicar	555	END	1591235315170	1591235674870
USER	Publicar	107	END	1591235283172	1591235674870
USER	Publicar	680	END	1591235324122	1591235674870
USER	ListadoCursos	1047	END	1591235349453	1591235674870
USER	Publicar	635	END	1591235320600	1591235674870
USER	Publicar	509	END	1591235311603	1591235674870
USER	Publicar	834	END	1591235335092	1591235674871
USER	ListadoCursos	1116	END	1591235354301	1591235674871
USER	Publicar	831	END	1591235334617	1591235674871
USER	Publicar	286	END	1591235295743	1591235674881
USER	ListadoCursos	1037	END	1591235349040	1591235674881
