ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590688537350	 	3.3.1
REQUEST	308		Home	1590688590194	1590688590253	OK	 
REQUEST	87		TransportesAcabados	1590688590038	1590688590267	OK	 
REQUEST	86		request_8	1590688590161	1590688590267	OK	 
REQUEST	88		TransportesAcabados	1590688590178	1590688590267	OK	 
REQUEST	208		Authenticated Redirect 1	1590688590171	1590688590283	OK	 
REQUEST	288		request_4	1590688590201	1590688590283	OK	 
USER	TransportesAcabados	309	START	1590688590355	1590688590355
REQUEST	206		request_6	1590688590166	1590688590426	OK	 
REQUEST	85		request_8	1590688590030	1590688590426	OK	 
REQUEST	307		request_1	1590688590202	1590688590473	OK	 
REQUEST	289		request_4	1590688590201	1590688590476	OK	 
REQUEST	209		Authenticated	1590688589824	1590688590477	OK	 
REQUEST	207		Authenticated Redirect 1	1590688590197	1590688590484	OK	 
USER	TransportesAcabados	310	START	1590688590536	1590688590536
REQUEST	87		request_8	1590688590268	1590688590552	OK	 
REQUEST	90		TransportesAcabados	1590688590442	1590688590567	OK	 
REQUEST	308		request_1	1590688590254	1590688590568	OK	 
REQUEST	210		Authenticated	1590688589962	1590688590568	OK	 
REQUEST	88		request_8	1590688590268	1590688590569	OK	 
REQUEST	207		request_6	1590688590484	1590688590592	OK	 
REQUEST	309		Home	1590688590355	1590688590598	OK	 
REQUEST	208		request_6	1590688590283	1590688590598	OK	 
REQUEST	290		Login	1590688590315	1590688590599	OK	 
REQUEST	209		Authenticated Redirect 1	1590688590477	1590688590627	OK	 
REQUEST	89		TransportesAcabados	1590688590315	1590688590628	OK	 
USER	TransportesAcabados	311	START	1590688590691	1590688590691
REQUEST	310		Home	1590688590536	1590688590699	OK	 
REQUEST	310		request_1	1590688590699	1590688590728	OK	 
REQUEST	210		Authenticated Redirect 1	1590688590568	1590688590728	OK	 
REQUEST	211		Authenticated	1590688590094	1590688590732	OK	 
REQUEST	90		request_8	1590688590568	1590688590733	OK	 
REQUEST	291		Login	1590688590624	1590688590733	OK	 
REQUEST	311		Home	1590688590691	1590688590744	OK	 
REQUEST	91		TransportesAcabados	1590688590640	1590688590744	OK	 
REQUEST	292		Login	1590688590674	1590688590752	OK	 
REQUEST	210		request_6	1590688590729	1590688590752	OK	 
REQUEST	209		request_6	1590688590628	1590688590753	OK	 
REQUEST	89		request_8	1590688590629	1590688590755	OK	 
REQUEST	309		request_1	1590688590599	1590688590755	OK	 
REQUEST	311		request_1	1590688590745	1590688590756	OK	 
REQUEST	290		request_4	1590688590600	1590688590756	OK	 
REQUEST	291		request_4	1590688590734	1590688590761	OK	 
REQUEST	292		request_4	1590688590753	1590688590761	OK	 
REQUEST	91		request_8	1590688590745	1590688590765	OK	 
USER	TransportesAcabados	47	END	1590688546705	1590688590774
REQUEST	211		Authenticated Redirect 1	1590688590732	1590688590792	OK	 
REQUEST	293		Login	1590688590774	1590688590796	OK	 
REQUEST	211		request_6	1590688590793	1590688590798	OK	 
REQUEST	293		request_4	1590688590797	1590688590804	OK	 
REQUEST	92		TransportesAcabados	1590688590774	1590688590807	OK	 
REQUEST	92		request_8	1590688590807	1590688590827	OK	 
USER	TransportesAcabados	312	START	1590688590885	1590688590885
REQUEST	312		Home	1590688590885	1590688590902	OK	 
REQUEST	212		Authenticated	1590688590236	1590688590911	OK	 
REQUEST	312		request_1	1590688590902	1590688590915	OK	 
REQUEST	212		Authenticated Redirect 1	1590688590911	1590688590917	OK	 
USER	TransportesAcabados	48	END	1590688546860	1590688590925
REQUEST	212		request_6	1590688590918	1590688590929	OK	 
REQUEST	294		Login	1590688590925	1590688590929	OK	 
REQUEST	294		request_4	1590688590930	1590688590937	OK	 
REQUEST	93		TransportesAcabados	1590688590978	1590688591003	OK	 
USER	TransportesAcabados	49	END	1590688547035	1590688591046
USER	TransportesAcabados	313	START	1590688591045	1590688591045
REQUEST	213		Authenticated	1590688590413	1590688591145	OK	 
USER	TransportesAcabados	50	END	1590688547194	1590688591185
USER	TransportesAcabados	314	START	1590688591217	1590688591217
USER	TransportesAcabados	51	END	1590688547353	1590688591251
REQUEST	93		request_8	1590688591004	1590688591302	OK	 
REQUEST	214		Authenticated	1590688590624	1590688591308	OK	 
REQUEST	295		Login	1590688591092	1590688591309	OK	 
REQUEST	313		Home	1590688591046	1590688591322	OK	 
REQUEST	314		Home	1590688591218	1590688591322	OK	 
REQUEST	94		TransportesAcabados	1590688591185	1590688591339	OK	 
USER	TransportesAcabados	315	START	1590688591352	1590688591352
REQUEST	213		Authenticated Redirect 1	1590688591145	1590688591355	OK	 
REQUEST	215		Authenticated	1590688590809	1590688591356	OK	 
USER	TransportesAcabados	52	END	1590688547525	1590688591376
REQUEST	295		request_4	1590688591309	1590688591379	OK	 
REQUEST	214		Authenticated Redirect 1	1590688591308	1590688591380	OK	 
REQUEST	313		request_1	1590688591322	1590688591392	OK	 
REQUEST	95		TransportesAcabados	1590688591325	1590688591392	OK	 
REQUEST	314		request_1	1590688591322	1590688591441	OK	 
REQUEST	94		request_8	1590688591339	1590688591444	OK	 
REQUEST	213		request_6	1590688591355	1590688591444	OK	 
REQUEST	315		Home	1590688591353	1590688591462	OK	 
REQUEST	214		request_6	1590688591381	1590688591462	OK	 
REQUEST	296		Login	1590688591338	1590688591462	OK	 
REQUEST	215		Authenticated Redirect 1	1590688591357	1590688591463	OK	 
REQUEST	216		Authenticated	1590688590954	1590688591467	OK	 
REQUEST	95		request_8	1590688591392	1590688591472	OK	 
REQUEST	296		request_4	1590688591463	1590688591472	OK	 
REQUEST	315		request_1	1590688591463	1590688591476	OK	 
REQUEST	215		request_6	1590688591464	1590688591476	OK	 
REQUEST	216		Authenticated Redirect 1	1590688591467	1590688591480	OK	 
REQUEST	216		request_6	1590688591480	1590688591484	OK	 
REQUEST	297		Login	1590688591485	1590688591490	OK	 
REQUEST	297		request_4	1590688591490	1590688591495	OK	 
USER	TransportesAcabados	316	START	1590688591523	1590688591523
REQUEST	316		Home	1590688591523	1590688591530	OK	 
REQUEST	96		TransportesAcabados	1590688591523	1590688591532	OK	 
REQUEST	316		request_1	1590688591531	1590688591536	OK	 
REQUEST	96		request_8	1590688591533	1590688591544	OK	 
USER	TransportesAcabados	317	START	1590688591691	1590688591691
REQUEST	317		Home	1590688591691	1590688591697	OK	 
REQUEST	298		Login	1590688591686	1590688591698	OK	 
REQUEST	317		request_1	1590688591699	1590688591709	OK	 
REQUEST	298		request_4	1590688591699	1590688591718	OK	 
USER	TransportesAcabados	53	END	1590688547695	1590688591755
REQUEST	299		Login	1590688591755	1590688591789	OK	 
REQUEST	217		Authenticated	1590688591092	1590688591795	OK	 
REQUEST	217		Authenticated Redirect 1	1590688591795	1590688591802	OK	 
REQUEST	299		request_4	1590688591790	1590688591803	OK	 
USER	TransportesAcabados	55	END	1590688548021	1590688591804
USER	TransportesAcabados	54	END	1590688547856	1590688591804
USER	TransportesAcabados	56	END	1590688548202	1590688591805
REQUEST	217		request_6	1590688591803	1590688591833	OK	 
USER	TransportesAcabados	318	START	1590688591872	1590688591872
REQUEST	318		Home	1590688591872	1590688591903	OK	 
REQUEST	318		request_1	1590688591903	1590688591907	OK	 
USER	TransportesAcabados	57	END	1590688548375	1590688591924
USER	TransportesAcabados	319	START	1590688592024	1590688592024
USER	TransportesAcabados	58	END	1590688548532	1590688592138
USER	TransportesAcabados	320	START	1590688592196	1590688592196
USER	TransportesAcabados	59	END	1590688548705	1590688592246
USER	TransportesAcabados	321	START	1590688592359	1590688592359
REQUEST	97		TransportesAcabados	1590688592007	1590688592383	OK	 
REQUEST	219		Authenticated	1590688591750	1590688592405	OK	 
REQUEST	218		Authenticated	1590688591325	1590688592406	OK	 
REQUEST	220		Authenticated	1590688591872	1590688592490	OK	 
REQUEST	99		TransportesAcabados	1590688592155	1590688592492	OK	 
REQUEST	221		Authenticated	1590688591832	1590688592497	OK	 
REQUEST	98		TransportesAcabados	1590688592024	1590688592498	OK	 
USER	TransportesAcabados	60	END	1590688548870	1590688592516
USER	TransportesAcabados	322	START	1590688592526	1590688592526
REQUEST	319		Home	1590688592025	1590688592528	OK	 
REQUEST	219		Authenticated Redirect 1	1590688592405	1590688592528	OK	 
REQUEST	101		TransportesAcabados	1590688592382	1590688592529	OK	 
REQUEST	320		Home	1590688592196	1590688592545	OK	 
REQUEST	300		Login	1590688592312	1590688592545	OK	 
REQUEST	222		Authenticated	1590688591955	1590688592546	OK	 
REQUEST	100		TransportesAcabados	1590688592259	1590688592563	OK	 
REQUEST	220		Authenticated Redirect 1	1590688592490	1590688592574	OK	 
REQUEST	321		Home	1590688592359	1590688592574	OK	 
USER	TransportesAcabados	323	START	1590688592691	1590688592691
REQUEST	97		request_8	1590688592384	1590688592702	OK	 
REQUEST	98		request_8	1590688592498	1590688592719	OK	 
REQUEST	218		Authenticated Redirect 1	1590688592406	1590688592743	OK	 
REQUEST	99		request_8	1590688592492	1590688592746	OK	 
USER	TransportesAcabados	324	START	1590688592864	1590688592864
REQUEST	319		request_1	1590688592529	1590688592946	OK	 
REQUEST	219		request_6	1590688592529	1590688592946	OK	 
REQUEST	101		request_8	1590688592530	1590688592958	OK	 
REQUEST	224		Authenticated	1590688592293	1590688592958	OK	 
REQUEST	320		request_1	1590688592546	1590688592959	OK	 
REQUEST	323		Home	1590688592692	1590688592959	OK	 
REQUEST	221		Authenticated Redirect 1	1590688592497	1590688592964	OK	 
REQUEST	102		TransportesAcabados	1590688592536	1590688592967	OK	 
REQUEST	322		Home	1590688592526	1590688592976	OK	 
REQUEST	103		TransportesAcabados	1590688592722	1590688592984	OK	 
REQUEST	300		request_4	1590688592546	1590688592989	OK	 
REQUEST	301		Login	1590688592657	1590688592990	OK	 
USER	TransportesAcabados	61	END	1590688549032	1590688593008
REQUEST	321		request_1	1590688592574	1590688593009	OK	 
REQUEST	223		Authenticated	1590688592155	1590688593009	OK	 
REQUEST	302		Login	1590688592867	1590688593010	OK	 
REQUEST	100		request_8	1590688592563	1590688593015	OK	 
REQUEST	104		TransportesAcabados	1590688592901	1590688593015	OK	 
REQUEST	222		Authenticated Redirect 1	1590688592547	1590688593016	OK	 
USER	TransportesAcabados	325	START	1590688593026	1590688593026
REQUEST	324		Home	1590688592864	1590688593028	OK	 
REQUEST	218		request_6	1590688592743	1590688593036	OK	 
REQUEST	225		Authenticated	1590688592438	1590688593039	OK	 
REQUEST	221		request_6	1590688592965	1590688593039	OK	 
REQUEST	220		request_6	1590688592574	1590688593040	OK	 
REQUEST	103		request_8	1590688592985	1590688593048	OK	 
REQUEST	324		request_1	1590688593028	1590688593051	OK	 
REQUEST	224		Authenticated Redirect 1	1590688592958	1590688593059	OK	 
REQUEST	322		request_1	1590688592977	1590688593059	OK	 
REQUEST	323		request_1	1590688592959	1590688593091	OK	 
REQUEST	301		request_4	1590688592991	1590688593100	OK	 
REQUEST	223		Authenticated Redirect 1	1590688593009	1590688593102	OK	 
REQUEST	104		request_8	1590688593016	1590688593120	OK	 
REQUEST	302		request_4	1590688593010	1590688593120	OK	 
REQUEST	102		request_8	1590688592967	1590688593121	OK	 
REQUEST	105		TransportesAcabados	1590688593007	1590688593121	OK	 
REQUEST	325		Home	1590688593026	1590688593132	OK	 
REQUEST	222		request_6	1590688593016	1590688593135	OK	 
USER	TransportesAcabados	62	END	1590688549204	1590688593154
REQUEST	303		Login	1590688593014	1590688593155	OK	 
REQUEST	225		Authenticated Redirect 1	1590688593039	1590688593155	OK	 
USER	TransportesAcabados	63	END	1590688549360	1590688593187
USER	TransportesAcabados	326	START	1590688593188	1590688593188
USER	TransportesAcabados	64	END	1590688549535	1590688593287
USER	TransportesAcabados	327	START	1590688593353	1590688593353
USER	TransportesAcabados	328	START	1590688593521	1590688593521
REQUEST	223		request_6	1590688593102	1590688593524	OK	 
REQUEST	226		Authenticated	1590688592623	1590688593524	OK	 
REQUEST	304		Login	1590688593007	1590688593544	OK	 
REQUEST	105		request_8	1590688593121	1590688593547	OK	 
REQUEST	106		TransportesAcabados	1590688593118	1590688593547	OK	 
REQUEST	224		request_6	1590688593060	1590688593558	OK	 
REQUEST	227		Authenticated	1590688592963	1590688593558	OK	 
USER	TransportesAcabados	66	END	1590688549865	1590688593607
USER	TransportesAcabados	65	END	1590688549703	1590688593611
REQUEST	225		request_6	1590688593156	1590688593611	OK	 
REQUEST	303		request_4	1590688593156	1590688593617	OK	 
USER	TransportesAcabados	67	END	1590688550031	1590688593674
USER	TransportesAcabados	329	START	1590688593692	1590688593692
REQUEST	306		Login	1590688593220	1590688593695	OK	 
REQUEST	226		Authenticated Redirect 1	1590688593525	1590688593723	OK	 
REQUEST	228		Authenticated	1590688593043	1590688593734	OK	 
REQUEST	326		Home	1590688593188	1590688593734	OK	 
REQUEST	325		request_1	1590688593132	1590688593734	OK	 
REQUEST	107		TransportesAcabados	1590688593328	1590688593740	OK	 
REQUEST	108		TransportesAcabados	1590688593506	1590688593751	OK	 
REQUEST	305		Login	1590688593187	1590688593757	OK	 
REQUEST	308		Login	1590688593595	1590688593758	OK	 
REQUEST	327		Home	1590688593353	1590688593771	OK	 
REQUEST	229		Authenticated	1590688593119	1590688593776	OK	 
REQUEST	227		Authenticated Redirect 1	1590688593558	1590688593792	OK	 
REQUEST	328		Home	1590688593521	1590688593792	OK	 
REQUEST	307		Login	1590688593506	1590688593802	OK	 
REQUEST	329		Home	1590688593692	1590688593805	OK	 
REQUEST	106		request_8	1590688593548	1590688593817	OK	 
REQUEST	226		request_6	1590688593724	1590688593840	OK	 
USER	TransportesAcabados	68	END	1590688550204	1590688593847
USER	TransportesAcabados	330	START	1590688593854	1590688593854
REQUEST	308		request_4	1590688593759	1590688593856	OK	 
REQUEST	304		request_4	1590688593544	1590688593859	OK	 
REQUEST	329		request_1	1590688593806	1590688593869	OK	 
REQUEST	326		request_1	1590688593734	1590688593869	OK	 
REQUEST	305		request_4	1590688593758	1590688593871	OK	 
REQUEST	228		Authenticated Redirect 1	1590688593734	1590688593878	OK	 
REQUEST	328		request_1	1590688593792	1590688593879	OK	 
REQUEST	108		request_8	1590688593751	1590688593880	OK	 
REQUEST	227		request_6	1590688593792	1590688593883	OK	 
REQUEST	229		Authenticated Redirect 1	1590688593777	1590688593884	OK	 
REQUEST	327		request_1	1590688593772	1590688593889	OK	 
REQUEST	109		TransportesAcabados	1590688593754	1590688593890	OK	 
REQUEST	311		Login	1590688593791	1590688593894	OK	 
REQUEST	107		request_8	1590688593741	1590688593896	OK	 
REQUEST	310		Login	1590688593791	1590688593896	OK	 
REQUEST	230		Authenticated	1590688593258	1590688593902	OK	 
REQUEST	309		Login	1590688593791	1590688593902	OK	 
REQUEST	311		request_4	1590688593895	1590688593904	OK	 
REQUEST	309		request_4	1590688593903	1590688593909	OK	 
REQUEST	330		Home	1590688593854	1590688593910	OK	 
REQUEST	109		request_8	1590688593891	1590688593911	OK	 
REQUEST	228		request_6	1590688593879	1590688593912	OK	 
REQUEST	306		request_4	1590688593696	1590688593916	OK	 
REQUEST	310		request_4	1590688593897	1590688593920	OK	 
REQUEST	307		request_4	1590688593802	1590688593920	OK	 
REQUEST	230		Authenticated Redirect 1	1590688593902	1590688593921	OK	 
REQUEST	229		request_6	1590688593885	1590688593923	OK	 
REQUEST	330		request_1	1590688593911	1590688593923	OK	 
REQUEST	230		request_6	1590688593922	1590688593926	OK	 
REQUEST	312		Login	1590688593940	1590688593955	OK	 
REQUEST	110		TransportesAcabados	1590688593940	1590688593958	OK	 
REQUEST	312		request_4	1590688593956	1590688593961	OK	 
REQUEST	110		request_8	1590688593959	1590688593967	OK	 
USER	TransportesAcabados	69	END	1590688550375	1590688594001
REQUEST	111		TransportesAcabados	1590688594001	1590688594011	OK	 
USER	TransportesAcabados	331	START	1590688594034	1590688594034
REQUEST	111		request_8	1590688594011	1590688594042	OK	 
REQUEST	331		Home	1590688594035	1590688594045	OK	 
REQUEST	331		request_1	1590688594046	1590688594050	OK	 
REQUEST	112		TransportesAcabados	1590688594120	1590688594143	OK	 
REQUEST	112		request_8	1590688594143	1590688594159	OK	 
USER	TransportesAcabados	332	START	1590688594195	1590688594195
REQUEST	332		Home	1590688594195	1590688594218	OK	 
REQUEST	231		Authenticated	1590688593402	1590688594223	OK	 
REQUEST	332		request_1	1590688594218	1590688594241	OK	 
REQUEST	231		Authenticated Redirect 1	1590688594224	1590688594244	OK	 
REQUEST	231		request_6	1590688594245	1590688594268	OK	 
USER	TransportesAcabados	70	END	1590688550536	1590688594277
REQUEST	232		Authenticated	1590688593611	1590688594338	OK	 
REQUEST	113		TransportesAcabados	1590688594333	1590688594345	OK	 
REQUEST	232		Authenticated Redirect 1	1590688594338	1590688594354	OK	 
REQUEST	232		request_6	1590688594355	1590688594359	OK	 
REQUEST	113		request_8	1590688594345	1590688594362	OK	 
USER	TransportesAcabados	333	START	1590688594362	1590688594362
REQUEST	333		Home	1590688594362	1590688594367	OK	 
REQUEST	333		request_1	1590688594368	1590688594372	OK	 
REQUEST	313		Login	1590688594427	1590688594445	OK	 
REQUEST	313		request_4	1590688594445	1590688594452	OK	 
REQUEST	314		Login	1590688594453	1590688594467	OK	 
REQUEST	233		Authenticated	1590688593853	1590688594475	OK	 
REQUEST	314		request_4	1590688594467	1590688594478	OK	 
REQUEST	233		Authenticated Redirect 1	1590688594476	1590688594480	OK	 
REQUEST	233		request_6	1590688594481	1590688594485	OK	 
REQUEST	315		Login	1590688594491	1590688594496	OK	 
REQUEST	315		request_4	1590688594497	1590688594501	OK	 
REQUEST	234		Authenticated	1590688593966	1590688594510	OK	 
REQUEST	234		Authenticated Redirect 1	1590688594511	1590688594515	OK	 
REQUEST	234		request_6	1590688594516	1590688594520	OK	 
USER	TransportesAcabados	334	START	1590688594524	1590688594524
REQUEST	334		Home	1590688594524	1590688594530	OK	 
REQUEST	334		request_1	1590688594530	1590688594534	OK	 
REQUEST	316		Login	1590688594555	1590688594560	OK	 
REQUEST	316		request_4	1590688594561	1590688594566	OK	 
USER	TransportesAcabados	71	END	1590688550701	1590688594581
REQUEST	235		Authenticated	1590688594135	1590688594680	OK	 
REQUEST	235		Authenticated Redirect 1	1590688594680	1590688594692	OK	 
USER	TransportesAcabados	72	END	1590688550874	1590688594691
USER	TransportesAcabados	335	START	1590688594693	1590688594693
REQUEST	235		request_6	1590688594692	1590688594699	OK	 
