ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCursosDisponibles	vercursosdisponibles	1591032725147	 	3.3.1
REQUEST	284		IniciadoSesion	1591032768018	1591032768533	OK	 
REQUEST	284		IniciadoSesion Redirect 1	1591032768533	1591032768537	OK	 
USER	VerCursosDisponibles	507	START	1591032768570	1591032768570
REQUEST	507		Home	1591032768570	1591032768577	OK	 
REQUEST	155		VerCursos	1591032768570	1591032768584	OK	 
USER	VerCursosDisponibles	155	END	1591032739229	1591032768584
REQUEST	447		IniciarSesion	1591032768585	1591032768590	OK	 
REQUEST	285		IniciadoSesion	1591032768087	1591032768633	OK	 
REQUEST	285		IniciadoSesion Redirect 1	1591032768633	1591032768638	OK	 
REQUEST	156		VerCursos	1591032768628	1591032768646	OK	 
USER	VerCursosDisponibles	156	END	1591032739308	1591032768646
USER	VerCursosDisponibles	508	START	1591032768653	1591032768653
REQUEST	508		Home	1591032768654	1591032768664	OK	 
REQUEST	448		IniciarSesion	1591032768660	1591032768667	OK	 
REQUEST	157		VerCursos	1591032768713	1591032768739	OK	 
USER	VerCursosDisponibles	157	END	1591032739387	1591032768740
USER	VerCursosDisponibles	509	START	1591032768749	1591032768749
REQUEST	509		Home	1591032768749	1591032768760	OK	 
REQUEST	449		IniciarSesion	1591032768749	1591032768760	OK	 
REQUEST	286		IniciadoSesion	1591032768169	1591032768772	OK	 
REQUEST	286		IniciadoSesion Redirect 1	1591032768772	1591032768777	OK	 
REQUEST	158		VerCursos	1591032768805	1591032768820	OK	 
USER	VerCursosDisponibles	158	END	1591032739477	1591032768821
REQUEST	450		IniciarSesion	1591032768828	1591032768838	OK	 
REQUEST	287		IniciadoSesion	1591032768261	1591032768842	OK	 
REQUEST	287		IniciadoSesion Redirect 1	1591032768842	1591032768847	OK	 
REQUEST	451		IniciarSesion	1591032768896	1591032768904	OK	 
REQUEST	159		VerCursos	1591032768896	1591032768913	OK	 
USER	VerCursosDisponibles	159	END	1591032739561	1591032768913
REQUEST	288		IniciadoSesion	1591032768338	1591032768948	OK	 
REQUEST	288		IniciadoSesion Redirect 1	1591032768948	1591032768955	OK	 
USER	VerCursosDisponibles	512	START	1591032768998	1591032768998
USER	VerCursosDisponibles	511	START	1591032768898	1591032768898
USER	VerCursosDisponibles	510	START	1591032768828	1591032768828
REQUEST	289		IniciadoSesion	1591032768418	1591032769018	OK	 
REQUEST	511		Home	1591032769013	1591032769021	OK	 
REQUEST	452		IniciarSesion	1591032768999	1591032769020	OK	 
REQUEST	160		VerCursos	1591032768998	1591032769038	OK	 
USER	VerCursosDisponibles	160	END	1591032739641	1591032769039
REQUEST	512		Home	1591032768999	1591032769042	OK	 
REQUEST	289		IniciadoSesion Redirect 1	1591032769018	1591032769044	OK	 
REQUEST	510		Home	1591032769013	1591032769045	OK	 
REQUEST	161		VerCursos	1591032769055	1591032769068	OK	 
USER	VerCursosDisponibles	513	START	1591032769069	1591032769069
USER	VerCursosDisponibles	161	END	1591032739730	1591032769069
REQUEST	513		Home	1591032769069	1591032769074	OK	 
REQUEST	453		IniciarSesion	1591032769088	1591032769100	OK	 
USER	VerCursosDisponibles	514	START	1591032769151	1591032769151
REQUEST	290		IniciadoSesion	1591032768512	1591032769161	OK	 
REQUEST	514		Home	1591032769152	1591032769169	OK	 
REQUEST	454		IniciarSesion	1591032769152	1591032769169	OK	 
REQUEST	290		IniciadoSesion Redirect 1	1591032769161	1591032769172	OK	 
REQUEST	162		VerCursos	1591032769173	1591032769186	OK	 
USER	VerCursosDisponibles	162	END	1591032739811	1591032769187
REQUEST	291		IniciadoSesion	1591032768586	1591032769206	OK	 
REQUEST	291		IniciadoSesion Redirect 1	1591032769206	1591032769210	OK	 
USER	VerCursosDisponibles	515	START	1591032769236	1591032769236
REQUEST	515		Home	1591032769236	1591032769242	OK	 
REQUEST	455		IniciarSesion	1591032769235	1591032769242	OK	 
REQUEST	163		VerCursos	1591032769235	1591032769254	OK	 
USER	VerCursosDisponibles	163	END	1591032739885	1591032769254
REQUEST	292		IniciadoSesion	1591032768672	1591032769275	OK	 
REQUEST	292		IniciadoSesion Redirect 1	1591032769276	1591032769280	OK	 
USER	VerCursosDisponibles	516	START	1591032769319	1591032769319
REQUEST	456		IniciarSesion	1591032769319	1591032769325	OK	 
REQUEST	516		Home	1591032769319	1591032769327	OK	 
REQUEST	164		VerCursos	1591032769311	1591032769332	OK	 
USER	VerCursosDisponibles	164	END	1591032739977	1591032769333
REQUEST	293		IniciadoSesion	1591032768770	1591032769378	OK	 
REQUEST	293		IniciadoSesion Redirect 1	1591032769378	1591032769393	OK	 
USER	VerCursosDisponibles	517	START	1591032769400	1591032769400
REQUEST	517		Home	1591032769400	1591032769405	OK	 
REQUEST	457		IniciarSesion	1591032769411	1591032769416	OK	 
REQUEST	165		VerCursos	1591032769415	1591032769428	OK	 
USER	VerCursosDisponibles	165	END	1591032740056	1591032769429
REQUEST	294		IniciadoSesion	1591032768843	1591032769436	OK	 
REQUEST	294		IniciadoSesion Redirect 1	1591032769436	1591032769440	OK	 
USER	VerCursosDisponibles	518	START	1591032769476	1591032769476
REQUEST	518		Home	1591032769476	1591032769482	OK	 
REQUEST	458		IniciarSesion	1591032769476	1591032769483	OK	 
REQUEST	166		VerCursos	1591032769476	1591032769490	OK	 
USER	VerCursosDisponibles	166	END	1591032740137	1591032769491
REQUEST	295		IniciadoSesion	1591032768933	1591032769496	OK	 
REQUEST	295		IniciadoSesion Redirect 1	1591032769496	1591032769500	OK	 
USER	VerCursosDisponibles	519	START	1591032769559	1591032769559
REQUEST	519		Home	1591032769559	1591032769564	OK	 
REQUEST	296		IniciadoSesion	1591032769017	1591032769566	OK	 
REQUEST	296		IniciadoSesion Redirect 1	1591032769567	1591032769571	OK	 
REQUEST	459		IniciarSesion	1591032769569	1591032769574	OK	 
REQUEST	167		VerCursos	1591032769595	1591032769607	OK	 
USER	VerCursosDisponibles	167	END	1591032740228	1591032769608
REQUEST	297		IniciadoSesion	1591032769088	1591032769623	OK	 
REQUEST	297		IniciadoSesion Redirect 1	1591032769624	1591032769628	OK	 
USER	VerCursosDisponibles	520	START	1591032769635	1591032769635
REQUEST	520		Home	1591032769636	1591032769641	OK	 
REQUEST	460		IniciarSesion	1591032769646	1591032769650	OK	 
REQUEST	168		VerCursos	1591032769691	1591032769704	OK	 
USER	VerCursosDisponibles	168	END	1591032740309	1591032769705
USER	VerCursosDisponibles	521	START	1591032769727	1591032769727
REQUEST	521		Home	1591032769727	1591032769740	OK	 
REQUEST	461		IniciarSesion	1591032769738	1591032769744	OK	 
REQUEST	298		IniciadoSesion	1591032769173	1591032769751	OK	 
REQUEST	298		IniciadoSesion Redirect 1	1591032769751	1591032769755	OK	 
REQUEST	169		VerCursos	1591032769791	1591032769806	OK	 
USER	VerCursosDisponibles	169	END	1591032740385	1591032769807
USER	VerCursosDisponibles	522	START	1591032769809	1591032769809
REQUEST	522		Home	1591032769809	1591032769814	OK	 
REQUEST	299		IniciadoSesion	1591032769258	1591032769818	OK	 
REQUEST	299		IniciadoSesion Redirect 1	1591032769819	1591032769823	OK	 
REQUEST	462		IniciarSesion	1591032769819	1591032769823	OK	 
REQUEST	300		IniciadoSesion	1591032769344	1591032769853	OK	 
REQUEST	300		IniciadoSesion Redirect 1	1591032769853	1591032769857	OK	 
REQUEST	170		VerCursos	1591032769880	1591032769891	OK	 
USER	VerCursosDisponibles	523	START	1591032769890	1591032769890
USER	VerCursosDisponibles	170	END	1591032740478	1591032769891
REQUEST	523		Home	1591032769891	1591032769896	OK	 
REQUEST	463		IniciarSesion	1591032769895	1591032769900	OK	 
REQUEST	301		IniciadoSesion	1591032769415	1591032769923	OK	 
REQUEST	301		IniciadoSesion Redirect 1	1591032769923	1591032769927	OK	 
USER	VerCursosDisponibles	524	START	1591032769975	1591032769975
REQUEST	464		IniciarSesion	1591032769975	1591032769981	OK	 
REQUEST	524		Home	1591032769976	1591032769985	OK	 
REQUEST	171		VerCursos	1591032769975	1591032769990	OK	 
USER	VerCursosDisponibles	171	END	1591032740556	1591032769990
REQUEST	302		IniciadoSesion	1591032769506	1591032770005	OK	 
REQUEST	302		IniciadoSesion Redirect 1	1591032770005	1591032770010	OK	 
USER	VerCursosDisponibles	525	START	1591032770066	1591032770066
REQUEST	525		Home	1591032770066	1591032770072	OK	 
REQUEST	465		IniciarSesion	1591032770077	1591032770083	OK	 
REQUEST	172		VerCursos	1591032770077	1591032770091	OK	 
USER	VerCursosDisponibles	172	END	1591032740647	1591032770091
REQUEST	303		IniciadoSesion	1591032769591	1591032770102	OK	 
REQUEST	303		IniciadoSesion Redirect 1	1591032770103	1591032770107	OK	 
USER	VerCursosDisponibles	526	START	1591032770140	1591032770140
REQUEST	526		Home	1591032770140	1591032770145	OK	 
REQUEST	466		IniciarSesion	1591032770154	1591032770160	OK	 
REQUEST	304		IniciadoSesion	1591032769668	1591032770167	OK	 
REQUEST	304		IniciadoSesion Redirect 1	1591032770167	1591032770171	OK	 
REQUEST	173		VerCursos	1591032770167	1591032770180	OK	 
USER	VerCursosDisponibles	173	END	1591032740727	1591032770180
USER	VerCursosDisponibles	527	START	1591032770227	1591032770227
REQUEST	527		Home	1591032770228	1591032770233	OK	 
REQUEST	467		IniciarSesion	1591032770227	1591032770233	OK	 
REQUEST	305		IniciadoSesion	1591032769756	1591032770246	OK	 
REQUEST	305		IniciadoSesion Redirect 1	1591032770246	1591032770251	OK	 
REQUEST	174		VerCursos	1591032770260	1591032770272	OK	 
USER	VerCursosDisponibles	174	END	1591032740805	1591032770273
USER	VerCursosDisponibles	528	START	1591032770307	1591032770307
REQUEST	528		Home	1591032770308	1591032770313	OK	 
REQUEST	468		IniciarSesion	1591032770319	1591032770324	OK	 
REQUEST	306		IniciadoSesion	1591032769841	1591032770346	OK	 
REQUEST	175		VerCursos	1591032770336	1591032770356	OK	 
USER	VerCursosDisponibles	175	END	1591032740896	1591032770357
REQUEST	306		IniciadoSesion Redirect 1	1591032770346	1591032770360	OK	 
USER	VerCursosDisponibles	529	START	1591032770386	1591032770386
REQUEST	529		Home	1591032770386	1591032770392	OK	 
REQUEST	469		IniciarSesion	1591032770397	1591032770402	OK	 
REQUEST	307		IniciadoSesion	1591032769916	1591032770433	OK	 
REQUEST	307		IniciadoSesion Redirect 1	1591032770433	1591032770438	OK	 
REQUEST	176		VerCursos	1591032770435	1591032770449	OK	 
USER	VerCursosDisponibles	176	END	1591032740975	1591032770449
USER	VerCursosDisponibles	530	START	1591032770475	1591032770475
REQUEST	530		Home	1591032770476	1591032770481	OK	 
REQUEST	470		IniciarSesion	1591032770497	1591032770502	OK	 
REQUEST	308		IniciadoSesion	1591032770006	1591032770515	OK	 
REQUEST	308		IniciadoSesion Redirect 1	1591032770516	1591032770519	OK	 
REQUEST	177		VerCursos	1591032770519	1591032770531	OK	 
USER	VerCursosDisponibles	177	END	1591032741055	1591032770531
USER	VerCursosDisponibles	531	START	1591032770556	1591032770556
REQUEST	531		Home	1591032770556	1591032770561	OK	 
REQUEST	471		IniciarSesion	1591032770578	1591032770582	OK	 
REQUEST	309		IniciadoSesion	1591032770095	1591032770605	OK	 
REQUEST	309		IniciadoSesion Redirect 1	1591032770606	1591032770610	OK	 
REQUEST	178		VerCursos	1591032770626	1591032770637	OK	 
USER	VerCursosDisponibles	178	END	1591032741145	1591032770638
USER	VerCursosDisponibles	532	START	1591032770647	1591032770647
REQUEST	532		Home	1591032770648	1591032770653	OK	 
REQUEST	472		IniciarSesion	1591032770658	1591032770663	OK	 
REQUEST	310		IniciadoSesion	1591032770167	1591032770665	OK	 
REQUEST	310		IniciadoSesion Redirect 1	1591032770665	1591032770669	OK	 
USER	VerCursosDisponibles	533	START	1591032770729	1591032770729
REQUEST	179		VerCursos	1591032770718	1591032770732	OK	 
USER	VerCursosDisponibles	179	END	1591032741225	1591032770732
REQUEST	533		Home	1591032770730	1591032770735	OK	 
REQUEST	473		IniciarSesion	1591032770735	1591032770740	OK	 
REQUEST	311		IniciadoSesion	1591032770260	1591032770759	OK	 
REQUEST	311		IniciadoSesion Redirect 1	1591032770759	1591032770763	OK	 
REQUEST	180		VerCursos	1591032770779	1591032770791	OK	 
USER	VerCursosDisponibles	180	END	1591032741308	1591032770792
USER	VerCursosDisponibles	534	START	1591032770806	1591032770806
REQUEST	534		Home	1591032770806	1591032770812	OK	 
REQUEST	312		IniciadoSesion	1591032770336	1591032770834	OK	 
REQUEST	312		IniciadoSesion Redirect 1	1591032770834	1591032770838	OK	 
REQUEST	474		IniciarSesion	1591032770836	1591032770841	OK	 
REQUEST	181		VerCursos	1591032770869	1591032770881	OK	 
USER	VerCursosDisponibles	181	END	1591032741398	1591032770882
USER	VerCursosDisponibles	535	START	1591032770895	1591032770895
REQUEST	535		Home	1591032770896	1591032770900	OK	 
REQUEST	475		IniciarSesion	1591032770906	1591032770910	OK	 
REQUEST	313		IniciadoSesion	1591032770420	1591032770919	OK	 
REQUEST	313		IniciadoSesion Redirect 1	1591032770920	1591032770923	OK	 
USER	VerCursosDisponibles	536	START	1591032770976	1591032770976
REQUEST	182		VerCursos	1591032770965	1591032770977	OK	 
USER	VerCursosDisponibles	182	END	1591032741478	1591032770977
REQUEST	536		Home	1591032770976	1591032770981	OK	 
REQUEST	314		IniciadoSesion	1591032770497	1591032770983	OK	 
REQUEST	314		IniciadoSesion Redirect 1	1591032770983	1591032770987	OK	 
REQUEST	476		IniciarSesion	1591032770988	1591032770992	OK	 
REQUEST	183		VerCursos	1591032771046	1591032771057	OK	 
USER	VerCursosDisponibles	183	END	1591032741559	1591032771057
USER	VerCursosDisponibles	537	START	1591032771057	1591032771057
REQUEST	537		Home	1591032771058	1591032771063	OK	 
REQUEST	315		IniciadoSesion	1591032770589	1591032771072	OK	 
REQUEST	315		IniciadoSesion Redirect 1	1591032771072	1591032771076	OK	 
REQUEST	477		IniciarSesion	1591032771090	1591032771095	OK	 
REQUEST	184		VerCursos	1591032771127	1591032771138	OK	 
USER	VerCursosDisponibles	184	END	1591032741640	1591032771139
REQUEST	316		IniciadoSesion	1591032770669	1591032771148	OK	 
USER	VerCursosDisponibles	538	START	1591032771149	1591032771149
REQUEST	316		IniciadoSesion Redirect 1	1591032771148	1591032771153	OK	 
REQUEST	538		Home	1591032771149	1591032771154	OK	 
REQUEST	478		IniciarSesion	1591032771160	1591032771165	OK	 
USER	VerCursosDisponibles	539	START	1591032771230	1591032771230
REQUEST	317		IniciadoSesion	1591032770757	1591032771235	OK	 
REQUEST	539		Home	1591032771230	1591032771236	OK	 
REQUEST	317		IniciadoSesion Redirect 1	1591032771235	1591032771240	OK	 
REQUEST	185		VerCursos	1591032771230	1591032771245	OK	 
USER	VerCursosDisponibles	185	END	1591032741728	1591032771245
REQUEST	479		IniciarSesion	1591032771241	1591032771245	OK	 
REQUEST	318		IniciadoSesion	1591032770836	1591032771306	OK	 
REQUEST	318		IniciadoSesion Redirect 1	1591032771306	1591032771310	OK	 
USER	VerCursosDisponibles	540	START	1591032771311	1591032771311
REQUEST	540		Home	1591032771311	1591032771316	OK	 
REQUEST	186		VerCursos	1591032771311	1591032771322	OK	 
USER	VerCursosDisponibles	186	END	1591032741806	1591032771322
REQUEST	480		IniciarSesion	1591032771326	1591032771330	OK	 
REQUEST	187		VerCursos	1591032771359	1591032771372	OK	 
USER	VerCursosDisponibles	187	END	1591032741885	1591032771372
REQUEST	319		IniciadoSesion	1591032770917	1591032771375	OK	 
REQUEST	319		IniciadoSesion Redirect 1	1591032771375	1591032771380	OK	 
USER	VerCursosDisponibles	541	START	1591032771397	1591032771397
REQUEST	541		Home	1591032771398	1591032771403	OK	 
REQUEST	481		IniciarSesion	1591032771408	1591032771413	OK	 
REQUEST	320		IniciadoSesion	1591032771010	1591032771468	OK	 
USER	VerCursosDisponibles	542	START	1591032771468	1591032771468
REQUEST	320		IniciadoSesion Redirect 1	1591032771468	1591032771473	OK	 
REQUEST	542		Home	1591032771468	1591032771475	OK	 
REQUEST	188		VerCursos	1591032771468	1591032771481	OK	 
USER	VerCursosDisponibles	188	END	1591032741980	1591032771481
REQUEST	482		IniciarSesion	1591032771501	1591032771506	OK	 
REQUEST	189		VerCursos	1591032771538	1591032771550	OK	 
USER	VerCursosDisponibles	189	END	1591032742058	1591032771550
REQUEST	321		IniciadoSesion	1591032771090	1591032771553	OK	 
REQUEST	321		IniciadoSesion Redirect 1	1591032771553	1591032771557	OK	 
USER	VerCursosDisponibles	543	START	1591032771560	1591032771560
REQUEST	543		Home	1591032771560	1591032771564	OK	 
REQUEST	483		IniciarSesion	1591032771575	1591032771580	OK	 
REQUEST	322		IniciadoSesion	1591032771171	1591032771629	OK	 
REQUEST	322		IniciadoSesion Redirect 1	1591032771630	1591032771633	OK	 
USER	VerCursosDisponibles	544	START	1591032771645	1591032771645
REQUEST	544		Home	1591032771646	1591032771651	OK	 
REQUEST	190		VerCursos	1591032771641	1591032771652	OK	 
USER	VerCursosDisponibles	190	END	1591032742137	1591032771653
REQUEST	484		IniciarSesion	1591032771657	1591032771661	OK	 
REQUEST	191		VerCursos	1591032771706	1591032771718	OK	 
USER	VerCursosDisponibles	191	END	1591032742228	1591032771719
USER	VerCursosDisponibles	545	START	1591032771725	1591032771725
REQUEST	545		Home	1591032771726	1591032771731	OK	 
REQUEST	323		IniciadoSesion	1591032771256	1591032771733	OK	 
REQUEST	323		IniciadoSesion Redirect 1	1591032771733	1591032771737	OK	 
REQUEST	485		IniciarSesion	1591032771737	1591032771742	OK	 
REQUEST	324		IniciadoSesion	1591032771337	1591032771799	OK	 
REQUEST	324		IniciadoSesion Redirect 1	1591032771799	1591032771803	OK	 
USER	VerCursosDisponibles	546	START	1591032771807	1591032771807
REQUEST	546		Home	1591032771808	1591032771812	OK	 
REQUEST	192		VerCursos	1591032771807	1591032771819	OK	 
USER	VerCursosDisponibles	192	END	1591032742305	1591032771819
REQUEST	486		IniciarSesion	1591032771829	1591032771834	OK	 
REQUEST	325		IniciadoSesion	1591032771419	1591032771886	OK	 
REQUEST	193		VerCursos	1591032771877	1591032771889	OK	 
USER	VerCursosDisponibles	193	END	1591032742385	1591032771890
REQUEST	325		IniciadoSesion Redirect 1	1591032771886	1591032771890	OK	 
USER	VerCursosDisponibles	547	START	1591032771900	1591032771900
REQUEST	547		Home	1591032771900	1591032771905	OK	 
REQUEST	487		IniciarSesion	1591032771911	1591032771916	OK	 
REQUEST	326		IniciadoSesion	1591032771505	1591032771966	OK	 
REQUEST	326		IniciadoSesion Redirect 1	1591032771966	1591032771970	OK	 
REQUEST	194		VerCursos	1591032771959	1591032771970	OK	 
USER	VerCursosDisponibles	194	END	1591032742466	1591032771971
USER	VerCursosDisponibles	548	START	1591032771981	1591032771981
REQUEST	548		Home	1591032771981	1591032771985	OK	 
REQUEST	488		IniciarSesion	1591032771985	1591032771990	OK	 
REQUEST	195		VerCursos	1591032772040	1591032772051	OK	 
USER	VerCursosDisponibles	195	END	1591032742547	1591032772051
USER	VerCursosDisponibles	549	START	1591032772055	1591032772055
REQUEST	327		IniciadoSesion	1591032771586	1591032772057	OK	 
REQUEST	549		Home	1591032772056	1591032772061	OK	 
REQUEST	327		IniciadoSesion Redirect 1	1591032772058	1591032772061	OK	 
REQUEST	489		IniciarSesion	1591032772077	1591032772081	OK	 
REQUEST	328		IniciadoSesion	1591032771679	1591032772130	OK	 
REQUEST	196		VerCursos	1591032772121	1591032772132	OK	 
USER	VerCursosDisponibles	196	END	1591032742640	1591032772133
REQUEST	328		IniciadoSesion Redirect 1	1591032772130	1591032772134	OK	 
USER	VerCursosDisponibles	550	START	1591032772146	1591032772146
REQUEST	550		Home	1591032772147	1591032772151	OK	 
REQUEST	490		IniciarSesion	1591032772157	1591032772161	OK	 
REQUEST	329		IniciadoSesion	1591032771760	1591032772217	OK	 
REQUEST	329		IniciadoSesion Redirect 1	1591032772217	1591032772221	OK	 
REQUEST	197		VerCursos	1591032772217	1591032772228	OK	 
USER	VerCursosDisponibles	551	START	1591032772228	1591032772228
