ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCursosDisponibles	vercursosdisponibles	1591032725147	 	3.3.1
REQUEST	762		VerCursos	1591032819415	1591032819430	OK	 
USER	VerCursosDisponibles	762	END	1591032789811	1591032819430
REQUEST	894		IniciadoSesion Redirect 1	1591032819428	1591032819432	OK	 
REQUEST	895		IniciadoSesion	1591032818925	1591032819450	OK	 
REQUEST	895		IniciadoSesion Redirect 1	1591032819450	1591032819454	OK	 
REQUEST	763		VerCursos	1591032819465	1591032819478	OK	 
USER	VerCursosDisponibles	763	END	1591032789896	1591032819478
USER	VerCursosDisponibles	1118	START	1591032819489	1591032819489
REQUEST	1118		Home	1591032819489	1591032819494	OK	 
REQUEST	1058		IniciarSesion	1591032819489	1591032819494	OK	 
REQUEST	896		IniciadoSesion	1591032819007	1591032819546	OK	 
REQUEST	764		VerCursos	1591032819537	1591032819549	OK	 
USER	VerCursosDisponibles	764	END	1591032789965	1591032819549
REQUEST	896		IniciadoSesion Redirect 1	1591032819546	1591032819550	OK	 
USER	VerCursosDisponibles	1119	START	1591032819566	1591032819566
REQUEST	1059		IniciarSesion	1591032819566	1591032819571	OK	 
REQUEST	1119		Home	1591032819566	1591032819572	OK	 
REQUEST	765		VerCursos	1591032819608	1591032819619	OK	 
USER	VerCursosDisponibles	765	END	1591032790056	1591032819620
REQUEST	897		IniciadoSesion	1591032819101	1591032819628	OK	 
REQUEST	897		IniciadoSesion Redirect 1	1591032819628	1591032819634	OK	 
USER	VerCursosDisponibles	1120	START	1591032819656	1591032819656
REQUEST	1120		Home	1591032819657	1591032819661	OK	 
REQUEST	1060		IniciarSesion	1591032819656	1591032819661	OK	 
REQUEST	766		VerCursos	1591032819679	1591032819697	OK	 
USER	VerCursosDisponibles	766	END	1591032790141	1591032819697
REQUEST	898		IniciadoSesion	1591032819185	1591032819714	OK	 
REQUEST	898		IniciadoSesion Redirect 1	1591032819715	1591032819723	OK	 
USER	VerCursosDisponibles	1121	START	1591032819740	1591032819740
REQUEST	1061		IniciarSesion	1591032819740	1591032819746	OK	 
REQUEST	1121		Home	1591032819741	1591032819749	OK	 
REQUEST	767		VerCursos	1591032819758	1591032819771	OK	 
USER	VerCursosDisponibles	767	END	1591032790220	1591032819772
REQUEST	899		IniciadoSesion	1591032819257	1591032819775	OK	 
REQUEST	899		IniciadoSesion Redirect 1	1591032819775	1591032819780	OK	 
USER	VerCursosDisponibles	1122	START	1591032819817	1591032819817
REQUEST	1122		Home	1591032819817	1591032819822	OK	 
REQUEST	1062		IniciarSesion	1591032819828	1591032819833	OK	 
REQUEST	900		IniciadoSesion	1591032819337	1591032819863	OK	 
REQUEST	900		IniciadoSesion Redirect 1	1591032819864	1591032819868	OK	 
REQUEST	768		VerCursos	1591032819865	1591032819878	OK	 
USER	VerCursosDisponibles	768	END	1591032790301	1591032819878
USER	VerCursosDisponibles	1123	START	1591032819911	1591032819911
REQUEST	1123		Home	1591032819911	1591032819916	OK	 
REQUEST	1063		IniciarSesion	1591032819911	1591032819917	OK	 
REQUEST	901		IniciadoSesion	1591032819428	1591032819940	OK	 
REQUEST	901		IniciadoSesion Redirect 1	1591032819940	1591032819945	OK	 
REQUEST	769		VerCursos	1591032819960	1591032819972	OK	 
USER	VerCursosDisponibles	769	END	1591032790401	1591032819972
USER	VerCursosDisponibles	1124	START	1591032819986	1591032819986
REQUEST	1124		Home	1591032819986	1591032819991	OK	 
REQUEST	1064		IniciarSesion	1591032819986	1591032819991	OK	 
REQUEST	902		IniciadoSesion	1591032819511	1591032820036	OK	 
REQUEST	902		IniciadoSesion Redirect 1	1591032820036	1591032820040	OK	 
USER	VerCursosDisponibles	1125	START	1591032820066	1591032820066
REQUEST	770		VerCursos	1591032820055	1591032820067	OK	 
USER	VerCursosDisponibles	770	END	1591032790485	1591032820067
REQUEST	1125		Home	1591032820067	1591032820071	OK	 
REQUEST	1065		IniciarSesion	1591032820066	1591032820072	OK	 
REQUEST	903		IniciadoSesion	1591032819588	1591032820100	OK	 
REQUEST	903		IniciadoSesion Redirect 1	1591032820100	1591032820104	OK	 
REQUEST	771		VerCursos	1591032820116	1591032820128	OK	 
USER	VerCursosDisponibles	771	END	1591032790571	1591032820128
USER	VerCursosDisponibles	1126	START	1591032820160	1591032820160
REQUEST	1126		Home	1591032820160	1591032820165	OK	 
REQUEST	1066		IniciarSesion	1591032820171	1591032820176	OK	 
REQUEST	904		IniciadoSesion	1591032819678	1591032820181	OK	 
REQUEST	904		IniciadoSesion Redirect 1	1591032820181	1591032820186	OK	 
REQUEST	772		VerCursos	1591032820230	1591032820245	OK	 
USER	VerCursosDisponibles	1127	START	1591032820245	1591032820245
USER	VerCursosDisponibles	772	END	1591032790662	1591032820246
REQUEST	1127		Home	1591032820245	1591032820250	OK	 
REQUEST	1067		IniciarSesion	1591032820245	1591032820250	OK	 
REQUEST	905		IniciadoSesion	1591032819769	1591032820278	OK	 
REQUEST	905		IniciadoSesion Redirect 1	1591032820278	1591032820282	OK	 
REQUEST	773		VerCursos	1591032820289	1591032820300	OK	 
USER	VerCursosDisponibles	773	END	1591032790738	1591032820301
USER	VerCursosDisponibles	1128	START	1591032820316	1591032820316
REQUEST	1128		Home	1591032820316	1591032820321	OK	 
REQUEST	1068		IniciarSesion	1591032820316	1591032820321	OK	 
REQUEST	906		IniciadoSesion	1591032819861	1591032820357	OK	 
REQUEST	906		IniciadoSesion Redirect 1	1591032820357	1591032820360	OK	 
REQUEST	907		IniciadoSesion	1591032819916	1591032820397	OK	 
REQUEST	774		VerCursos	1591032820386	1591032820397	OK	 
USER	VerCursosDisponibles	774	END	1591032790817	1591032820398
REQUEST	907		IniciadoSesion Redirect 1	1591032820397	1591032820401	OK	 
USER	VerCursosDisponibles	1129	START	1591032820407	1591032820407
REQUEST	1129		Home	1591032820408	1591032820413	OK	 
REQUEST	1069		IniciarSesion	1591032820407	1591032820413	OK	 
REQUEST	775		VerCursos	1591032820445	1591032820457	OK	 
USER	VerCursosDisponibles	775	END	1591032790908	1591032820457
USER	VerCursosDisponibles	1130	START	1591032820478	1591032820478
REQUEST	1130		Home	1591032820478	1591032820484	OK	 
REQUEST	908		IniciadoSesion	1591032820019	1591032820509	OK	 
REQUEST	908		IniciadoSesion Redirect 1	1591032820509	1591032820513	OK	 
REQUEST	1070		IniciarSesion	1591032820512	1591032820517	OK	 
REQUEST	776		VerCursos	1591032820515	1591032820529	OK	 
USER	VerCursosDisponibles	776	END	1591032790992	1591032820529
USER	VerCursosDisponibles	1131	START	1591032820555	1591032820555
REQUEST	1131		Home	1591032820556	1591032820560	OK	 
REQUEST	1071		IniciarSesion	1591032820577	1591032820582	OK	 
REQUEST	909		IniciadoSesion	1591032820101	1591032820585	OK	 
REQUEST	909		IniciadoSesion Redirect 1	1591032820585	1591032820589	OK	 
REQUEST	777		VerCursos	1591032820600	1591032820611	OK	 
USER	VerCursosDisponibles	777	END	1591032791070	1591032820612
USER	VerCursosDisponibles	1132	START	1591032820637	1591032820637
REQUEST	1132		Home	1591032820637	1591032820642	OK	 
REQUEST	1072		IniciarSesion	1591032820659	1591032820663	OK	 
REQUEST	910		IniciadoSesion	1591032820175	1591032820670	OK	 
REQUEST	910		IniciadoSesion Redirect 1	1591032820670	1591032820674	OK	 
REQUEST	778		VerCursos	1591032820696	1591032820709	OK	 
USER	VerCursosDisponibles	778	END	1591032791159	1591032820710
USER	VerCursosDisponibles	1133	START	1591032820726	1591032820726
REQUEST	1133		Home	1591032820726	1591032820731	OK	 
REQUEST	1073		IniciarSesion	1591032820748	1591032820752	OK	 
REQUEST	911		IniciadoSesion	1591032820267	1591032820754	OK	 
REQUEST	911		IniciadoSesion Redirect 1	1591032820754	1591032820758	OK	 
REQUEST	779		VerCursos	1591032820770	1591032820781	OK	 
USER	VerCursosDisponibles	779	END	1591032791238	1591032820782
USER	VerCursosDisponibles	1134	START	1591032820806	1591032820806
REQUEST	1134		Home	1591032820807	1591032820811	OK	 
REQUEST	1074		IniciarSesion	1591032820829	1591032820834	OK	 
REQUEST	912		IniciadoSesion	1591032820360	1591032820851	OK	 
REQUEST	912		IniciadoSesion Redirect 1	1591032820851	1591032820855	OK	 
REQUEST	780		VerCursos	1591032820856	1591032820868	OK	 
USER	VerCursosDisponibles	780	END	1591032791317	1591032820869
USER	VerCursosDisponibles	1135	START	1591032820889	1591032820889
REQUEST	1135		Home	1591032820889	1591032820894	OK	 
REQUEST	913		IniciadoSesion	1591032820429	1591032820913	OK	 
REQUEST	1075		IniciarSesion	1591032820911	1591032820916	OK	 
REQUEST	913		IniciadoSesion Redirect 1	1591032820913	1591032820917	OK	 
REQUEST	781		VerCursos	1591032820959	1591032820971	OK	 
USER	VerCursosDisponibles	781	END	1591032791408	1591032820971
USER	VerCursosDisponibles	1136	START	1591032820975	1591032820975
REQUEST	1136		Home	1591032820975	1591032820980	OK	 
REQUEST	914		IniciadoSesion	1591032820500	1591032820982	OK	 
REQUEST	914		IniciadoSesion Redirect 1	1591032820982	1591032820986	OK	 
REQUEST	1076		IniciarSesion	1591032820997	1591032821002	OK	 
REQUEST	782		VerCursos	1591032821030	1591032821042	OK	 
USER	VerCursosDisponibles	782	END	1591032791477	1591032821043
USER	VerCursosDisponibles	1137	START	1591032821056	1591032821056
REQUEST	1137		Home	1591032821056	1591032821061	OK	 
REQUEST	915		IniciadoSesion	1591032820588	1591032821081	OK	 
REQUEST	1077		IniciarSesion	1591032821078	1591032821083	OK	 
REQUEST	915		IniciadoSesion Redirect 1	1591032821081	1591032821085	OK	 
REQUEST	783		VerCursos	1591032821111	1591032821122	OK	 
USER	VerCursosDisponibles	783	END	1591032791563	1591032821123
USER	VerCursosDisponibles	1138	START	1591032821136	1591032821136
REQUEST	1138		Home	1591032821137	1591032821141	OK	 
REQUEST	916		IniciadoSesion	1591032820670	1591032821152	OK	 
REQUEST	916		IniciadoSesion Redirect 1	1591032821153	1591032821157	OK	 
REQUEST	1078		IniciarSesion	1591032821169	1591032821175	OK	 
REQUEST	784		VerCursos	1591032821169	1591032821183	OK	 
USER	VerCursosDisponibles	784	END	1591032791635	1591032821183
USER	VerCursosDisponibles	1139	START	1591032821228	1591032821228
REQUEST	1139		Home	1591032821228	1591032821234	OK	 
REQUEST	917		IniciadoSesion	1591032820759	1591032821238	OK	 
REQUEST	917		IniciadoSesion Redirect 1	1591032821238	1591032821241	OK	 
REQUEST	1079		IniciarSesion	1591032821251	1591032821256	OK	 
REQUEST	785		VerCursos	1591032821266	1591032821277	OK	 
USER	VerCursosDisponibles	785	END	1591032791729	1591032821278
USER	VerCursosDisponibles	1140	START	1591032821310	1591032821310
REQUEST	1140		Home	1591032821310	1591032821315	OK	 
REQUEST	918		IniciadoSesion	1591032820829	1591032821318	OK	 
REQUEST	918		IniciadoSesion Redirect 1	1591032821318	1591032821322	OK	 
REQUEST	1080		IniciarSesion	1591032821325	1591032821330	OK	 
REQUEST	786		VerCursos	1591032821336	1591032821348	OK	 
USER	VerCursosDisponibles	786	END	1591032791810	1591032821349
USER	VerCursosDisponibles	1141	START	1591032821385	1591032821385
REQUEST	1141		Home	1591032821386	1591032821391	OK	 
REQUEST	919		IniciadoSesion	1591032820926	1591032821405	OK	 
REQUEST	919		IniciadoSesion Redirect 1	1591032821405	1591032821409	OK	 
REQUEST	787		VerCursos	1591032821407	1591032821419	OK	 
USER	VerCursosDisponibles	787	END	1591032791885	1591032821419
REQUEST	1081		IniciarSesion	1591032821418	1591032821423	OK	 
REQUEST	920		IniciadoSesion	1591032820997	1591032821475	OK	 
USER	VerCursosDisponibles	1142	START	1591032821478	1591032821478
REQUEST	920		IniciadoSesion Redirect 1	1591032821476	1591032821480	OK	 
REQUEST	1142		Home	1591032821478	1591032821483	OK	 
REQUEST	1082		IniciarSesion	1591032821489	1591032821493	OK	 
REQUEST	788		VerCursos	1591032821500	1591032821511	OK	 
USER	VerCursosDisponibles	788	END	1591032791976	1591032821511
REQUEST	921		IniciadoSesion	1591032821078	1591032821552	OK	 
REQUEST	921		IniciadoSesion Redirect 1	1591032821552	1591032821556	OK	 
USER	VerCursosDisponibles	1143	START	1591032821558	1591032821558
REQUEST	1143		Home	1591032821559	1591032821563	OK	 
REQUEST	1083		IniciarSesion	1591032821569	1591032821574	OK	 
REQUEST	789		VerCursos	1591032821595	1591032821606	OK	 
USER	VerCursosDisponibles	789	END	1591032792057	1591032821607
USER	VerCursosDisponibles	1144	START	1591032821650	1591032821650
REQUEST	922		IniciadoSesion	1591032821169	1591032821655	OK	 
REQUEST	1084		IniciarSesion	1591032821650	1591032821656	OK	 
REQUEST	1144		Home	1591032821650	1591032821659	OK	 
REQUEST	922		IniciadoSesion Redirect 1	1591032821655	1591032821660	OK	 
REQUEST	790		VerCursos	1591032821667	1591032821679	OK	 
USER	VerCursosDisponibles	790	END	1591032792138	1591032821679
USER	VerCursosDisponibles	1145	START	1591032821725	1591032821725
REQUEST	923		IniciadoSesion	1591032821251	1591032821731	OK	 
REQUEST	1145		Home	1591032821726	1591032821731	OK	 
REQUEST	1085		IniciarSesion	1591032821722	1591032821732	OK	 
REQUEST	923		IniciadoSesion Redirect 1	1591032821731	1591032821735	OK	 
REQUEST	791		VerCursos	1591032821737	1591032821748	OK	 
USER	VerCursosDisponibles	791	END	1591032792230	1591032821749
USER	VerCursosDisponibles	1146	START	1591032821807	1591032821807
REQUEST	1146		Home	1591032821807	1591032821812	OK	 
REQUEST	924		IniciadoSesion	1591032821325	1591032821816	OK	 
REQUEST	924		IniciadoSesion Redirect 1	1591032821817	1591032821820	OK	 
REQUEST	1086		IniciarSesion	1591032821818	1591032821822	OK	 
REQUEST	792		VerCursos	1591032821851	1591032821862	OK	 
USER	VerCursosDisponibles	792	END	1591032792310	1591032821863
USER	VerCursosDisponibles	1147	START	1591032821898	1591032821898
REQUEST	925		IniciadoSesion	1591032821418	1591032821901	OK	 
REQUEST	925		IniciadoSesion Redirect 1	1591032821901	1591032821905	OK	 
REQUEST	1147		Home	1591032821899	1591032821905	OK	 
REQUEST	1087		IniciarSesion	1591032821898	1591032821905	OK	 
REQUEST	793		VerCursos	1591032821898	1591032821912	OK	 
USER	VerCursosDisponibles	793	END	1591032792385	1591032821912
REQUEST	926		IniciadoSesion	1591032821500	1591032821972	OK	 
REQUEST	926		IniciadoSesion Redirect 1	1591032821972	1591032821976	OK	 
USER	VerCursosDisponibles	1148	START	1591032821979	1591032821979
REQUEST	1148		Home	1591032821979	1591032821984	OK	 
REQUEST	1088		IniciarSesion	1591032821979	1591032821984	OK	 
REQUEST	794		VerCursos	1591032822001	1591032822013	OK	 
USER	VerCursosDisponibles	794	END	1591032792477	1591032822014
REQUEST	927		IniciadoSesion	1591032821591	1591032822060	OK	 
USER	VerCursosDisponibles	1149	START	1591032822060	1591032822060
REQUEST	927		IniciadoSesion Redirect 1	1591032822060	1591032822064	OK	 
REQUEST	1149		Home	1591032822060	1591032822066	OK	 
REQUEST	1089		IniciarSesion	1591032822071	1591032822076	OK	 
REQUEST	795		VerCursos	1591032822097	1591032822108	OK	 
USER	VerCursosDisponibles	795	END	1591032792559	1591032822109
REQUEST	928		IniciadoSesion	1591032821667	1591032822136	OK	 
REQUEST	928		IniciadoSesion Redirect 1	1591032822136	1591032822140	OK	 
USER	VerCursosDisponibles	1150	START	1591032822145	1591032822145
REQUEST	1150		Home	1591032822145	1591032822150	OK	 
REQUEST	1090		IniciarSesion	1591032822145	1591032822150	OK	 
REQUEST	796		VerCursos	1591032822167	1591032822179	OK	 
USER	VerCursosDisponibles	796	END	1591032792645	1591032822180
USER	VerCursosDisponibles	1151	START	1591032822228	1591032822228
REQUEST	929		IniciadoSesion	1591032821748	1591032822232	OK	 
REQUEST	1151		Home	1591032822228	1591032822234	OK	 
REQUEST	1091		IniciarSesion	1591032822228	1591032822234	OK	 
REQUEST	929		IniciadoSesion Redirect 1	1591032822232	1591032822237	OK	 
REQUEST	797		VerCursos	1591032822275	1591032822289	OK	 
USER	VerCursosDisponibles	797	END	1591032792727	1591032822289
USER	VerCursosDisponibles	1152	START	1591032822305	1591032822305
REQUEST	1152		Home	1591032822306	1591032822314	OK	 
REQUEST	1092		IniciarSesion	1591032822320	1591032822325	OK	 
REQUEST	798		VerCursos	1591032822330	1591032822343	OK	 
USER	VerCursosDisponibles	798	END	1591032792809	1591032822343
REQUEST	930		IniciadoSesion	1591032821855	1591032822355	OK	 
REQUEST	930		IniciadoSesion Redirect 1	1591032822356	1591032822360	OK	 
USER	VerCursosDisponibles	1153	START	1591032822402	1591032822402
REQUEST	1153		Home	1591032822402	1591032822408	OK	 
REQUEST	1093		IniciarSesion	1591032822402	1591032822408	OK	 
REQUEST	931		IniciadoSesion	1591032821920	1591032822427	OK	 
REQUEST	799		VerCursos	1591032822416	1591032822429	OK	 
USER	VerCursosDisponibles	799	END	1591032792901	1591032822429
REQUEST	931		IniciadoSesion Redirect 1	1591032822427	1591032822432	OK	 
USER	VerCursosDisponibles	1154	START	1591032822482	1591032822482
REQUEST	1094		IniciarSesion	1591032822482	1591032822488	OK	 
REQUEST	1154		Home	1591032822482	1591032822492	OK	 
REQUEST	800		VerCursos	1591032822488	1591032822501	OK	 
USER	VerCursosDisponibles	800	END	1591032792975	1591032822501
REQUEST	932		IniciadoSesion	1591032822001	1591032822526	OK	 
REQUEST	932		IniciadoSesion Redirect 1	1591032822526	1591032822530	OK	 
USER	VerCursosDisponibles	1155	START	1591032822557	1591032822557
REQUEST	1155		Home	1591032822557	1591032822562	OK	 
REQUEST	1095		IniciarSesion	1591032822568	1591032822572	OK	 
REQUEST	801		VerCursos	1591032822579	1591032822591	OK	 
USER	VerCursosDisponibles	801	END	1591032793055	1591032822592
REQUEST	933		IniciadoSesion	1591032822086	1591032822613	OK	 
REQUEST	933		IniciadoSesion Redirect 1	1591032822614	1591032822618	OK	 
USER	VerCursosDisponibles	1156	START	1591032822650	1591032822650
REQUEST	1156		Home	1591032822651	1591032822656	OK	 
REQUEST	1096		IniciarSesion	1591032822650	1591032822656	OK	 
REQUEST	802		VerCursos	1591032822672	1591032822685	OK	 
USER	VerCursosDisponibles	802	END	1591032793147	1591032822686
REQUEST	934		IniciadoSesion	1591032822167	1591032822689	OK	 
REQUEST	934		IniciadoSesion Redirect 1	1591032822689	1591032822693	OK	 
USER	VerCursosDisponibles	1157	START	1591032822729	1591032822729
REQUEST	1097		IniciarSesion	1591032822729	1591032822735	OK	 
REQUEST	1157		Home	1591032822730	1591032822739	OK	 
REQUEST	935		IniciadoSesion	1591032822250	1591032822760	OK	 
REQUEST	935		IniciadoSesion Redirect 1	1591032822760	1591032822764	OK	 
REQUEST	803		VerCursos	1591032822777	1591032822790	OK	 
USER	VerCursosDisponibles	803	END	1591032793228	1591032822790
USER	VerCursosDisponibles	1158	START	1591032822810	1591032822810
REQUEST	1158		Home	1591032822810	1591032822815	OK	 
REQUEST	1098		IniciarSesion	1591032822821	1591032822827	OK	 
REQUEST	804		VerCursos	1591032822836	1591032822848	OK	 
USER	VerCursosDisponibles	804	END	1591032793309	1591032822848
REQUEST	936		IniciadoSesion	1591032822335	1591032822852	OK	 
REQUEST	936		IniciadoSesion Redirect 1	1591032822852	1591032822856	OK	 
USER	VerCursosDisponibles	1159	START	1591032822897	1591032822897
REQUEST	1159		Home	1591032822897	1591032822902	OK	 
REQUEST	1099		IniciarSesion	1591032822897	1591032822902	OK	 
REQUEST	937		IniciadoSesion	1591032822416	1591032822942	OK	 
REQUEST	937		IniciadoSesion Redirect 1	1591032822942	1591032822946	OK	 
REQUEST	805		VerCursos	1591032822956	1591032822966	OK	 
USER	VerCursosDisponibles	805	END	1591032793401	1591032822967
USER	VerCursosDisponibles	1160	START	1591032822978	1591032822978
REQUEST	1160		Home	1591032822978	1591032822983	OK	 
REQUEST	1100		IniciarSesion	1591032822978	1591032822983	OK	 
REQUEST	938		IniciadoSesion	1591032822509	1591032823023	OK	 
REQUEST	806		VerCursos	1591032823012	1591032823026	OK	 
USER	VerCursosDisponibles	806	END	1591032793466	1591032823026
REQUEST	938		IniciadoSesion Redirect 1	1591032823023	1591032823028	OK	 
USER	VerCursosDisponibles	1161	START	1591032823060	1591032823060
REQUEST	1161		Home	1591032823061	1591032823065	OK	 
REQUEST	1101		IniciarSesion	1591032823066	1591032823070	OK	 
REQUEST	939		IniciadoSesion	1591032822579	1591032823085	OK	 
REQUEST	939		IniciadoSesion Redirect 1	1591032823085	1591032823089	OK	 
REQUEST	807		VerCursos	1591032823120	1591032823132	OK	 
USER	VerCursosDisponibles	807	END	1591032793559	1591032823132
USER	VerCursosDisponibles	1162	START	1591032823146	1591032823146
REQUEST	1162		Home	1591032823146	1591032823151	OK	 
REQUEST	1102		IniciarSesion	1591032823146	1591032823151	OK	 
REQUEST	940		IniciadoSesion	1591032822656	1591032823159	OK	 
REQUEST	940		IniciadoSesion Redirect 1	1591032823159	1591032823163	OK	 
USER	VerCursosDisponibles	1163	START	1591032823227	1591032823227
REQUEST	1163		Home	1591032823227	1591032823232	OK	 
REQUEST	1103		IniciarSesion	1591032823227	1591032823232	OK	 
REQUEST	941		IniciadoSesion	1591032822755	1591032823250	OK	 
REQUEST	941		IniciadoSesion Redirect 1	1591032823251	1591032823255	OK	 
REQUEST	808		VerCursos	1591032823286	1591032823298	OK	 
REQUEST	809		VerCursos	1591032823286	1591032823298	OK	 
USER	VerCursosDisponibles	809	END	1591032793716	1591032823298
USER	VerCursosDisponibles	808	END	1591032793652	1591032823299
USER	VerCursosDisponibles	1164	START	1591032823312	1591032823312
REQUEST	942		IniciadoSesion	1591032822825	1591032823313	OK	 
REQUEST	942		IniciadoSesion Redirect 1	1591032823313	1591032823317	OK	 
REQUEST	1164		Home	1591032823313	1591032823318	OK	 
REQUEST	1104		IniciarSesion	1591032823326	1591032823331	OK	 
REQUEST	810		VerCursos	1591032823348	1591032823361	OK	 
USER	VerCursosDisponibles	810	END	1591032793810	1591032823361
USER	VerCursosDisponibles	1165	START	1591032823397	1591032823397
REQUEST	1105		IniciarSesion	1591032823397	1591032823403	OK	 
REQUEST	1165		Home	1591032823398	1591032823404	OK	 
REQUEST	943		IniciadoSesion	1591032822919	1591032823417	OK	 
REQUEST	943		IniciadoSesion Redirect 1	1591032823418	1591032823423	OK	 
REQUEST	811		VerCursos	1591032823430	1591032823444	OK	 
USER	VerCursosDisponibles	811	END	1591032793894	1591032823445
USER	VerCursosDisponibles	1166	START	1591032823481	1591032823481
REQUEST	1166		Home	1591032823482	1591032823487	OK	 
REQUEST	1106		IniciarSesion	1591032823485	1591032823491	OK	 
REQUEST	944		IniciadoSesion	1591032823000	1591032823507	OK	 
REQUEST	944		IniciadoSesion Redirect 1	1591032823507	1591032823519	OK	 
REQUEST	812		VerCursos	1591032823497	1591032823519	OK	 
USER	VerCursosDisponibles	812	END	1591032793965	1591032823520
USER	VerCursosDisponibles	1167	START	1591032823556	1591032823556
REQUEST	1167		Home	1591032823556	1591032823562	OK	 
REQUEST	1107		IniciarSesion	1591032823568	1591032823574	OK	 
REQUEST	945		IniciadoSesion	1591032823087	1591032823607	OK	 
REQUEST	813		VerCursos	1591032823595	1591032823607	OK	 
USER	VerCursosDisponibles	813	END	1591032794060	1591032823608
REQUEST	945		IniciadoSesion Redirect 1	1591032823607	1591032823612	OK	 
USER	VerCursosDisponibles	1168	START	1591032823645	1591032823645
REQUEST	1168		Home	1591032823646	1591032823651	OK	 
REQUEST	946		IniciadoSesion	1591032823157	1591032823659	OK	 
REQUEST	1108		IniciarSesion	1591032823656	1591032823660	OK	 
REQUEST	946		IniciadoSesion Redirect 1	1591032823659	1591032823663	OK	 
REQUEST	814		VerCursos	1591032823667	1591032823678	OK	 
USER	VerCursosDisponibles	814	END	1591032794138	1591032823678
USER	VerCursosDisponibles	1169	START	1591032823728	1591032823728
REQUEST	1169		Home	1591032823728	1591032823733	OK	 
REQUEST	1109		IniciarSesion	1591032823760	1591032823771	OK	 
REQUEST	947		IniciadoSesion	1591032823249	1591032823779	OK	 
REQUEST	815		VerCursos	1591032823765	1591032823782	OK	 
USER	VerCursosDisponibles	815	END	1591032794216	1591032823782
REQUEST	947		IniciadoSesion Redirect 1	1591032823779	1591032823784	OK	 
USER	VerCursosDisponibles	1170	START	1591032823815	1591032823815
REQUEST	1110		IniciarSesion	1591032823815	1591032823823	OK	 
REQUEST	1170		Home	1591032823816	1591032823827	OK	 
REQUEST	948		IniciadoSesion	1591032823337	1591032823878	OK	 
REQUEST	948		IniciadoSesion Redirect 1	1591032823878	1591032823882	OK	 
REQUEST	816		VerCursos	1591032823870	1591032823883	OK	 
USER	VerCursosDisponibles	816	END	1591032794309	1591032823883
USER	VerCursosDisponibles	1171	START	1591032823896	1591032823896
REQUEST	1171		Home	1591032823896	1591032823902	OK	 
REQUEST	1111		IniciarSesion	1591032823907	1591032823912	OK	 
REQUEST	949		IniciadoSesion	1591032823408	1591032823947	OK	 
REQUEST	949		IniciadoSesion Redirect 1	1591032823947	1591032823952	OK	 
USER	VerCursosDisponibles	1172	START	1591032823981	1591032823981
REQUEST	1172		Home	1591032823981	1591032823987	OK	 
REQUEST	1112		IniciarSesion	1591032823985	1591032823991	OK	 
REQUEST	817		VerCursos	1591032823985	1591032823999	OK	 
USER	VerCursosDisponibles	817	END	1591032794388	1591032824000
REQUEST	950		IniciadoSesion	1591032823497	1591032824038	OK	 
REQUEST	818		VerCursos	1591032824027	1591032824042	OK	 
REQUEST	950		IniciadoSesion Redirect 1	1591032824038	1591032824043	OK	 
USER	VerCursosDisponibles	818	END	1591032794467	1591032824043
USER	VerCursosDisponibles	1173	START	1591032824061	1591032824061
REQUEST	1173		Home	1591032824061	1591032824067	OK	 
REQUEST	1113		IniciarSesion	1591032824078	1591032824083	OK	 
REQUEST	951		IniciadoSesion	1591032823579	1591032824148	OK	 
USER	VerCursosDisponibles	1174	START	1591032824149	1591032824149
REQUEST	951		IniciadoSesion Redirect 1	1591032824148	1591032824154	OK	 
REQUEST	1174		Home	1591032824149	1591032824155	OK	 
REQUEST	819		VerCursos	1591032824138	1591032824163	OK	 
USER	VerCursosDisponibles	819	END	1591032794550	1591032824163
REQUEST	1114		IniciarSesion	1591032824163	1591032824169	OK	 
USER	VerCursosDisponibles	1175	START	1591032824236	1591032824236
REQUEST	1175		Home	1591032824237	1591032824244	OK	 
REQUEST	1115		IniciarSesion	1591032824237	1591032824245	OK	 
REQUEST	952		IniciadoSesion	1591032823678	1591032824250	OK	 
REQUEST	820		VerCursos	1591032824237	1591032824253	OK	 
USER	VerCursosDisponibles	820	END	1591032794629	1591032824253
REQUEST	952		IniciadoSesion Redirect 1	1591032824250	1591032824256	OK	 
REQUEST	953		IniciadoSesion	1591032823750	1591032824294	OK	 
REQUEST	953		IniciadoSesion Redirect 1	1591032824294	1591032824298	OK	 
USER	VerCursosDisponibles	1176	START	1591032824309	1591032824309
REQUEST	1176		Home	1591032824309	1591032824314	OK	 
REQUEST	821		VerCursos	1591032824320	1591032824332	OK	 
USER	VerCursosDisponibles	821	END	1591032794718	1591032824332
REQUEST	1116		IniciarSesion	1591032824331	1591032824336	OK	 
REQUEST	954		IniciadoSesion	1591032823828	1591032824373	OK	 
REQUEST	954		IniciadoSesion Redirect 1	1591032824374	1591032824378	OK	 
USER	VerCursosDisponibles	1177	START	1591032824399	1591032824399
REQUEST	1177		Home	1591032824399	1591032824404	OK	 
REQUEST	822		VerCursos	1591032824399	1591032824412	OK	 
USER	VerCursosDisponibles	822	END	1591032794796	1591032824412
REQUEST	1117		IniciarSesion	1591032824415	1591032824420	OK	 
