ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.SolicitarTransporteMaxRendPerfomance	solicitartransportemaxrendperfomance	1590696459136	 	3.3.1
REQUEST	294		SolicitarTransporteForm	1590696556880	1590696558508	OK	 
REQUEST	128		CierreSesion Redirect 1	1590696557842	1590696558511	OK	 
REQUEST	406		AuthenticatedAsOwner	1590696555705	1590696558518	OK	 
REQUEST	276		SolicitarTransporteForm	1590696556195	1590696558522	OK	 
REQUEST	412		AuthenticatedAsOwner Redirect 1	1590696558259	1590696558523	OK	 
REQUEST	391		AuthenticatedAsOwner Redirect 1	1590696557880	1590696558537	OK	 
REQUEST	503		Login	1590696558100	1590696558539	OK	 
REQUEST	399		AuthenticatedAsOwner Redirect 1	1590696557227	1590696558541	OK	 
REQUEST	402		AuthenticatedAsOwner Redirect 1	1590696557880	1590696558551	OK	 
REQUEST	138		CierreSesion Redirect 1	1590696557976	1590696558553	OK	 
REQUEST	140		CierreSesion	1590696557513	1590696558556	OK	 
REQUEST	182		PostSolicitarTransporteNeg	1590696557895	1590696558557	OK	 
REQUEST	546		Home	1590696557579	1590696558562	OK	 
REQUEST	547		Home	1590696557902	1590696558562	OK	 
REQUEST	114		CierreSesion Redirect 1	1590696557418	1590696558563	OK	 
REQUEST	550		Home	1590696557902	1590696558565	OK	 
REQUEST	535		Home	1590696555945	1590696558566	OK	 
REQUEST	141		CierreSesion Redirect 1	1590696558053	1590696558571	OK	 
USER	solicitarTransportePos	549	START	1590696558575	1590696558575
USER	solicitarTransporteNeg	552	START	1590696558575	1590696558575
REQUEST	119		CierreSesion Redirect 1	1590696557907	1590696558578	OK	 
REQUEST	116		CierreSesion Redirect 1	1590696557959	1590696558585	OK	 
REQUEST	147		CierreSesion Redirect 1	1590696558311	1590696558586	OK	 
REQUEST	112		CierreSesion Redirect 1	1590696557736	1590696558588	OK	 
REQUEST	125		CierreSesion Redirect 1	1590696557823	1590696558590	OK	 
REQUEST	409		AuthenticatedAsOwner	1590696555822	1590696558591	OK	 
REQUEST	130		CierreSesion Redirect 1	1590696557920	1590696558591	OK	 
REQUEST	260		SolicitarTransporteForm	1590696555703	1590696558592	OK	 
REQUEST	181		PostSolicitarTransporteNeg	1590696557798	1590696558593	OK	 
REQUEST	395		AuthenticatedAsOwner Redirect 1	1590696557738	1590696558597	OK	 
REQUEST	139		request_15	1590696558334	1590696558599	OK	 
REQUEST	548		Home	1590696558239	1590696558599	OK	 
REQUEST	167		PostSolicitarTransportePos Redirect 1	1590696558209	1590696558601	OK	 
REQUEST	163		PostSolicitarTransportePos	1590696557269	1590696558601	OK	 
REQUEST	289		request_9	1590696558148	1590696558601	OK	 
REQUEST	281		request_9	1590696558241	1590696558630	OK	 
REQUEST	269		request_9	1590696558063	1590696558631	OK	 
REQUEST	131		CierreSesion Redirect 1	1590696557852	1590696558643	OK	 
REQUEST	257		request_9	1590696558359	1590696558644	OK	 
REQUEST	387		request_5	1590696558483	1590696558649	OK	 
REQUEST	404		AuthenticatedAsOwner Redirect 1	1590696557852	1590696558655	OK	 
REQUEST	506		Login	1590696558363	1590696558658	OK	 
REQUEST	504		Login	1590696558364	1590696558663	OK	 
REQUEST	511		Login	1590696558364	1590696558664	OK	 
REQUEST	263		SolicitarTransporteForm	1590696556321	1590696558665	OK	 
REQUEST	545		request_1	1590696558499	1590696558667	OK	 
REQUEST	522		Login	1590696558366	1590696558668	OK	 
REQUEST	505		Login	1590696558366	1590696558670	OK	 
REQUEST	128		request_15	1590696558511	1590696558673	OK	 
REQUEST	392		AuthenticatedAsOwner Redirect 1	1590696557346	1590696558674	OK	 
REQUEST	406		AuthenticatedAsOwner Redirect 1	1590696558519	1590696558679	OK	 
REQUEST	392		request_5	1590696558675	1590696558681	OK	 
REQUEST	393		AuthenticatedAsOwner Redirect 1	1590696557739	1590696558681	OK	 
REQUEST	280		request_9	1590696558135	1590696558683	OK	 
REQUEST	396		AuthenticatedAsOwner Redirect 1	1590696557415	1590696558685	OK	 
REQUEST	532		request_1	1590696558049	1590696558687	OK	 
REQUEST	146		CierreSesion Redirect 1	1590696558177	1590696558692	OK	 
REQUEST	543		Home	1590696557579	1590696558694	OK	 
REQUEST	140		CierreSesion Redirect 1	1590696558556	1590696558698	OK	 
REQUEST	142		CierreSesion Redirect 1	1590696558270	1590696558699	OK	 
REQUEST	143		CierreSesion Redirect 1	1590696558184	1590696558700	OK	 
REQUEST	141		request_15	1590696558571	1590696558706	OK	 
REQUEST	121		CierreSesion Redirect 1	1590696557959	1590696558708	OK	 
REQUEST	536		request_1	1590696558205	1590696558712	OK	 
REQUEST	126		request_15	1590696558322	1590696558713	OK	 
REQUEST	539		request_1	1590696558416	1590696558717	OK	 
REQUEST	537		request_1	1590696558313	1590696558717	OK	 
REQUEST	125		request_15	1590696558590	1590696558718	OK	 
REQUEST	293		request_9	1590696558229	1590696558719	OK	 
REQUEST	405		request_5	1590696558448	1590696558723	OK	 
REQUEST	551		request_1	1590696558445	1590696558723	OK	 
REQUEST	262		request_9	1590696558210	1590696558727	OK	 
REQUEST	265		request_9	1590696558135	1590696558729	OK	 
REQUEST	284		request_9	1590696558134	1590696558730	OK	 
REQUEST	252		request_9	1590696558148	1590696558737	OK	 
REQUEST	171		PostSolicitarTransportePos Redirect 1	1590696558451	1590696558738	OK	 
REQUEST	272		request_9	1590696558432	1590696558738	OK	 
REQUEST	255		request_9	1590696558484	1590696558751	OK	 
REQUEST	404		request_5	1590696558655	1590696558759	OK	 
USER	solicitarTransporteNeg	104	END	1590696478572	1590696558763
REQUEST	515		Login	1590696558394	1590696558770	OK	 
REQUEST	408		AuthenticatedAsOwner Redirect 1	1590696557936	1590696558776	OK	 
REQUEST	135		CierreSesion Redirect 1	1590696557906	1590696558782	OK	 
REQUEST	120		CierreSesion Redirect 1	1590696558057	1590696558783	OK	 
REQUEST	538		request_1	1590696558309	1590696558784	OK	 
REQUEST	508		Login	1590696558054	1590696558784	OK	 
REQUEST	115		CierreSesion Redirect 1	1590696558132	1590696558785	OK	 
REQUEST	124		request_15	1590696558313	1590696558786	OK	 
REQUEST	541		request_1	1590696558355	1590696558795	OK	 
REQUEST	299		request_9	1590696557975	1590696558797	OK	 
REQUEST	294		request_9	1590696558508	1590696558798	OK	 
REQUEST	548		request_1	1590696558599	1590696558800	OK	 
REQUEST	276		request_9	1590696558522	1590696558800	OK	 
REQUEST	298		SolicitarTransporteForm	1590696557980	1590696558805	OK	 
USER	solicitarTransporteNeg	108	END	1590696478919	1590696558812
REQUEST	398		request_5	1590696558475	1590696558822	OK	 
REQUEST	394		request_5	1590696558490	1590696558822	OK	 
REQUEST	131		request_15	1590696558644	1590696558823	OK	 
REQUEST	297		SolicitarTransporteForm	1590696558099	1590696558824	OK	 
USER	solicitarTransportePos	111	END	1590696480069	1590696558836
REQUEST	412		request_5	1590696558524	1590696558838	OK	 
REQUEST	534		request_1	1590696558040	1590696558847	OK	 
REQUEST	114		request_15	1590696558564	1590696558852	OK	 
REQUEST	296		request_9	1590696558134	1590696558870	OK	 
REQUEST	550		request_1	1590696558565	1590696558871	OK	 
REQUEST	181		request_11	1590696558594	1590696558878	OK	 
REQUEST	535		request_1	1590696558567	1590696558878	OK	 
REQUEST	408		request_5	1590696558777	1590696558883	OK	 
REQUEST	282		request_9	1590696558454	1590696558890	OK	 
REQUEST	119		request_15	1590696558579	1590696558895	OK	 
REQUEST	147		request_15	1590696558586	1590696558896	OK	 
REQUEST	395		request_5	1590696558598	1590696558903	OK	 
USER	solicitarTransportePos	107	END	1590696479594	1590696558915
USER	solicitarTransportePos	553	START	1590696558916	1590696558916
USER	solicitarTransporteNeg	556	START	1590696558916	1590696558916
REQUEST	258		request_9	1590696558177	1590696558918	OK	 
REQUEST	291		request_9	1590696558306	1590696558919	OK	 
REQUEST	256		request_9	1590696557735	1590696558919	OK	 
REQUEST	173		request_11	1590696558497	1590696558925	OK	 
USER	solicitarTransporteNeg	113	END	1590696480069	1590696558934
REQUEST	178		PostSolicitarTransportePos	1590696557479	1590696558935	OK	 
REQUEST	278		request_9	1590696558312	1590696558937	OK	 
REQUEST	507		Login	1590696558366	1590696558948	OK	 
REQUEST	186		PostSolicitarTransporteNeg	1590696558283	1590696558949	OK	 
REQUEST	522		request_3	1590696558668	1590696558949	OK	 
REQUEST	507		request_3	1590696558949	1590696558955	OK	 
REQUEST	506		request_3	1590696558658	1590696558956	OK	 
REQUEST	504		request_3	1590696558663	1590696558959	OK	 
REQUEST	393		request_5	1590696558682	1590696558959	OK	 
REQUEST	406		request_5	1590696558679	1590696558959	OK	 
REQUEST	503		request_3	1590696558540	1590696558960	OK	 
REQUEST	391		request_5	1590696558537	1590696558962	OK	 
REQUEST	400		request_5	1590696558397	1590696558966	OK	 
REQUEST	129		request_15	1590696558400	1590696558967	OK	 
REQUEST	403		request_5	1590696558282	1590696558967	OK	 
REQUEST	143		request_15	1590696558701	1590696558968	OK	 
REQUEST	512		Login	1590696558284	1590696558969	OK	 
REQUEST	286		request_9	1590696558064	1590696558970	OK	 
REQUEST	407		request_5	1590696558410	1590696558979	OK	 
REQUEST	411		request_5	1590696558306	1590696558979	OK	 
REQUEST	288		request_9	1590696558324	1590696558983	OK	 
REQUEST	120		request_15	1590696558783	1590696558984	OK	 
REQUEST	518		Login	1590696558884	1590696558985	OK	 
REQUEST	135		request_15	1590696558782	1590696558989	OK	 
REQUEST	508		request_3	1590696558784	1590696558989	OK	 
REQUEST	549		Home	1590696558575	1590696558996	OK	 
REQUEST	552		Home	1590696558575	1590696558997	OK	 
USER	solicitarTransportePos	106	END	1590696479252	1590696559004
REQUEST	116		request_15	1590696558585	1590696559005	OK	 
REQUEST	172		PostSolicitarTransportePos	1590696557764	1590696559005	OK	 
REQUEST	123		request_15	1590696558321	1590696559007	OK	 
REQUEST	121		request_15	1590696558709	1590696559008	OK	 
REQUEST	170		PostSolicitarTransporteNeg	1590696557709	1590696559023	OK	 
REQUEST	136		request_15	1590696558329	1590696559024	OK	 
REQUEST	290		request_9	1590696558484	1590696559025	OK	 
REQUEST	180		PostSolicitarTransporteNeg	1590696557934	1590696559026	OK	 
REQUEST	519		Login	1590696558725	1590696559039	OK	 
REQUEST	112		request_15	1590696558588	1590696559039	OK	 
REQUEST	171		request_11	1590696558738	1590696559040	OK	 
REQUEST	169		request_11	1590696558167	1590696559041	OK	 
REQUEST	177		PostSolicitarTransportePos	1590696557513	1590696559042	OK	 
REQUEST	300		SolicitarTransporteForm	1590696558110	1590696559048	OK	 
REQUEST	188		PostSolicitarTransporteNeg	1590696558573	1590696559062	OK	 
REQUEST	509		Login	1590696558941	1590696559069	OK	 
REQUEST	520		Login	1590696558836	1590696559070	OK	 
REQUEST	187		PostSolicitarTransporteNeg	1590696558573	1590696559071	OK	 
REQUEST	511		request_3	1590696558664	1590696559085	OK	 
REQUEST	271		request_9	1590696558198	1590696559088	OK	 
REQUEST	399		request_5	1590696558541	1590696559089	OK	 
REQUEST	515		request_3	1590696558771	1590696559110	OK	 
REQUEST	402		request_5	1590696558552	1590696559114	OK	 
REQUEST	510		Login	1590696558263	1590696559121	OK	 
REQUEST	146		request_15	1590696558692	1590696559122	OK	 
REQUEST	510		request_3	1590696559121	1590696559128	OK	 
REQUEST	118		request_15	1590696558401	1590696559133	OK	 
REQUEST	167		request_11	1590696558601	1590696559141	OK	 
REQUEST	512		request_3	1590696558970	1590696559141	OK	 
REQUEST	115		request_15	1590696558786	1590696559141	OK	 
REQUEST	130		request_15	1590696558592	1590696559156	OK	 
REQUEST	409		AuthenticatedAsOwner Redirect 1	1590696558591	1590696559156	OK	 
REQUEST	122		request_15	1590696558428	1590696559158	OK	 
REQUEST	298		request_9	1590696558806	1590696559161	OK	 
REQUEST	283		request_9	1590696558308	1590696559205	OK	 
REQUEST	517		Login	1590696558940	1590696559220	OK	 
REQUEST	176		request_11	1590696558330	1590696559221	OK	 
REQUEST	396		request_5	1590696558686	1590696559241	OK	 
USER	solicitarTransportePos	554	START	1590696559260	1590696559260
USER	solicitarTransporteNeg	557	START	1590696559260	1590696559260
REQUEST	163		PostSolicitarTransportePos Redirect 1	1590696558601	1590696559274	OK	 
REQUEST	174		request_11	1590696558396	1590696559275	OK	 
USER	solicitarTransportePos	555	START	1590696559576	1590696559576
USER	solicitarTransporteNeg	558	START	1590696559578	1590696559578
REQUEST	127		request_15	1590696558429	1590696559600	OK	 
REQUEST	267		request_9	1590696558262	1590696559600	OK	 
REQUEST	514		Login	1590696558915	1590696559704	OK	 
REQUEST	175		PostSolicitarTransporteNeg	1590696557802	1590696559705	OK	 
REQUEST	179		PostSolicitarTransportePos	1590696558462	1590696559709	OK	 
REQUEST	186		request_11	1590696558949	1590696559714	OK	 
REQUEST	505		request_3	1590696558670	1590696559714	OK	 
REQUEST	183		PostSolicitarTransportePos	1590696557919	1590696559715	OK	 
REQUEST	297		request_9	1590696558824	1590696559715	OK	 
REQUEST	542		request_1	1590696558263	1590696559792	OK	 
REQUEST	546		request_1	1590696558562	1590696559793	OK	 
REQUEST	140		request_15	1590696558698	1590696560042	OK	 
USER	solicitarTransportePos	559	START	1590696560088	1590696560088
USER	solicitarTransporteNeg	560	START	1590696560088	1590696560088
REQUEST	279		request_9	1590696558295	1590696560115	OK	 
REQUEST	182		request_11	1590696558558	1590696560227	OK	 
REQUEST	300		request_9	1590696559049	1590696560227	OK	 
REQUEST	177		PostSolicitarTransportePos Redirect 1	1590696559042	1590696560249	OK	 
REQUEST	420		AuthenticatedAsOwner	1590696558794	1590696560249	OK	 
REQUEST	519		request_3	1590696559039	1590696560251	OK	 
REQUEST	263		request_9	1590696558665	1590696560285	OK	 
REQUEST	192		PostSolicitarTransporteNeg	1590696558842	1590696560294	OK	 
REQUEST	416		AuthenticatedAsOwner	1590696558939	1590696560296	OK	 
REQUEST	178		PostSolicitarTransportePos Redirect 1	1590696558935	1590696560327	OK	 
REQUEST	168		PostSolicitarTransportePos Redirect 1	1590696558177	1590696560333	OK	 
REQUEST	189		PostSolicitarTransportePos	1590696559022	1590696560338	OK	 
REQUEST	414		AuthenticatedAsOwner	1590696558872	1590696560338	OK	 
REQUEST	553		Home	1590696558916	1590696560341	OK	 
REQUEST	132		request_15	1590696558208	1590696560378	OK	 
REQUEST	172		PostSolicitarTransportePos Redirect 1	1590696559005	1590696560381	OK	 
REQUEST	180		request_11	1590696559027	1590696560586	OK	 
REQUEST	514		request_3	1590696559705	1590696560605	OK	 
REQUEST	421		AuthenticatedAsOwner	1590696559084	1590696561131	OK	 
REQUEST	516		Login	1590696559055	1590696561144	OK	 
REQUEST	520		request_3	1590696559070	1590696561150	OK	 
REQUEST	426		AuthenticatedAsOwner	1590696559123	1590696561151	OK	 
REQUEST	185		PostSolicitarTransportePos	1590696558972	1590696561152	OK	 
REQUEST	543		request_1	1590696558695	1590696561156	OK	 
REQUEST	524		Login	1590696559004	1590696561375	OK	 
REQUEST	260		request_9	1590696558592	1590696561494	OK	 
REQUEST	552		request_1	1590696559002	1590696561664	OK	 
REQUEST	549		request_1	1590696558997	1590696561665	OK	 
REQUEST	540		request_1	1590696558319	1590696561687	OK	 
REQUEST	417		AuthenticatedAsOwner	1590696558987	1590696561706	OK	 
REQUEST	438		AuthenticatedAsOwner	1590696560101	1590696561706	OK	 
REQUEST	170		request_11	1590696559024	1590696561870	OK	 
REQUEST	415		AuthenticatedAsOwner	1590696559055	1590696561894	OK	 
REQUEST	333		MyPets	1590696559987	1590696562032	OK	 
REQUEST	523		Login	1590696559137	1590696562032	OK	 
REQUEST	547		request_1	1590696558563	1590696562033	OK	 
REQUEST	163		request_11	1590696559274	1590696562042	OK	 
REQUEST	117		request_15	1590696558416	1590696562042	OK	 
REQUEST	518		request_3	1590696558985	1590696562042	OK	 
REQUEST	425		AuthenticatedAsOwner	1590696559889	1590696562057	OK	 
REQUEST	422		AuthenticatedAsOwner	1590696559084	1590696562057	OK	 
REQUEST	419		AuthenticatedAsOwner	1590696559100	1590696562168	OK	 
REQUEST	529		Login	1590696559298	1590696562171	OK	 
REQUEST	509		request_3	1590696559069	1590696562181	OK	 
REQUEST	188		request_11	1590696559062	1590696562182	OK	 
REQUEST	423		AuthenticatedAsOwner	1590696559100	1590696562182	OK	 
REQUEST	521		Login	1590696559139	1590696562183	OK	 
REQUEST	184		PostSolicitarTransportePos	1590696559083	1590696562183	OK	 
REQUEST	335		MyPets	1590696560319	1590696562188	OK	 
REQUEST	142		request_15	1590696558699	1590696562192	OK	 
REQUEST	433		AuthenticatedAsOwner	1590696560121	1590696562192	OK	 
REQUEST	513		Login	1590696558972	1590696562192	OK	 
REQUEST	193		PostSolicitarTransporteNeg	1590696559017	1590696562193	OK	 
REQUEST	413		AuthenticatedAsOwner	1590696559116	1590696562219	OK	 
REQUEST	332		MyPets	1590696560289	1590696562248	OK	 
REQUEST	420		AuthenticatedAsOwner Redirect 1	1590696560250	1590696562324	OK	 
REQUEST	417		AuthenticatedAsOwner Redirect 1	1590696561706	1590696562329	OK	 
REQUEST	327		SolicitarTransporteForm	1590696562220	1590696562334	OK	 
REQUEST	346		MyPets	1590696560512	1590696562337	OK	 
REQUEST	165		CierreSesion	1590696562131	1590696562340	OK	 
REQUEST	165		CierreSesion Redirect 1	1590696562340	1590696562345	OK	 
REQUEST	346		request_7	1590696562338	1590696562346	OK	 
REQUEST	159		CierreSesion	1590696561953	1590696562348	OK	 
REQUEST	193		request_11	1590696562194	1590696562354	OK	 
REQUEST	159		CierreSesion Redirect 1	1590696562349	1590696562354	OK	 
REQUEST	187		request_11	1590696559072	1590696562355	OK	 
REQUEST	179		PostSolicitarTransportePos Redirect 1	1590696559709	1590696562356	OK	 
REQUEST	325		SolicitarTransporteForm	1590696562241	1590696562368	OK	 
REQUEST	553		request_1	1590696560341	1590696562369	OK	 
REQUEST	556		Home	1590696558916	1590696562370	OK	 
REQUEST	175		request_11	1590696559706	1590696562374	OK	 
REQUEST	354		MyPets	1590696560602	1590696562381	OK	 
REQUEST	323		SolicitarTransporteForm	1590696562214	1590696562382	OK	 
REQUEST	435		AuthenticatedAsOwner	1590696560168	1590696562436	OK	 
REQUEST	339		MyPets	1590696560222	1590696562443	OK	 
REQUEST	353		MyPets	1590696560545	1590696562515	OK	 
REQUEST	526		Login	1590696559299	1590696562515	OK	 
REQUEST	530		Login	1590696559590	1590696562515	OK	 
REQUEST	145		CierreSesion	1590696562039	1590696562515	OK	 
REQUEST	150		CierreSesion	1590696562097	1590696562515	OK	 
REQUEST	155		CierreSesion	1590696562156	1590696562515	OK	 
REQUEST	161		CierreSesion	1590696562305	1590696562516	OK	 
REQUEST	158		CierreSesion	1590696562097	1590696562516	OK	 
REQUEST	419		AuthenticatedAsOwner Redirect 1	1590696562168	1590696562516	OK	 
REQUEST	302		SolicitarTransporteForm	1590696560457	1590696562516	OK	 
REQUEST	138		request_15	1590696558553	1590696562516	OK	 
REQUEST	427		AuthenticatedAsOwner	1590696559954	1590696562516	OK	 
REQUEST	154		CierreSesion	1590696561690	1590696562516	OK	 
REQUEST	334		MyPets	1590696560088	1590696562516	OK	 
REQUEST	162		CierreSesion	1590696562175	1590696562516	OK	 
REQUEST	351		MyPets	1590696560512	1590696562516	OK	 
REQUEST	330		MyPets	1590696560391	1590696562517	OK	 
REQUEST	168		request_11	1590696560334	1590696562517	OK	 
REQUEST	338		MyPets	1590696560423	1590696562517	OK	 
REQUEST	144		CierreSesion	1590696561203	1590696562517	OK	 
REQUEST	151		CierreSesion	1590696562202	1590696562517	OK	 
REQUEST	192		request_11	1590696560295	1590696562517	OK	 
REQUEST	183		PostSolicitarTransportePos Redirect 1	1590696559715	1590696562517	OK	 
REQUEST	560		Home	1590696560088	1590696562518	OK	 
