ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.Transportar2EscaneriosPerfomance	transportar2escaneriosperfomance	1590747969250	 	3.3.1
REQUEST	551		TransportesPendientes	1590748121959	1590748121980	OK	 
REQUEST	551		request_8	1590748121982	1590748122002	OK	 
REQUEST	455		TransportarForm	1590748122006	1590748122016	OK	 
REQUEST	455		request_10	1590748122016	1590748122025	OK	 
REQUEST	560		TransportesPendientes	1590748122006	1590748122032	OK	 
REQUEST	457		TransportarForm	1590748122027	1590748122037	OK	 
REQUEST	558		TransportesPendientes	1590748122016	1590748122044	OK	 
REQUEST	457		request_10	1590748122037	1590748122054	OK	 
REQUEST	560		request_8	1590748122035	1590748122068	OK	 
REQUEST	558		request_8	1590748122047	1590748122083	OK	 
REQUEST	537		TransportesPendientes	1590748122056	1590748122086	OK	 
REQUEST	542		TransportesPendientes	1590748122057	1590748122097	OK	 
REQUEST	448		TransportarForm	1590748122096	1590748122107	OK	 
REQUEST	537		request_8	1590748122089	1590748122115	OK	 
REQUEST	448		request_10	1590748122107	1590748122117	OK	 
REQUEST	542		request_8	1590748122099	1590748122121	OK	 
REQUEST	533		TransportarForm	1590748122139	1590748122147	OK	 
REQUEST	533		request_10	1590748122148	1590748122159	OK	 
REQUEST	525		TransportarForm	1590748122150	1590748122162	OK	 
REQUEST	525		request_10	1590748122162	1590748122173	OK	 
REQUEST	312		transportarNeg	1590748122198	1590748122208	OK	 
REQUEST	312		request_12	1590748122209	1590748122226	OK	 
USER	transportarNeg	329	END	1590748029198	1590748122286
REQUEST	557		TransportesPendientes	1590748122551	1590748122569	OK	 
REQUEST	557		request_8	1590748122571	1590748122588	OK	 
REQUEST	324		CierreSesion	1590748122607	1590748122608	OK	 
REQUEST	324		CierreSesion Redirect 1	1590748122608	1590748122611	OK	 
REQUEST	324		request_15	1590748122611	1590748122614	OK	 
REQUEST	353		transportarNeg	1590748122696	1590748122705	OK	 
REQUEST	353		request_12	1590748122705	1590748122723	OK	 
REQUEST	354		Transportado	1590748122717	1590748122727	OK	 
REQUEST	354		request_12	1590748122727	1590748122744	OK	 
REQUEST	488		TransportarForm	1590748122749	1590748122757	OK	 
REQUEST	488		request_10	1590748122758	1590748122766	OK	 
REQUEST	469		TransportarForm	1590748122796	1590748122804	OK	 
REQUEST	469		request_10	1590748122804	1590748122812	OK	 
REQUEST	318		CierreSesion	1590748122857	1590748122858	OK	 
REQUEST	318		CierreSesion Redirect 1	1590748122858	1590748122861	OK	 
REQUEST	318		request_15	1590748122861	1590748122864	OK	 
REQUEST	446		TransportarForm	1590748122868	1590748122876	OK	 
REQUEST	446		request_10	1590748122877	1590748122884	OK	 
REQUEST	459		TransportarForm	1590748122899	1590748122909	OK	 
REQUEST	524		TransportarForm	1590748122910	1590748122920	OK	 
REQUEST	459		request_10	1590748122910	1590748122920	OK	 
REQUEST	524		request_10	1590748122920	1590748122928	OK	 
REQUEST	328		CierreSesion	1590748122936	1590748122936	OK	 
REQUEST	328		CierreSesion Redirect 1	1590748122937	1590748122939	OK	 
REQUEST	328		request_15	1590748122939	1590748122942	OK	 
REQUEST	460		TransportarForm	1590748122966	1590748122975	OK	 
REQUEST	495		TransportarForm	1590748122966	1590748122975	OK	 
REQUEST	460		request_10	1590748122975	1590748122985	OK	 
REQUEST	495		request_10	1590748122975	1590748122986	OK	 
REQUEST	338		CierreSesion	1590748123049	1590748123050	OK	 
REQUEST	338		CierreSesion Redirect 1	1590748123050	1590748123053	OK	 
REQUEST	338		request_15	1590748123054	1590748123057	OK	 
REQUEST	529		TransportarForm	1590748123080	1590748123088	OK	 
REQUEST	529		request_10	1590748123089	1590748123096	OK	 
REQUEST	472		TransportarForm	1590748123307	1590748123315	OK	 
REQUEST	472		request_10	1590748123315	1590748123323	OK	 
REQUEST	517		TransportarForm	1590748123349	1590748123357	OK	 
REQUEST	517		request_10	1590748123357	1590748123366	OK	 
REQUEST	499		TransportarForm	1590748123530	1590748123539	OK	 
REQUEST	499		request_10	1590748123539	1590748123547	OK	 
REQUEST	510		TransportarForm	1590748123577	1590748123585	OK	 
REQUEST	510		request_10	1590748123585	1590748123593	OK	 
REQUEST	362		Transportado	1590748123598	1590748123607	OK	 
REQUEST	362		request_12	1590748123608	1590748123634	OK	 
REQUEST	539		TransportesPendientes	1590748123750	1590748123767	OK	 
REQUEST	547		TransportesPendientes	1590748123770	1590748123793	OK	 
REQUEST	539		request_8	1590748123769	1590748123796	OK	 
REQUEST	545		TransportesPendientes	1590748123780	1590748123809	OK	 
REQUEST	554		TransportesPendientes	1590748123786	1590748123815	OK	 
REQUEST	547		request_8	1590748123796	1590748123825	OK	 
REQUEST	545		request_8	1590748123812	1590748123841	OK	 
REQUEST	554		request_8	1590748123819	1590748123851	OK	 
REQUEST	546		TransportesPendientes	1590748123826	1590748123855	OK	 
REQUEST	373		transportarNeg	1590748123856	1590748123865	OK	 
REQUEST	546		request_8	1590748123856	1590748123879	OK	 
REQUEST	327		Transportado	1590748123867	1590748123880	OK	 
REQUEST	373		request_12	1590748123866	1590748123891	OK	 
REQUEST	327		request_12	1590748123880	1590748123903	OK	 
REQUEST	476		TransportarForm	1590748124137	1590748124145	OK	 
REQUEST	476		request_10	1590748124145	1590748124153	OK	 
REQUEST	492		TransportarForm	1590748124357	1590748124365	OK	 
REQUEST	492		request_10	1590748124365	1590748124373	OK	 
REQUEST	320		CierreSesion	1590748124378	1590748124379	OK	 
REQUEST	320		CierreSesion Redirect 1	1590748124379	1590748124381	OK	 
REQUEST	320		request_15	1590748124382	1590748124384	OK	 
REQUEST	481		TransportarForm	1590748124451	1590748124459	OK	 
REQUEST	481		request_10	1590748124460	1590748124468	OK	 
REQUEST	386		transportarNeg	1590748124548	1590748124557	OK	 
REQUEST	386		request_12	1590748124557	1590748124575	OK	 
REQUEST	361		Transportado	1590748124569	1590748124579	OK	 
REQUEST	361		request_12	1590748124579	1590748124596	OK	 
REQUEST	535		TransportarForm	1590748124626	1590748124637	OK	 
REQUEST	509		TransportarForm	1590748124637	1590748124650	OK	 
REQUEST	535		request_10	1590748124637	1590748124649	OK	 
REQUEST	509		request_10	1590748124650	1590748124659	OK	 
REQUEST	400		Transportado	1590748124716	1590748124730	OK	 
REQUEST	383		Transportado	1590748124716	1590748124730	OK	 
REQUEST	355		Transportado	1590748124716	1590748124731	OK	 
REQUEST	347		transportarNeg	1590748124744	1590748124760	OK	 
REQUEST	355		request_12	1590748124731	1590748124760	OK	 
USER	transportarPos	315	END	1590748026524	1590748124767
REQUEST	383		request_12	1590748124731	1590748124769	OK	 
REQUEST	344		Transportado	1590748124745	1590748124770	OK	 
REQUEST	369		transportarNeg	1590748124766	1590748124795	OK	 
REQUEST	356		Transportado	1590748124746	1590748124796	OK	 
REQUEST	400		request_12	1590748124731	1590748124797	OK	 
REQUEST	347		request_12	1590748124760	1590748124797	OK	 
REQUEST	381		transportarNeg	1590748124761	1590748124798	OK	 
REQUEST	344		request_12	1590748124770	1590748124821	OK	 
REQUEST	358		transportarNeg	1590748124787	1590748124838	OK	 
REQUEST	369		request_12	1590748124795	1590748124842	OK	 
REQUEST	356		request_12	1590748124796	1590748124874	OK	 
REQUEST	381		request_12	1590748124798	1590748124893	OK	 
REQUEST	358		request_12	1590748124838	1590748124894	OK	 
USER	transportarNeg	319	END	1590748027941	1590748124903
REQUEST	365		Transportado	1590748124829	1590748124912	OK	 
REQUEST	526		TransportarForm	1590748124902	1590748124935	OK	 
REQUEST	500		TransportarForm	1590748124873	1590748124935	OK	 
REQUEST	376		Transportado	1590748124854	1590748124939	OK	 
REQUEST	376		request_12	1590748124939	1590748124974	OK	 
REQUEST	365		request_12	1590748124912	1590748124975	OK	 
REQUEST	526		request_10	1590748124935	1590748124982	OK	 
REQUEST	531		TransportarForm	1590748124921	1590748124982	OK	 
REQUEST	518		TransportarForm	1590748124949	1590748124986	OK	 
REQUEST	521		TransportarForm	1590748124937	1590748124987	OK	 
REQUEST	500		request_10	1590748124936	1590748124994	OK	 
REQUEST	531		request_10	1590748124983	1590748124998	OK	 
REQUEST	516		TransportarForm	1590748124949	1590748125010	OK	 
REQUEST	518		request_10	1590748124987	1590748125010	OK	 
REQUEST	516		request_10	1590748125011	1590748125022	OK	 
REQUEST	521		request_10	1590748124987	1590748125022	OK	 
REQUEST	363		transportarNeg	1590748125026	1590748125038	OK	 
REQUEST	520		TransportarForm	1590748125021	1590748125038	OK	 
REQUEST	377		Transportado	1590748125038	1590748125052	OK	 
REQUEST	520		request_10	1590748125039	1590748125055	OK	 
REQUEST	363		request_12	1590748125039	1590748125080	OK	 
REQUEST	307		CierreSesion	1590748125081	1590748125082	OK	 
REQUEST	377		request_12	1590748125052	1590748125086	OK	 
REQUEST	307		CierreSesion Redirect 1	1590748125083	1590748125090	OK	 
REQUEST	504		TransportarForm	1590748125081	1590748125094	OK	 
REQUEST	307		request_15	1590748125091	1590748125096	OK	 
REQUEST	504		request_10	1590748125095	1590748125107	OK	 
REQUEST	489		TransportarForm	1590748125206	1590748125218	OK	 
REQUEST	489		request_10	1590748125219	1590748125228	OK	 
REQUEST	491		TransportarForm	1590748125276	1590748125284	OK	 
REQUEST	491		request_10	1590748125285	1590748125294	OK	 
REQUEST	498		TransportarForm	1590748125297	1590748125305	OK	 
REQUEST	498		request_10	1590748125305	1590748125314	OK	 
REQUEST	528		TransportarForm	1590748125308	1590748125316	OK	 
REQUEST	528		request_10	1590748125316	1590748125325	OK	 
REQUEST	452		TransportarForm	1590748125376	1590748125384	OK	 
REQUEST	452		request_10	1590748125385	1590748125393	OK	 
REQUEST	512		TransportarForm	1590748125449	1590748125457	OK	 
REQUEST	512		request_10	1590748125458	1590748125467	OK	 
REQUEST	501		TransportarForm	1590748125460	1590748125470	OK	 
REQUEST	507		TransportarForm	1590748125471	1590748125483	OK	 
REQUEST	501		request_10	1590748125471	1590748125483	OK	 
REQUEST	522		TransportarForm	1590748125471	1590748125483	OK	 
REQUEST	507		request_10	1590748125483	1590748125493	OK	 
REQUEST	522		request_10	1590748125484	1590748125494	OK	 
REQUEST	508		TransportarForm	1590748125508	1590748125518	OK	 
REQUEST	508		request_10	1590748125519	1590748125528	OK	 
REQUEST	490		TransportarForm	1590748125571	1590748125580	OK	 
REQUEST	530		TransportarForm	1590748125572	1590748125582	OK	 
REQUEST	490		request_10	1590748125581	1590748125589	OK	 
REQUEST	530		request_10	1590748125582	1590748125589	OK	 
REQUEST	523		TransportarForm	1590748125596	1590748125604	OK	 
REQUEST	523		request_10	1590748125605	1590748125613	OK	 
REQUEST	514		TransportarForm	1590748125617	1590748125628	OK	 
REQUEST	514		request_10	1590748125629	1590748125638	OK	 
REQUEST	506		TransportarForm	1590748125628	1590748125639	OK	 
REQUEST	506		request_10	1590748125640	1590748125649	OK	 
REQUEST	384		Transportado	1590748125650	1590748125660	OK	 
REQUEST	384		request_12	1590748125660	1590748125685	OK	 
REQUEST	515		TransportarForm	1590748125676	1590748125687	OK	 
REQUEST	515		request_10	1590748125687	1590748125695	OK	 
REQUEST	364		transportarNeg	1590748125697	1590748125708	OK	 
REQUEST	371		Transportado	1590748125697	1590748125711	OK	 
REQUEST	364		request_12	1590748125708	1590748125734	OK	 
REQUEST	368		transportarNeg	1590748125719	1590748125735	OK	 
USER	transportarNeg	313	END	1590748026852	1590748125736
REQUEST	371		request_12	1590748125711	1590748125739	OK	 
REQUEST	534		TransportarForm	1590748125746	1590748125759	OK	 
REQUEST	368		request_12	1590748125735	1590748125764	OK	 
REQUEST	303		CierreSesion	1590748125766	1590748125771	OK	 
REQUEST	534		request_10	1590748125760	1590748125774	OK	 
REQUEST	303		CierreSesion Redirect 1	1590748125771	1590748125778	OK	 
REQUEST	351		transportarNeg	1590748125765	1590748125781	OK	 
REQUEST	303		request_15	1590748125778	1590748125783	OK	 
REQUEST	351		request_12	1590748125782	1590748125808	OK	 
USER	transportarPos	322	END	1590748027941	1590748125821
REQUEST	311		CierreSesion	1590748125826	1590748125827	OK	 
REQUEST	311		CierreSesion Redirect 1	1590748125827	1590748125829	OK	 
REQUEST	311		request_15	1590748125830	1590748125833	OK	 
USER	transportarNeg	330	END	1590748029546	1590748125847
REQUEST	321		CierreSesion	1590748125937	1590748125938	OK	 
REQUEST	321		CierreSesion Redirect 1	1590748125938	1590748125943	OK	 
REQUEST	321		request_15	1590748125943	1590748125946	OK	 
REQUEST	399		Transportado	1590748125947	1590748125957	OK	 
USER	transportarNeg	308	END	1590748025847	1590748125958
REQUEST	399		request_12	1590748125957	1590748125974	OK	 
REQUEST	309		CierreSesion	1590748125989	1590748125990	OK	 
REQUEST	309		CierreSesion Redirect 1	1590748125990	1590748125994	OK	 
REQUEST	309		request_15	1590748125994	1590748125999	OK	 
REQUEST	367		transportarNeg	1590748126056	1590748126065	OK	 
REQUEST	367		request_12	1590748126065	1590748126081	OK	 
REQUEST	366		Transportado	1590748126086	1590748126096	OK	 
REQUEST	350		Transportado	1590748126097	1590748126107	OK	 
REQUEST	366		request_12	1590748126096	1590748126117	OK	 
REQUEST	350		request_12	1590748126107	1590748126130	OK	 
REQUEST	334		CierreSesion	1590748126141	1590748126141	OK	 
REQUEST	334		CierreSesion Redirect 1	1590748126141	1590748126145	OK	 
REQUEST	334		request_15	1590748126146	1590748126149	OK	 
REQUEST	323		CierreSesion	1590748126186	1590748126187	OK	 
REQUEST	323		CierreSesion Redirect 1	1590748126187	1590748126190	OK	 
REQUEST	323		request_15	1590748126191	1590748126194	OK	 
REQUEST	375		transportarNeg	1590748126270	1590748126279	OK	 
USER	transportarPos	333	END	1590748029547	1590748126286
REQUEST	375		request_12	1590748126279	1590748126298	OK	 
REQUEST	325		CierreSesion	1590748126298	1590748126299	OK	 
REQUEST	317		CierreSesion	1590748126297	1590748126301	OK	 
REQUEST	325		CierreSesion Redirect 1	1590748126299	1590748126306	OK	 
REQUEST	317		CierreSesion Redirect 1	1590748126301	1590748126309	OK	 
REQUEST	325		request_15	1590748126306	1590748126311	OK	 
REQUEST	385		transportarNeg	1590748126296	1590748126311	OK	 
REQUEST	306		CierreSesion	1590748126311	1590748126312	OK	 
REQUEST	317		request_15	1590748126309	1590748126314	OK	 
REQUEST	306		CierreSesion Redirect 1	1590748126312	1590748126316	OK	 
REQUEST	306		request_15	1590748126317	1590748126321	OK	 
REQUEST	357		transportarNeg	1590748126316	1590748126330	OK	 
REQUEST	385		request_12	1590748126312	1590748126339	OK	 
REQUEST	357		request_12	1590748126330	1590748126351	OK	 
USER	transportarPos	310	END	1590748025847	1590748126390
REQUEST	337		CierreSesion	1590748126477	1590748126478	OK	 
REQUEST	337		CierreSesion Redirect 1	1590748126478	1590748126482	OK	 
REQUEST	337		request_15	1590748126482	1590748126485	OK	 
REQUEST	352		CierreSesion	1590748126509	1590748126510	OK	 
REQUEST	352		CierreSesion Redirect 1	1590748126510	1590748126513	OK	 
REQUEST	352		request_15	1590748126513	1590748126515	OK	 
REQUEST	342		CierreSesion	1590748126519	1590748126520	OK	 
REQUEST	342		CierreSesion Redirect 1	1590748126520	1590748126523	OK	 
REQUEST	342		request_15	1590748126523	1590748126526	OK	 
REQUEST	343		CierreSesion	1590748126550	1590748126551	OK	 
REQUEST	343		CierreSesion Redirect 1	1590748126551	1590748126554	OK	 
REQUEST	343		request_15	1590748126554	1590748126556	OK	 
REQUEST	513		TransportarForm	1590748127130	1590748127138	OK	 
REQUEST	513		request_10	1590748127138	1590748127146	OK	 
REQUEST	536		TransportarForm	1590748127177	1590748127186	OK	 
REQUEST	505		TransportarForm	1590748127177	1590748127187	OK	 
REQUEST	536		request_10	1590748127186	1590748127196	OK	 
REQUEST	505		request_10	1590748127187	1590748127196	OK	 
REQUEST	519		TransportarForm	1590748127188	1590748127197	OK	 
REQUEST	497		TransportarForm	1590748127198	1590748127207	OK	 
REQUEST	519		request_10	1590748127197	1590748127207	OK	 
REQUEST	497		request_10	1590748127207	1590748127215	OK	 
REQUEST	532		TransportarForm	1590748127208	1590748127216	OK	 
REQUEST	532		request_10	1590748127217	1590748127224	OK	 
REQUEST	543		TransportarForm	1590748127281	1590748127290	OK	 
REQUEST	543		request_10	1590748127290	1590748127298	OK	 
REQUEST	556		TransportarForm	1590748127317	1590748127327	OK	 
REQUEST	556		request_10	1590748127328	1590748127336	OK	 
REQUEST	503		TransportarForm	1590748127338	1590748127346	OK	 
REQUEST	503		request_10	1590748127347	1590748127356	OK	 
REQUEST	484		TransportarForm	1590748127376	1590748127386	OK	 
REQUEST	484		request_10	1590748127386	1590748127397	OK	 
REQUEST	511		TransportarForm	1590748127408	1590748127416	OK	 
REQUEST	511		request_10	1590748127416	1590748127427	OK	 
REQUEST	550		TransportarForm	1590748127428	1590748127436	OK	 
REQUEST	550		request_10	1590748127437	1590748127448	OK	 
REQUEST	487		TransportarForm	1590748127439	1590748127449	OK	 
REQUEST	487		request_10	1590748127449	1590748127459	OK	 
REQUEST	548		TransportarForm	1590748127450	1590748127459	OK	 
REQUEST	548		request_10	1590748127459	1590748127468	OK	 
REQUEST	527		TransportarForm	1590748127470	1590748127480	OK	 
REQUEST	555		TransportarForm	1590748127470	1590748127480	OK	 
REQUEST	527		request_10	1590748127480	1590748127489	OK	 
REQUEST	555		request_10	1590748127480	1590748127489	OK	 
REQUEST	345		CierreSesion	1590748127547	1590748127548	OK	 
REQUEST	345		CierreSesion Redirect 1	1590748127548	1590748127552	OK	 
REQUEST	345		request_15	1590748127552	1590748127556	OK	 
REQUEST	552		TransportarForm	1590748127600	1590748127611	OK	 
REQUEST	538		TransportarForm	1590748127600	1590748127612	OK	 
USER	transportarNeg	324	END	1590748028537	1590748127622
REQUEST	552		request_10	1590748127612	1590748127624	OK	 
REQUEST	538		request_10	1590748127612	1590748127626	OK	 
REQUEST	541		TransportarForm	1590748127680	1590748127688	OK	 
REQUEST	541		request_10	1590748127688	1590748127696	OK	 
REQUEST	360		CierreSesion	1590748127711	1590748127711	OK	 
REQUEST	360		CierreSesion Redirect 1	1590748127711	1590748127714	OK	 
REQUEST	360		request_15	1590748127714	1590748127717	OK	 
REQUEST	348		CierreSesion	1590748127840	1590748127841	OK	 
REQUEST	348		CierreSesion Redirect 1	1590748127841	1590748127845	OK	 
REQUEST	348		request_15	1590748127845	1590748127849	OK	 
REQUEST	331		CierreSesion	1590748127850	1590748127851	OK	 
REQUEST	331		CierreSesion Redirect 1	1590748127851	1590748127855	OK	 
REQUEST	331		request_15	1590748127855	1590748127858	OK	 
REQUEST	372		Transportado	1590748127850	1590748127861	OK	 
USER	transportarNeg	318	END	1590748027510	1590748127866
REQUEST	372		request_12	1590748127861	1590748127878	OK	 
USER	transportarPos	328	END	1590748028867	1590748127938
REQUEST	335		CierreSesion	1590748127996	1590748127997	OK	 
REQUEST	335		CierreSesion Redirect 1	1590748127997	1590748128001	OK	 
REQUEST	335		request_15	1590748128001	1590748128004	OK	 
REQUEST	394		Transportado	1590748128018	1590748128027	OK	 
REQUEST	394		request_12	1590748128028	1590748128044	OK	 
USER	transportarPos	338	END	1590748030864	1590748128059
REQUEST	387		transportarNeg	1590748128059	1590748128069	OK	 
REQUEST	387		request_12	1590748128069	1590748128086	OK	 
REQUEST	339		CierreSesion	1590748128096	1590748128097	OK	 
REQUEST	339		CierreSesion Redirect 1	1590748128097	1590748128100	OK	 
REQUEST	339		request_15	1590748128100	1590748128104	OK	 
REQUEST	397		transportarNeg	1590748128096	1590748128107	OK	 
REQUEST	396		transportarNeg	1590748128116	1590748128131	OK	 
REQUEST	397		request_12	1590748128107	1590748128132	OK	 
REQUEST	374		transportarNeg	1590748128127	1590748128137	OK	 
REQUEST	326		CierreSesion	1590748128138	1590748128139	OK	 
REQUEST	326		CierreSesion Redirect 1	1590748128139	1590748128143	OK	 
REQUEST	326		request_15	1590748128143	1590748128148	OK	 
REQUEST	396		request_12	1590748128131	1590748128154	OK	 
REQUEST	379		transportarNeg	1590748128149	1590748128161	OK	 
REQUEST	374		request_12	1590748128138	1590748128162	OK	 
REQUEST	388		Transportado	1590748128160	1590748128174	OK	 
REQUEST	379		request_12	1590748128161	1590748128186	OK	 
REQUEST	388		request_12	1590748128174	1590748128193	OK	 
REQUEST	346		transportarNeg	1590748128197	1590748128206	OK	 
REQUEST	416		Transportado	1590748128197	1590748128206	OK	 
REQUEST	416		request_12	1590748128206	1590748128231	OK	 
REQUEST	346		request_12	1590748128206	1590748128231	OK	 
REQUEST	370		Transportado	1590748128256	1590748128266	OK	 
REQUEST	370		request_12	1590748128266	1590748128285	OK	 
REQUEST	378		Transportado	1590748128277	1590748128287	OK	 
REQUEST	378		request_12	1590748128287	1590748128303	OK	 
REQUEST	336		CierreSesion	1590748128371	1590748128372	OK	 
REQUEST	336		CierreSesion Redirect 1	1590748128372	1590748128375	OK	 
REQUEST	336		request_15	1590748128376	1590748128379	OK	 
REQUEST	406		Transportado	1590748128386	1590748128395	OK	 
REQUEST	403		transportarNeg	1590748128396	1590748128405	OK	 
REQUEST	406		request_12	1590748128395	1590748128415	OK	 
REQUEST	403		request_12	1590748128405	1590748128424	OK	 
REQUEST	382		Transportado	1590748128497	1590748128506	OK	 
REQUEST	382		request_12	1590748128507	1590748128523	OK	 
REQUEST	332		CierreSesion	1590748128528	1590748128529	OK	 
REQUEST	332		CierreSesion Redirect 1	1590748128529	1590748128532	OK	 
REQUEST	332		request_15	1590748128532	1590748128534	OK	 
REQUEST	544		TransportarForm	1590748128548	1590748128556	OK	 
REQUEST	544		request_10	1590748128557	1590748128564	OK	 
REQUEST	340		CierreSesion	1590748128569	1590748128569	OK	 
REQUEST	340		CierreSesion Redirect 1	1590748128570	1590748128572	OK	 
REQUEST	340		request_15	1590748128573	1590748128575	OK	 
REQUEST	559		TransportarForm	1590748128579	1590748128589	OK	 
REQUEST	559		request_10	1590748128590	1590748128598	OK	 
REQUEST	553		TransportarForm	1590748128610	1590748128620	OK	 
REQUEST	553		request_10	1590748128621	1590748128632	OK	 
REQUEST	359		transportarNeg	1590748128621	1590748128633	OK	 
REQUEST	359		request_12	1590748128633	1590748128653	OK	 
REQUEST	549		TransportarForm	1590748128699	1590748128707	OK	 
REQUEST	549		request_10	1590748128707	1590748128716	OK	 
REQUEST	411		Transportado	1590748128710	1590748128720	OK	 
REQUEST	551		TransportarForm	1590748128721	1590748128729	OK	 
REQUEST	551		request_10	1590748128730	1590748128738	OK	 
REQUEST	411		request_12	1590748128720	1590748128745	OK	 
REQUEST	540		TransportarForm	1590748128789	1590748128797	OK	 
REQUEST	540		request_10	1590748128797	1590748128805	OK	 
REQUEST	558		TransportarForm	1590748128810	1590748128818	OK	 
REQUEST	558		request_10	1590748128818	1590748128826	OK	 
REQUEST	408		transportarNeg	1590748128856	1590748128865	OK	 
REQUEST	391		transportarNeg	1590748128867	1590748128877	OK	 
REQUEST	408		request_12	1590748128866	1590748128886	OK	 
REQUEST	391		request_12	1590748128877	1590748128896	OK	 
REQUEST	537		TransportarForm	1590748128910	1590748128918	OK	 
REQUEST	412		Transportado	1590748128910	1590748128921	OK	 
REQUEST	537		request_10	1590748128919	1590748128930	OK	 
REQUEST	412		request_12	1590748128922	1590748128946	OK	 
REQUEST	560		TransportarForm	1590748129076	1590748129084	OK	 
REQUEST	560		request_10	1590748129084	1590748129092	OK	 
REQUEST	542		TransportarForm	1590748129117	1590748129125	OK	 
REQUEST	542		request_10	1590748129126	1590748129134	OK	 
REQUEST	557		TransportarForm	1590748129309	1590748129317	OK	 
REQUEST	557		request_10	1590748129317	1590748129325	OK	 
USER	transportarPos	320	END	1590748027185	1590748129376
REQUEST	402		transportarNeg	1590748129376	1590748129385	OK	 
REQUEST	402		request_12	1590748129385	1590748129402	OK	 
REQUEST	395		transportarNeg	1590748129427	1590748129436	OK	 
REQUEST	410		Transportado	1590748129427	1590748129437	OK	 
REQUEST	395		request_12	1590748129436	1590748129458	OK	 
REQUEST	410		request_12	1590748129437	1590748129459	OK	 
REQUEST	401		transportarNeg	1590748129459	1590748129468	OK	 
REQUEST	401		request_12	1590748129468	1590748129487	OK	 
REQUEST	423		transportarNeg	1590748129481	1590748129489	OK	 
REQUEST	393		Transportado	1590748129496	1590748129506	OK	 
REQUEST	423		request_12	1590748129490	1590748129509	OK	 
REQUEST	393		request_12	1590748129506	1590748129528	OK	 
REQUEST	409		transportarNeg	1590748129580	1590748129589	OK	 
REQUEST	405		Transportado	1590748129591	1590748129602	OK	 
REQUEST	409		request_12	1590748129589	1590748129611	OK	 
REQUEST	405		request_12	1590748129603	1590748129627	OK	 
REQUEST	389		Transportado	1590748129616	1590748129633	OK	 
REQUEST	424		transportarNeg	1590748129629	1590748129643	OK	 
REQUEST	389		request_12	1590748129633	1590748129663	OK	 
REQUEST	424		request_12	1590748129644	1590748129669	OK	 
REQUEST	392		transportarNeg	1590748129689	1590748129698	OK	 
REQUEST	380		transportarNeg	1590748129700	1590748129714	OK	 
REQUEST	441		transportarNeg	1590748129700	1590748129721	OK	 
REQUEST	414		transportarNeg	1590748129711	1590748129727	OK	 
REQUEST	392		request_12	1590748129699	1590748129731	OK	 
REQUEST	380		request_12	1590748129714	1590748129743	OK	 
REQUEST	441		request_12	1590748129721	1590748129752	OK	 
REQUEST	414		request_12	1590748129727	1590748129757	OK	 
REQUEST	407		transportarNeg	1590748129744	1590748129760	OK	 
REQUEST	390		Transportado	1590748129745	1590748129767	OK	 
REQUEST	398		Transportado	1590748129758	1590748129772	OK	 
REQUEST	407		request_12	1590748129760	1590748129788	OK	 
REQUEST	390		request_12	1590748129767	1590748129795	OK	 
REQUEST	398		request_12	1590748129772	1590748129800	OK	 
REQUEST	415		transportarNeg	1590748129808	1590748129817	OK	 
REQUEST	415		request_12	1590748129817	1590748129835	OK	 
REQUEST	404		Transportado	1590748129866	1590748129874	OK	 
REQUEST	404		request_12	1590748129875	1590748129891	OK	 
REQUEST	413		transportarNeg	1590748129919	1590748129928	OK	 
REQUEST	413		request_12	1590748129928	1590748129945	OK	 
REQUEST	438		Transportado	1590748130028	1590748130038	OK	 
REQUEST	438		request_12	1590748130038	1590748130055	OK	 
USER	transportarNeg	307	END	1590748025347	1590748130096
REQUEST	429		transportarNeg	1590748130169	1590748130180	OK	 
REQUEST	429		request_12	1590748130181	1590748130198	OK	 
REQUEST	425		transportarNeg	1590748130221	1590748130229	OK	 
REQUEST	431		transportarNeg	1590748130231	1590748130240	OK	 
REQUEST	425		request_12	1590748130230	1590748130251	OK	 
REQUEST	431		request_12	1590748130240	1590748130260	OK	 
REQUEST	427		Transportado	1590748130310	1590748130319	OK	 
REQUEST	349		CierreSesion	1590748130331	1590748130332	OK	 
REQUEST	349		CierreSesion Redirect 1	1590748130332	1590748130336	OK	 
REQUEST	427		request_12	1590748130320	1590748130339	OK	 
REQUEST	349		request_15	1590748130336	1590748130340	OK	 
REQUEST	419		transportarNeg	1590748130368	1590748130377	OK	 
REQUEST	419		request_12	1590748130378	1590748130394	OK	 
REQUEST	418		Transportado	1590748130409	1590748130419	OK	 
REQUEST	432		Transportado	1590748130420	1590748130432	OK	 
REQUEST	418		request_12	1590748130419	1590748130444	OK	 
REQUEST	437		transportarNeg	1590748130432	1590748130446	OK	 
REQUEST	434		Transportado	1590748130447	1590748130460	OK	 
REQUEST	432		request_12	1590748130432	1590748130472	OK	 
REQUEST	437		request_12	1590748130447	1590748130476	OK	 
REQUEST	420		transportarNeg	1590748130476	1590748130486	OK	 
REQUEST	434		request_12	1590748130460	1590748130486	OK	 
REQUEST	420		request_12	1590748130486	1590748130511	OK	 
REQUEST	422		Transportado	1590748130499	1590748130512	OK	 
REQUEST	422		request_12	1590748130512	1590748130528	OK	 
