ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.Transportar2EscaneriosPerfomance	transportar2escaneriosperfomance	1590747969250	 	3.3.1
REQUEST	536		request_3	1590748073311	1590748073317	OK	 
REQUEST	420		Authenticated	1590748072836	1590748073373	OK	 
REQUEST	73		request_15	1590748073316	1590748073374	OK	 
REQUEST	92		request_15	1590748073316	1590748073374	OK	 
REQUEST	96		CierreSesion	1590748073369	1590748073375	OK	 
REQUEST	148		Transportado	1590748073355	1590748073386	OK	 
REQUEST	420		Authenticated Redirect 1	1590748073373	1590748073397	OK	 
REQUEST	255		TransportarForm	1590748073370	1590748073397	OK	 
REQUEST	96		CierreSesion Redirect 1	1590748073375	1590748073402	OK	 
REQUEST	255		request_10	1590748073397	1590748073427	OK	 
REQUEST	148		request_12	1590748073387	1590748073430	OK	 
REQUEST	96		request_15	1590748073402	1590748073431	OK	 
REQUEST	420		request_6	1590748073397	1590748073434	OK	 
REQUEST	260		TransportarForm	1590748073486	1590748073496	OK	 
REQUEST	260		request_10	1590748073497	1590748073507	OK	 
REQUEST	265		TransportarForm	1590748073518	1590748073528	OK	 
REQUEST	265		request_10	1590748073529	1590748073539	OK	 
USER	transportarNeg	37	END	1590747977201	1590748073540
REQUEST	87		CierreSesion	1590748073551	1590748073552	OK	 
REQUEST	87		CierreSesion Redirect 1	1590748073552	1590748073556	OK	 
REQUEST	89		CierreSesion	1590748073556	1590748073557	OK	 
REQUEST	87		request_15	1590748073556	1590748073561	OK	 
REQUEST	89		CierreSesion Redirect 1	1590748073557	1590748073561	OK	 
REQUEST	89		request_15	1590748073562	1590748073566	OK	 
REQUEST	423		Authenticated	1590748073096	1590748073611	OK	 
REQUEST	423		Authenticated Redirect 1	1590748073611	1590748073615	OK	 
USER	transportarPos	40	END	1590747977201	1590748073617
REQUEST	423		request_6	1590748073616	1590748073622	OK	 
REQUEST	268		TransportarForm	1590748073617	1590748073627	OK	 
REQUEST	534		Login	1590748073628	1590748073634	OK	 
REQUEST	534		request_3	1590748073634	1590748073640	OK	 
REQUEST	268		request_10	1590748073628	1590748073640	OK	 
REQUEST	249		TransportarForm	1590748073656	1590748073667	OK	 
REQUEST	249		request_10	1590748073667	1590748073677	OK	 
REQUEST	76		CierreSesion	1590748073717	1590748073718	OK	 
REQUEST	76		CierreSesion Redirect 1	1590748073718	1590748073721	OK	 
REQUEST	76		request_15	1590748073722	1590748073726	OK	 
REQUEST	156		transportarNeg	1590748073788	1590748073799	OK	 
REQUEST	273		TransportarForm	1590748073788	1590748073799	OK	 
REQUEST	421		Authenticated	1590748073319	1590748073802	OK	 
REQUEST	421		Authenticated Redirect 1	1590748073802	1590748073808	OK	 
REQUEST	273		request_10	1590748073799	1590748073811	OK	 
REQUEST	421		request_6	1590748073808	1590748073813	OK	 
REQUEST	156		request_12	1590748073799	1590748073822	OK	 
REQUEST	91		CierreSesion	1590748073879	1590748073879	OK	 
REQUEST	91		CierreSesion Redirect 1	1590748073879	1590748073883	OK	 
REQUEST	91		request_15	1590748073883	1590748073886	OK	 
REQUEST	301		TransportesPendientes	1590748074018	1590748074039	OK	 
REQUEST	527		Login	1590748074049	1590748074053	OK	 
REQUEST	527		request_3	1590748074053	1590748074058	OK	 
REQUEST	95		CierreSesion	1590748074060	1590748074061	OK	 
REQUEST	301		request_8	1590748074041	1590748074063	OK	 
REQUEST	95		CierreSesion Redirect 1	1590748074061	1590748074064	OK	 
REQUEST	538		Login	1590748074060	1590748074064	OK	 
REQUEST	95		request_15	1590748074065	1590748074068	OK	 
REQUEST	538		request_3	1590748074065	1590748074069	OK	 
REQUEST	93		CierreSesion	1590748074076	1590748074077	OK	 
REQUEST	93		CierreSesion Redirect 1	1590748074077	1590748074081	OK	 
REQUEST	93		request_15	1590748074081	1590748074086	OK	 
REQUEST	261		TransportarForm	1590748074087	1590748074096	OK	 
REQUEST	261		request_10	1590748074097	1590748074106	OK	 
REQUEST	304		TransportesPendientes	1590748074097	1590748074117	OK	 
REQUEST	304		request_8	1590748074119	1590748074137	OK	 
REQUEST	532		Login	1590748074161	1590748074164	OK	 
REQUEST	532		request_3	1590748074164	1590748074167	OK	 
USER	transportarPos	46	END	1590747978179	1590748074286
REQUEST	75		CierreSesion	1590748074306	1590748074308	OK	 
REQUEST	75		CierreSesion Redirect 1	1590748074308	1590748074313	OK	 
REQUEST	75		request_15	1590748074314	1590748074317	OK	 
REQUEST	276		TransportarForm	1590748074306	1590748074317	OK	 
REQUEST	100		CierreSesion	1590748074317	1590748074318	OK	 
REQUEST	97		CierreSesion	1590748074317	1590748074318	OK	 
REQUEST	97		CierreSesion Redirect 1	1590748074318	1590748074323	OK	 
REQUEST	100		CierreSesion Redirect 1	1590748074318	1590748074323	OK	 
REQUEST	100		request_15	1590748074324	1590748074328	OK	 
REQUEST	97		request_15	1590748074324	1590748074328	OK	 
REQUEST	276		request_10	1590748074318	1590748074329	OK	 
USER	transportarPos	48	END	1590747978851	1590748074337
USER	transportarPos	62	END	1590747981188	1590748074358
REQUEST	115		CierreSesion	1590748074358	1590748074359	OK	 
REQUEST	115		CierreSesion Redirect 1	1590748074359	1590748074362	OK	 
REQUEST	115		request_15	1590748074363	1590748074367	OK	 
REQUEST	101		CierreSesion	1590748074406	1590748074407	OK	 
REQUEST	101		CierreSesion Redirect 1	1590748074407	1590748074410	OK	 
REQUEST	101		request_15	1590748074410	1590748074414	OK	 
REQUEST	110		CierreSesion	1590748074416	1590748074417	OK	 
REQUEST	110		CierreSesion Redirect 1	1590748074417	1590748074421	OK	 
REQUEST	110		request_15	1590748074422	1590748074425	OK	 
USER	transportarNeg	50	END	1590747979508	1590748074437
REQUEST	314		TransportesPendientes	1590748074447	1590748074466	OK	 
USER	transportarNeg	71	END	1590747983202	1590748074480
REQUEST	314		request_8	1590748074467	1590748074494	OK	 
REQUEST	539		Login	1590748074500	1590748074505	OK	 
REQUEST	122		CierreSesion	1590748074506	1590748074507	OK	 
REQUEST	122		CierreSesion Redirect 1	1590748074507	1590748074511	OK	 
REQUEST	542		Login	1590748074506	1590748074511	OK	 
REQUEST	539		request_3	1590748074506	1590748074513	OK	 
REQUEST	122		request_15	1590748074512	1590748074517	OK	 
REQUEST	542		request_3	1590748074512	1590748074518	OK	 
REQUEST	120		CierreSesion	1590748074538	1590748074539	OK	 
REQUEST	120		CierreSesion Redirect 1	1590748074539	1590748074544	OK	 
REQUEST	302		TransportesPendientes	1590748074518	1590748074545	OK	 
REQUEST	120		request_15	1590748074544	1590748074549	OK	 
REQUEST	302		request_8	1590748074548	1590748074574	OK	 
REQUEST	103		CierreSesion	1590748074574	1590748074575	OK	 
REQUEST	103		CierreSesion Redirect 1	1590748074576	1590748074580	OK	 
REQUEST	103		request_15	1590748074580	1590748074585	OK	 
REQUEST	72		CierreSesion	1590748074666	1590748074667	OK	 
REQUEST	72		CierreSesion Redirect 1	1590748074667	1590748074671	OK	 
REQUEST	72		request_15	1590748074672	1590748074676	OK	 
USER	transportarPos	57	END	1590747980347	1590748074709
USER	transportarPos	54	END	1590747979846	1590748074709
USER	transportarPos	69	END	1590747982531	1590748074710
USER	transportarNeg	51	END	1590747979846	1590748074710
USER	transportarNeg	61	END	1590747981848	1590748074760
USER	transportarNeg	60	END	1590747981517	1590748074760
USER	transportarNeg	45	END	1590747978851	1590748074761
REQUEST	537		Login	1590748074762	1590748074818	OK	 
REQUEST	540		Login	1590748074761	1590748074820	OK	 
USER	transportarNeg	49	END	1590747979177	1590748074824
USER	transportarPos	53	END	1590747979508	1590748074824
USER	transportarPos	58	END	1590747980846	1590748074825
USER	transportarPos	52	END	1590747979177	1590748074825
USER	transportarNeg	56	END	1590747980846	1590748074826
USER	transportarNeg	83	END	1590747985359	1590748074904
USER	transportarPos	74	END	1590747983203	1590748075027
USER	transportarNeg	44	END	1590747978517	1590748075084
USER	transportarPos	80	END	1590747984187	1590748075284
USER	transportarNeg	43	END	1590747978179	1590748075350
REQUEST	547		Login	1590748074762	1590748075425	OK	 
REQUEST	537		request_3	1590748074819	1590748075425	OK	 
REQUEST	543		Login	1590748074761	1590748075426	OK	 
REQUEST	104		CierreSesion	1590748074826	1590748075435	OK	 
REQUEST	425		Authenticated	1590748074696	1590748075435	OK	 
USER	transportarPos	70	END	1590747982857	1590748075456
REQUEST	107		CierreSesion	1590748074997	1590748075457	OK	 
REQUEST	438		Authenticated	1590748074348	1590748075458	OK	 
REQUEST	107		CierreSesion Redirect 1	1590748075457	1590748075466	OK	 
REQUEST	107		request_15	1590748075467	1590748075484	OK	 
REQUEST	102		CierreSesion	1590748075062	1590748075503	OK	 
REQUEST	106		CierreSesion	1590748075150	1590748075504	OK	 
REQUEST	113		CierreSesion	1590748075228	1590748075512	OK	 
REQUEST	419		Authenticated	1590748074490	1590748075518	OK	 
REQUEST	429		Authenticated	1590748074708	1590748075518	OK	 
USER	transportarNeg	66	END	1590747982531	1590748075620
USER	transportarNeg	84	END	1590747985860	1590748075621
USER	transportarPos	63	END	1590747981517	1590748075641
USER	transportarNeg	55	END	1590747980347	1590748075643
USER	transportarPos	64	END	1590747981848	1590748075647
USER	transportarNeg	59	END	1590747981188	1590748075729
USER	transportarPos	81	END	1590747984516	1590748075827
USER	transportarPos	68	END	1590747982190	1590748075862
REQUEST	541		Login	1590748075028	1590748075978	OK	 
REQUEST	125		CierreSesion	1590748075501	1590748076000	OK	 
REQUEST	541		request_3	1590748075979	1590748076002	OK	 
REQUEST	116		CierreSesion	1590748075026	1590748076003	OK	 
REQUEST	328		TransportesPendientes	1590748074997	1590748076007	OK	 
REQUEST	116		CierreSesion Redirect 1	1590748076003	1590748076011	OK	 
REQUEST	271		TransportarForm	1590748074997	1590748076013	OK	 
REQUEST	99		CierreSesion	1590748075206	1590748076017	OK	 
USER	transportarNeg	77	END	1590747984187	1590748076019
REQUEST	98		CierreSesion	1590748075261	1590748076023	OK	 
REQUEST	441		Authenticated	1590748074574	1590748076025	OK	 
REQUEST	153		Transportado	1590748075061	1590748076025	OK	 
REQUEST	540		request_3	1590748074821	1590748076027	OK	 
REQUEST	427		Authenticated	1590748074870	1590748076029	OK	 
REQUEST	417		Authenticated	1590748074824	1590748076030	OK	 
REQUEST	417		Authenticated Redirect 1	1590748076030	1590748076035	OK	 
REQUEST	426		Authenticated	1590748074761	1590748076036	OK	 
REQUEST	552		Login	1590748074904	1590748076037	OK	 
REQUEST	303		TransportesPendientes	1590748074954	1590748076037	OK	 
REQUEST	333		TransportesPendientes	1590748074997	1590748076038	OK	 
REQUEST	313		TransportesPendientes	1590748074997	1590748076041	OK	 
REQUEST	116		request_15	1590748076012	1590748076042	OK	 
REQUEST	102		CierreSesion Redirect 1	1590748075503	1590748076042	OK	 
REQUEST	556		Login	1590748075206	1590748076044	OK	 
REQUEST	549		Login	1590748075342	1590748076050	OK	 
REQUEST	441		Authenticated Redirect 1	1590748076025	1590748076051	OK	 
REQUEST	112		CierreSesion	1590748075317	1590748076052	OK	 
REQUEST	130		CierreSesion	1590748075343	1590748076053	OK	 
REQUEST	544		Login	1590748074826	1590748076058	OK	 
REQUEST	159		Transportado	1590748076014	1590748076058	OK	 
REQUEST	429		Authenticated Redirect 1	1590748075518	1590748076061	OK	 
REQUEST	149		transportarNeg	1590748075206	1590748076062	OK	 
REQUEST	544		request_3	1590748076058	1590748076064	OK	 
REQUEST	548		Login	1590748074826	1590748076066	OK	 
REQUEST	436		Authenticated	1590748074709	1590748076067	OK	 
REQUEST	419		Authenticated Redirect 1	1590748075518	1590748076069	OK	 
REQUEST	436		Authenticated Redirect 1	1590748076067	1590748076073	OK	 
REQUEST	425		Authenticated Redirect 1	1590748075435	1590748076076	OK	 
REQUEST	264		TransportarForm	1590748074826	1590748076079	OK	 
REQUEST	547		request_3	1590748075426	1590748076081	OK	 
REQUEST	436		request_6	1590748076074	1590748076081	OK	 
REQUEST	263		TransportarForm	1590748074825	1590748076082	OK	 
USER	transportarNeg	78	END	1590747984516	1590748076093
USER	transportarPos	85	END	1590747985359	1590748076094
USER	transportarNeg	65	END	1590747982190	1590748076094
USER	transportarPos	82	END	1590747984846	1590748076098
REQUEST	545		Login	1590748074870	1590748076122	OK	 
REQUEST	438		Authenticated Redirect 1	1590748075458	1590748076123	OK	 
REQUEST	99		CierreSesion Redirect 1	1590748076018	1590748076129	OK	 
REQUEST	121		CierreSesion	1590748076020	1590748076129	OK	 
REQUEST	113		CierreSesion Redirect 1	1590748075512	1590748076136	OK	 
REQUEST	441		request_6	1590748076052	1590748076137	OK	 
REQUEST	262		TransportarForm	1590748075553	1590748076139	OK	 
REQUEST	152		Transportado	1590748075342	1590748076148	OK	 
REQUEST	555		Login	1590748075117	1590748076150	OK	 
REQUEST	550		Login	1590748075062	1590748076151	OK	 
REQUEST	157		transportarNeg	1590748075570	1590748076152	OK	 
REQUEST	102		request_15	1590748076043	1590748076153	OK	 
REQUEST	158		Transportado	1590748075570	1590748076153	OK	 
REQUEST	126		CierreSesion	1590748075517	1590748076155	OK	 
REQUEST	164		Transportado	1590748076018	1590748076155	OK	 
REQUEST	546		Login	1590748075361	1590748076156	OK	 
REQUEST	104		CierreSesion Redirect 1	1590748075435	1590748076156	OK	 
REQUEST	264		request_10	1590748076079	1590748076157	OK	 
REQUEST	131		CierreSesion	1590748075840	1590748076158	OK	 
REQUEST	548		request_3	1590748076066	1590748076160	OK	 
REQUEST	131		CierreSesion Redirect 1	1590748076158	1590748076163	OK	 
REQUEST	557		Login	1590748075862	1590748076164	OK	 
REQUEST	417		request_6	1590748076036	1590748076174	OK	 
REQUEST	99		request_15	1590748076130	1590748076178	OK	 
REQUEST	106		CierreSesion Redirect 1	1590748075504	1590748076178	OK	 
REQUEST	429		request_6	1590748076062	1590748076180	OK	 
REQUEST	543		request_3	1590748075427	1590748076196	OK	 
REQUEST	126		CierreSesion Redirect 1	1590748076155	1590748076202	OK	 
REQUEST	153		request_12	1590748076026	1590748076207	OK	 
REQUEST	159		request_12	1590748076059	1590748076207	OK	 
REQUEST	419		request_6	1590748076069	1590748076209	OK	 
REQUEST	425		request_6	1590748076076	1590748076212	OK	 
REQUEST	104		request_15	1590748076157	1590748076213	OK	 
REQUEST	149		request_12	1590748076063	1590748076218	OK	 
REQUEST	559		Login	1590748076094	1590748076219	OK	 
REQUEST	263		request_10	1590748076082	1590748076224	OK	 
REQUEST	560		Login	1590748076094	1590748076226	OK	 
REQUEST	269		TransportarForm	1590748076094	1590748076228	OK	 
REQUEST	554		Login	1590748075647	1590748076232	OK	 
REQUEST	278		TransportarForm	1590748075790	1590748076234	OK	 
REQUEST	266		TransportarForm	1590748075620	1590748076239	OK	 
REQUEST	427		Authenticated Redirect 1	1590748076029	1590748076239	OK	 
REQUEST	552		request_3	1590748076038	1590748076246	OK	 
REQUEST	331		TransportesPendientes	1590748075692	1590748076257	OK	 
REQUEST	272		TransportarForm	1590748076020	1590748076263	OK	 
REQUEST	279		TransportarForm	1590748075682	1590748076267	OK	 
REQUEST	279		request_10	1590748076267	1590748076280	OK	 
REQUEST	269		request_10	1590748076229	1590748076294	OK	 
USER	transportarPos	86	END	1590747985860	1590748076297
REQUEST	125		CierreSesion Redirect 1	1590748076000	1590748076326	OK	 
REQUEST	125		request_15	1590748076327	1590748076331	OK	 
REQUEST	434		Authenticated	1590748074825	1590748076332	OK	 
REQUEST	271		request_10	1590748076013	1590748076333	OK	 
REQUEST	303		request_8	1590748076041	1590748076337	OK	 
REQUEST	550		request_3	1590748076152	1590748076343	OK	 
REQUEST	333		request_8	1590748076041	1590748076344	OK	 
REQUEST	549		request_3	1590748076051	1590748076351	OK	 
REQUEST	112		CierreSesion Redirect 1	1590748076053	1590748076354	OK	 
REQUEST	556		request_3	1590748076044	1590748076357	OK	 
REQUEST	121		CierreSesion Redirect 1	1590748076129	1590748076358	OK	 
REQUEST	328		request_8	1590748076010	1590748076360	OK	 
REQUEST	554		request_3	1590748076233	1590748076361	OK	 
REQUEST	164		request_12	1590748076156	1590748076362	OK	 
REQUEST	109		CierreSesion	1590748076296	1590748076373	OK	 
REQUEST	117		CierreSesion	1590748076297	1590748076374	OK	 
REQUEST	313		request_8	1590748076044	1590748076381	OK	 
REQUEST	130		CierreSesion Redirect 1	1590748076053	1590748076382	OK	 
REQUEST	106		request_15	1590748076179	1590748076383	OK	 
REQUEST	275		TransportarForm	1590748076297	1590748076386	OK	 
REQUEST	130		request_15	1590748076382	1590748076388	OK	 
REQUEST	145		transportarNeg	1590748075790	1590748076400	OK	 
REQUEST	308		TransportesPendientes	1590748075682	1590748076404	OK	 
REQUEST	558		Login	1590748075949	1590748076406	OK	 
REQUEST	558		request_3	1590748076407	1590748076413	OK	 
REQUEST	329		TransportesPendientes	1590748075840	1590748076416	OK	 
REQUEST	551		Login	1590748075896	1590748076430	OK	 
REQUEST	108		CierreSesion	1590748076169	1590748076434	OK	 
REQUEST	545		request_3	1590748076122	1590748076448	OK	 
REQUEST	438		request_6	1590748076123	1590748076451	OK	 
REQUEST	427		request_6	1590748076240	1590748076459	OK	 
REQUEST	434		Authenticated Redirect 1	1590748076332	1590748076462	OK	 
REQUEST	98		CierreSesion Redirect 1	1590748076023	1590748076463	OK	 
REQUEST	281		TransportarForm	1590748076142	1590748076473	OK	 
REQUEST	98		request_15	1590748076463	1590748076478	OK	 
REQUEST	555		request_3	1590748076150	1590748076479	OK	 
REQUEST	112		request_15	1590748076354	1590748076483	OK	 
REQUEST	331		request_8	1590748076261	1590748076488	OK	 
REQUEST	121		request_15	1590748076359	1590748076489	OK	 
REQUEST	158		request_12	1590748076154	1590748076491	OK	 
REQUEST	553		Login	1590748075395	1590748076496	OK	 
REQUEST	126		request_15	1590748076202	1590748076496	OK	 
REQUEST	155		transportarNeg	1590748075949	1590748076507	OK	 
REQUEST	437		Authenticated	1590748074870	1590748076517	OK	 
REQUEST	437		Authenticated Redirect 1	1590748076517	1590748076522	OK	 
REQUEST	315		TransportesPendientes	1590748076296	1590748076524	OK	 
REQUEST	557		request_3	1590748076165	1590748076526	OK	 
REQUEST	320		TransportesPendientes	1590748076501	1590748076537	OK	 
REQUEST	267		TransportarForm	1590748076168	1590748076544	OK	 
REQUEST	278		request_10	1590748076234	1590748076546	OK	 
REQUEST	131		request_15	1590748076164	1590748076547	OK	 
REQUEST	266		request_10	1590748076239	1590748076547	OK	 
REQUEST	152		request_12	1590748076148	1590748076549	OK	 
REQUEST	262		request_10	1590748076139	1590748076549	OK	 
REQUEST	165		Transportado	1590748075717	1590748076550	OK	 
REQUEST	127		CierreSesion	1590748076423	1590748076551	OK	 
REQUEST	127		CierreSesion Redirect 1	1590748076551	1590748076556	OK	 
REQUEST	274		TransportarForm	1590748076168	1590748076576	OK	 
REQUEST	329		request_8	1590748076420	1590748076579	OK	 
REQUEST	108		CierreSesion Redirect 1	1590748076434	1590748076580	OK	 
REQUEST	551		request_3	1590748076430	1590748076583	OK	 
REQUEST	426		Authenticated Redirect 1	1590748076037	1590748076585	OK	 
REQUEST	267		request_10	1590748076545	1590748076590	OK	 
